정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
GGB233003019,야목1리,37.2572333,126.8925833,2025-10-31,37178.0,31240,경기도 화성시,경기BIS
GGB233003020,수원대입구,37.2143833,126.9778833,2025-10-31,55743.0,31240,경기도 화성시,경기BIS
GGB233003021,수원대입구,37.2142833,126.9779833,2025-10-31,55744.0,31240,경기도 화성시,경기BIS
GGB233003022,쌍용아파트,37.2421167,126.9517667,2025-10-31,37113.0,31240,경기도 화성시,경기BIS
GGB233003023,남양뉴타운9단지,37.2093833,126.83505,2025-10-31,55682.0,31240,경기도 화성시,경기BIS
GGB233003024,남양뉴타운9단지,37.20955,126.8344167,2025-10-31,55683.0,31240,경기도 화성시,경기BIS
GGB233003025,상안리,37.1718167,126.7002833,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003026,서해랑케이블카.제부초소,37.1747167,126.631,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003027,통나무횟집,37.1754,126.62575,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003028,선착장,37.1768833,126.6220167,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003029,해안산책로,37.1726167,126.6180167,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003030,그린팬션,37.1669667,126.6187667,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003031,제부랜드놀이동산,37.1646833,126.6191167,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003032,동미산입구,37.1635667,126.6192833,2025-10-31,60007.0,31240,경기도 화성시,경기BIS
GGB233003033,갯벌민박앞,37.1657833,126.6252333,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003034,캠핑장입구,37.1692833,126.6283,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003035,하와이앞,37.1723,126.6294333,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003036,제부마을입구,37.1672333,126.6267833,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003037,서해랑케이블카.제부초소,37.1744333,126.6313667,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003038,쟁이골,37.1815333,126.68965,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003039,한맥중공업,37.15035,126.69665,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003042,백미리사랑방,37.1432667,126.6830167,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003043,한맥중공업,37.1502833,126.6967833,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003044,베라체.목동초,37.1902167,127.1245167,2025-10-31,55550.0,31240,경기도 화성시,경기BIS
GGB233003045,신리입구,37.18075,127.1243167,2025-10-31,55576.0,31240,경기도 화성시,경기BIS
GGB233003046,금강펜테리움2차,37.17685,127.1148833,2025-10-31,55577.0,31240,경기도 화성시,경기BIS
GGB233003047,금강펜테리움2차,37.1767,127.11475,2025-10-31,55578.0,31240,경기도 화성시,경기BIS
GGB233003048,반도유보라,37.1812333,127.1049667,2025-10-31,55411.0,31240,경기도 화성시,경기BIS
GGB233003049,반도유보라,37.1813,127.1052167,2025-10-31,55412.0,31240,경기도 화성시,경기BIS
GGB233003050,신리입구,37.1807333,127.1245333,2025-10-31,55579.0,31240,경기도 화성시,경기BIS
GGB233003051,향남시외터미널,37.1330167,126.9220667,2025-10-31,55328.0,31240,경기도 화성시,경기BIS
GGB233003052,향남시외터미널,37.13295,126.9220667,2025-10-31,55329.0,31240,경기도 화성시,경기BIS
GGB233003053,능동지성로사거리,37.2125333,127.0548,2025-10-31,37219.0,31240,경기도 화성시,경기BIS
GGB233003054,제부도교차로,37.1729167,126.6580167,2025-10-31,60067.0,31240,경기도 화성시,경기BIS
GGB233003055,제부소방서.보건소,37.16335,126.62225,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003056,제부도교차로,37.1728,126.6578833,2025-10-31,60068.0,31240,경기도 화성시,경기BIS
GGB233003057,능동양우내안에아파트,37.20155,127.0518667,2025-10-31,55943.0,31240,경기도 화성시,경기BIS
GGB233003058,능동양우내안에아파트,37.20135,127.0519167,2025-10-31,55944.0,31240,경기도 화성시,경기BIS
GGB233003069,시2리,37.2423333,126.8023667,2025-10-31,36547.0,31240,경기도 화성시,경기BIS
GGB233003070,시2리,37.2422333,126.8022,2025-10-31,36546.0,31240,경기도 화성시,경기BIS
GGB233000604,안녕농협삼거리,37.2052833,127.01425,2025-10-31,36312.0,31240,경기도 화성시,경기BIS
GGB233000605,관항2리,37.1770167,126.9792,2025-10-31,36203.0,31240,경기도 화성시,경기BIS
GGB233000606,보통2리,37.1909833,126.9799333,2025-10-31,36196.0,31240,경기도 화성시,경기BIS
GGB233000607,남산공단입구,37.19885,126.9840333,2025-10-31,36246.0,31240,경기도 화성시,경기BIS
GGB233000608,그린피아호텔,37.2035167,126.9827,2025-10-31,36228.0,31240,경기도 화성시,경기BIS
GGB233000609,그린피아호텔,37.2035167,126.9828667,2025-10-31,36229.0,31240,경기도 화성시,경기BIS
GGB233000610,남산공단입구,37.1988333,126.98435,2025-10-31,36249.0,31240,경기도 화성시,경기BIS
GGB233000611,보통2리,37.1903667,126.9793833,2025-10-31,36206.0,31240,경기도 화성시,경기BIS
GGB233000612,문학1리,37.1525667,126.9632167,2025-10-31,36739.0,31240,경기도 화성시,경기BIS
GGB233000613,외골,37.1538333,126.96865,2025-10-31,37606.0,31240,경기도 화성시,경기BIS
GGB233000614,양노리입구,37.2157667,126.8579,2025-10-31,55840.0,31240,경기도 화성시,경기BIS
GGB233000615,양노리입구,37.2156167,126.8577,2025-10-31,55841.0,31240,경기도 화성시,경기BIS
GGB233000616,대양1리.포도원,37.1007167,126.9373667,2025-10-31,36087.0,31240,경기도 화성시,경기BIS
GGB233000617,향남주공2단지,37.1169833,126.9172667,2025-10-31,37283.0,31240,경기도 화성시,경기BIS
GGB233000618,방축리,37.1200333,126.9186667,2025-10-31,37281.0,31240,경기도 화성시,경기BIS
GGB233000620,대양1리.포도원,37.1008833,126.9374667,2025-10-31,36088.0,31240,경기도 화성시,경기BIS
GGB233000621,한미공조앞,37.1177,126.9560167,2025-10-31,36749.0,31240,경기도 화성시,경기BIS
GGB233000622,백토1리,37.1165667,126.9502667,2025-10-31,37383.0,31240,경기도 화성시,경기BIS
GGB233000623,백토리사거리,37.1176,126.9438167,2025-10-31,36748.0,31240,경기도 화성시,경기BIS
GGB233000624,향남초등학교,37.1186833,126.9424833,2025-10-31,36747.0,31240,경기도 화성시,경기BIS
GGB233000625,백토1리,37.1177,126.9438667,2025-10-31,37465.0,31240,경기도 화성시,경기BIS
GGB233000626,백토1리,37.1166833,126.95015,2025-10-31,37382.0,31240,경기도 화성시,경기BIS
GGB233000627,송곡리,37.1286667,126.9671167,2025-10-31,37330.0,31240,경기도 화성시,경기BIS
GGB233000628,동오리,37.1308167,126.9593833,2025-10-31,37327.0,31240,경기도 화성시,경기BIS
GGB233000629,동오사거리,37.1308,126.9509333,2025-10-31,37322.0,31240,경기도 화성시,경기BIS
GGB233000630,관리입구,37.1316,126.94755,2025-10-31,37317.0,31240,경기도 화성시,경기BIS
GGB233000631,봉담초,37.22395,126.9453167,2025-10-31,55672.0,31240,경기도 화성시,경기BIS
GGB233000632,발안초등학교,37.1310333,126.9121667,2025-10-31,37464.0,31240,경기도 화성시,경기BIS
GGB233000633,향남읍행정복지센터,37.13175,126.9191167,2025-10-31,37288.0,31240,경기도 화성시,경기BIS
GGB233000634,관리입구,37.1318,126.9476833,2025-10-31,37318.0,31240,경기도 화성시,경기BIS
GGB233000635,동오사거리,37.1311333,126.95155,2025-10-31,37323.0,31240,경기도 화성시,경기BIS
GGB233000636,용수리,37.1687333,126.9999667,2025-10-31,36280.0,31240,경기도 화성시,경기BIS
GGB233000637,용수리,37.1688833,126.9999333,2025-10-31,36279.0,31240,경기도 화성시,경기BIS
GGB233000638,양노공단,37.22095,126.8587333,2025-10-31,55842.0,31240,경기도 화성시,경기BIS
GGB233000639,양노공단,37.2208,126.8585333,2025-10-31,55843.0,31240,경기도 화성시,경기BIS
GGB233000640,진안동,37.2133,127.0405333,2025-10-31,36355.0,31240,경기도 화성시,경기BIS
GGB233000641,병점화남아파트,37.2119667,127.03755,2025-10-31,36347.0,31240,경기도 화성시,경기BIS
GGB233000642,동문아파트,37.2053667,127.0222333,2025-10-31,36327.0,31240,경기도 화성시,경기BIS
GGB233000643,송산동입구,37.2055667,127.0172,2025-10-31,36315.0,31240,경기도 화성시,경기BIS
GGB233000644,북촌말입구,37.2026833,127.0136,2025-10-31,36311.0,31240,경기도 화성시,경기BIS
GGB233000645,신한미지엔아파트앞,37.1999167,127.0086,2025-10-31,36304.0,31240,경기도 화성시,경기BIS
GGB233000646,돌고지,37.19415,127.0057167,2025-10-31,36293.0,31240,경기도 화성시,경기BIS
GGB233000647,뱅뱅이,37.1880667,127.006,2025-10-31,36292.0,31240,경기도 화성시,경기BIS
GGB233000648,앞말,37.18375,127.0020333,2025-10-31,36283.0,31240,경기도 화성시,경기BIS
GGB233000649,새터말,37.1831667,126.9971833,2025-10-31,36277.0,31240,경기도 화성시,경기BIS
GGB233000650,괘랑2리.차운혁충신정려문,37.18275,126.9933,2025-10-31,36275.0,31240,경기도 화성시,경기BIS
GGB233000651,빼골,37.1799833,126.98835,2025-10-31,36261.0,31240,경기도 화성시,경기BIS
GGB233000652,왕재고개,37.1762167,126.9863833,2025-10-31,36259.0,31240,경기도 화성시,경기BIS
GGB233000653,정남파출소,37.1732667,126.9840333,2025-10-31,36240.0,31240,경기도 화성시,경기BIS
GGB233000654,정남도서관,37.1688,126.98335,2025-10-31,36231.0,31240,경기도 화성시,경기BIS
GGB233000655,정남초등학교,37.1676167,126.9839,2025-10-31,36238.0,31240,경기도 화성시,경기BIS
GGB233000656,동남아파트,37.1635833,126.9835667,2025-10-31,36236.0,31240,경기도 화성시,경기BIS
GGB233000657,샘터교차로,37.2063667,126.8047167,2025-10-31,36394.0,31240,경기도 화성시,경기BIS
GGB233000658,발산리,37.1555333,126.9819167,2025-10-31,36225.0,31240,경기도 화성시,경기BIS
GGB233000659,계향2리,37.1523833,126.9813333,2025-10-31,37571.0,31240,경기도 화성시,경기BIS
GGB233000660,동남아파트,37.1632333,126.9833333,2025-10-31,36235.0,31240,경기도 화성시,경기BIS
GGB233000661,정남초등학교,37.1679,126.9835,2025-10-31,36237.0,31240,경기도 화성시,경기BIS
GGB233000662,양노공단입구,37.2242167,126.8590667,2025-10-31,55844.0,31240,경기도 화성시,경기BIS
GGB233000663,정남농협,37.1698167,126.9832833,2025-10-31,36234.0,31240,경기도 화성시,경기BIS
GGB233000664,왕재고개,37.1761833,126.9862333,2025-10-31,36254.0,31240,경기도 화성시,경기BIS
GGB233000665,새터말,37.1835333,126.9962,2025-10-31,36276.0,31240,경기도 화성시,경기BIS
GGB233000666,돌고지,37.1939333,127.0054,2025-10-31,36290.0,31240,경기도 화성시,경기BIS
GGB233000667,신한미지엔아파트앞,37.20035,127.00915,2025-10-31,36305.0,31240,경기도 화성시,경기BIS
GGB233000668,안녕동,37.2037,127.01425,2025-10-31,36313.0,31240,경기도 화성시,경기BIS
GGB233000669,송산동입구,37.20585,127.0177833,2025-10-31,36318.0,31240,경기도 화성시,경기BIS
GGB233000670,안용중학교.현충공원,37.2056,127.02205,2025-10-31,36328.0,31240,경기도 화성시,경기BIS
GGB233000671,진안동,37.2130167,127.0393,2025-10-31,36354.0,31240,경기도 화성시,경기BIS
GGB233000672,양노공단입구,37.22405,126.8588,2025-10-31,55845.0,31240,경기도 화성시,경기BIS
GGB233000673,덕우리마을입구,37.1350333,126.8636833,2025-10-31,55847.0,31240,경기도 화성시,경기BIS
GGB233000674,누락골,37.1313167,126.86285,2025-10-31,55848.0,31240,경기도 화성시,경기BIS
GGB233000675,누락골,37.13135,126.8633167,2025-10-31,55849.0,31240,경기도 화성시,경기BIS
GGB233000676,동부출장소앞,37.2080833,127.0361333,2025-10-31,36756.0,31240,경기도 화성시,경기BIS
GGB233000677,덕우리마을입구,37.1352167,126.8638333,2025-10-31,55850.0,31240,경기도 화성시,경기BIS
GGB233000678,상기2리,37.1975833,126.9152,2025-10-31,55851.0,31240,경기도 화성시,경기BIS
GGB233000679,활초리삼구정,37.1732333,126.83485,2025-10-31,60059.0,31240,경기도 화성시,경기BIS
GGB233000680,요리중말,37.11045,126.9656667,2025-10-31,36467.0,31240,경기도 화성시,경기BIS
GGB233000683,요리중말,37.11045,126.9659333,2025-10-31,36471.0,31240,경기도 화성시,경기BIS
GGB233000684,육일1리입구,37.2085833,126.7246667,2025-10-31,37195.0,31240,경기도 화성시,경기BIS
GGB233000685,신동탄푸르지오,37.2281333,127.0461,2025-10-31,36755.0,31240,경기도 화성시,경기BIS
GGB233000686,신동탄푸르지오,37.2289167,127.04605,2025-10-31,36754.0,31240,경기도 화성시,경기BIS
GGB233001738,주공6단지,37.21285,127.0509667,2025-10-31,37799.0,31240,경기도 화성시,경기BIS
GGB233001739,주공6단지입구,37.2117,127.05025,2025-10-31,37795.0,31240,경기도 화성시,경기BIS
GGB233001740,코스코밸리아파트,37.1987,126.7220667,2025-10-31,55356.0,31240,경기도 화성시,경기BIS
GGB233001741,호수부영5차.아이파크,37.1660167,127.1139333,2025-10-31,55502.0,31240,경기도 화성시,경기BIS
GGB233001742,마도산업단지,37.1813167,126.7862,2025-10-31,37768.0,31240,경기도 화성시,경기BIS
GGB233001743,마도산업단지,37.1811667,126.7857333,2025-10-31,37752.0,31240,경기도 화성시,경기BIS
GGB233001744,화남산단삼거리,37.1642667,126.6721,2025-10-31,37769.0,31240,경기도 화성시,경기BIS
GGB233001745,마도교차로,37.1909833,126.79315,2025-10-31,37753.0,31240,경기도 화성시,경기BIS
GGB233001746,현대아파트,37.1970667,126.8245167,2025-10-31,37771.0,31240,경기도 화성시,경기BIS
GGB233001747,현대아파트,37.19725,126.8242333,2025-10-31,37767.0,31240,경기도 화성시,경기BIS
GGB233001748,아이파크.호수부영5차,37.1657667,127.11435,2025-10-31,55503.0,31240,경기도 화성시,경기BIS
GGB233001749,남양중고입구.기아남양점,37.2058,126.8203333,2025-10-31,37774.0,31240,경기도 화성시,경기BIS
GGB233001750,창곡3리.독골,37.1781167,126.8896,2025-10-31,37766.0,31240,경기도 화성시,경기BIS
GGB233001751,창곡3리,37.1774,126.8897167,2025-10-31,37761.0,31240,경기도 화성시,경기BIS
GGB233001752,창곡2리교회앞,37.1855833,126.8846167,2025-10-31,37772.0,31240,경기도 화성시,경기BIS
GGB233001753,호수부영4차.아이파크,37.1658167,127.1091333,2025-10-31,55504.0,31240,경기도 화성시,경기BIS
GGB233001754,아이파크.호수부영4차,37.1655167,127.1092667,2025-10-31,55505.0,31240,경기도 화성시,경기BIS
GGB233001755,동문아파트.협성대학교.봉담중고교,37.2173167,126.9525667,2025-10-31,37764.0,31240,경기도 화성시,경기BIS
GGB233001756,하나로마트.화성고용센터,37.2178333,126.9589667,2025-10-31,37756.0,31240,경기도 화성시,경기BIS
GGB233001757,동화휴먼시아3.4단지.봉담우체국,37.2162333,126.9615167,2025-10-31,37773.0,31240,경기도 화성시,경기BIS
GGB233001758,동화휴먼시아6단지,37.2148333,126.9605833,2025-10-31,37762.0,31240,경기도 화성시,경기BIS
GGB233001760,외국인복지센터,37.0866833,126.90705,2025-10-31,37811.0,31240,경기도 화성시,경기BIS
GGB233001761,구문천공원,37.0866167,126.9048167,2025-10-31,37812.0,31240,경기도 화성시,경기BIS
GGB233001762,향남2교차로,37.1107167,126.9282833,2025-10-31,55740.0,31240,경기도 화성시,경기BIS
GGB233001763,현동목장앞,37.0771667,126.8982333,2025-10-31,37813.0,31240,경기도 화성시,경기BIS
GGB233001764,양지말입구,37.2052,126.7157833,2025-10-31,37815.0,31240,경기도 화성시,경기BIS
GGB233001765,현동목장앞,37.0773333,126.8988833,2025-10-31,37816.0,31240,경기도 화성시,경기BIS
GGB233001766,향남2교차로,37.111,126.9286333,2025-10-31,55741.0,31240,경기도 화성시,경기BIS
GGB233001767,구문천공원,37.0863167,126.9047,2025-10-31,37817.0,31240,경기도 화성시,경기BIS
GGB233001768,메탈산업단지,37.0864833,126.9096167,2025-10-31,37818.0,31240,경기도 화성시,경기BIS
GGB233001769,장짐교차로.축산농협,37.1355833,126.9109,2025-10-31,37809.0,31240,경기도 화성시,경기BIS
GGB233001770,장명초교입구,37.05585,126.8556167,2025-10-31,37823.0,31240,경기도 화성시,경기BIS
GGB233001771,삼주농장입구,37.0659667,126.8530833,2025-10-31,37796.0,31240,경기도 화성시,경기BIS
GGB233001772,위닉스,37.07475,126.8564,2025-10-31,37791.0,31240,경기도 화성시,경기BIS
GGB233001773,독정3리,37.0796667,126.86405,2025-10-31,37842.0,31240,경기도 화성시,경기BIS
GGB233001774,위닉스,37.0753167,126.8563333,2025-10-31,37793.0,31240,경기도 화성시,경기BIS
GGB233001775,어은1리한양빌라앞,37.0979333,126.8369167,2025-10-31,37800.0,31240,경기도 화성시,경기BIS
GGB233001776,장자터,37.0664833,126.8021667,2025-10-31,37834.0,31240,경기도 화성시,경기BIS
GGB233001777,매향3리입구,37.052,126.7649,2025-10-31,37835.0,31240,경기도 화성시,경기BIS
GGB233001778,매향3리회센터,37.05505,126.7572167,2025-10-31,37836.0,31240,경기도 화성시,경기BIS
GGB233001779,매향3리.가로지입구,37.0518167,126.7648,2025-10-31,37838.0,31240,경기도 화성시,경기BIS
GGB233001780,장자터,37.0664167,126.80225,2025-10-31,37839.0,31240,경기도 화성시,경기BIS
GGB233001781,자연앤데시앙,37.2080667,127.05475,2025-10-31,37863.0,31240,경기도 화성시,경기BIS
GGB233001782,한림대병원(중),37.2166333,127.0781167,2025-10-31,37864.0,31240,경기도 화성시,경기BIS
GGB233001784,한각1리,37.0955833,126.79765,2025-10-31,37797.0,31240,경기도 화성시,경기BIS
GGB233001785,의료복합,37.1833833,127.11545,2025-10-31,55506.0,31240,경기도 화성시,경기BIS
GGB233001786,봉래사,37.1053,126.7980333,2025-10-31,37825.0,31240,경기도 화성시,경기BIS
GGB233001787,한마음초교.광명메이루즈,37.2075833,127.05705,2025-10-31,37734.0,31240,경기도 화성시,경기BIS
GGB233001788,양감초등학교.중학교,37.0808167,126.9504833,2025-10-31,37856.0,31240,경기도 화성시,경기BIS
GGB233001789,신왕리,37.07495,126.9451167,2025-10-31,37857.0,31240,경기도 화성시,경기BIS
GGB233001790,신왕2리마을회관,37.0722333,126.9498,2025-10-31,37858.0,31240,경기도 화성시,경기BIS
GGB233001791,신왕리,37.0749,126.94515,2025-10-31,37855.0,31240,경기도 화성시,경기BIS
GGB233001792,양감초중교,37.0807167,126.9505,2025-10-31,37987.0,31240,경기도 화성시,경기BIS
GGB233001793,구문천5리(회차),37.0755333,126.8898,2025-10-31,37814.0,31240,경기도 화성시,경기BIS
GGB233001794,발안식염온천,37.0927333,126.8663833,2025-10-31,37840.0,31240,경기도 화성시,경기BIS
GGB233001795,독정4리,37.0793,126.8692,2025-10-31,37841.0,31240,경기도 화성시,경기BIS
GGB233001797,금의1리복지회관,37.1077833,126.823,2025-10-31,37844.0,31240,경기도 화성시,경기BIS
GGB233001798,신리천리베라마을,37.1862667,127.1016667,2025-10-31,55507.0,31240,경기도 화성시,경기BIS
GGB233001799,궁평항,37.1149833,126.6837833,2025-10-31,37837.0,31240,경기도 화성시,경기BIS
GGB233001800,화수농원,37.1099333,126.7984167,2025-10-31,37826.0,31240,경기도 화성시,경기BIS
GGB233001801,화수2리입구,37.1084833,126.7937167,2025-10-31,37827.0,31240,경기도 화성시,경기BIS
GGB233001802,화수3리입구,37.1089,126.7915333,2025-10-31,37828.0,31240,경기도 화성시,경기BIS
GGB233001803,화수3리노인회관,37.1062167,126.7890833,2025-10-31,37829.0,31240,경기도 화성시,경기BIS
GGB233001804,화수3리입구,37.1088667,126.7915667,2025-10-31,37830.0,31240,경기도 화성시,경기BIS
GGB233001805,화수2리입구,37.1084333,126.7937,2025-10-31,37831.0,31240,경기도 화성시,경기BIS
GGB233001806,화수농원앞,37.1098667,126.7984167,2025-10-31,37832.0,31240,경기도 화성시,경기BIS
GGB233001807,장안9리,37.05655,126.8689,2025-10-31,37819.0,31240,경기도 화성시,경기BIS
GGB233001808,장안7리,37.0499833,126.8669333,2025-10-31,37820.0,31240,경기도 화성시,경기BIS
GGB233001809,장안6리,37.0512667,126.8598333,2025-10-31,37821.0,31240,경기도 화성시,경기BIS
GGB233001810,장안6리노인회관,37.0513667,126.8575667,2025-10-31,37822.0,31240,경기도 화성시,경기BIS
GGB233001811,제부도유원지,37.1742167,126.65605,2025-10-31,60064.0,31240,경기도 화성시,경기BIS
GGB233001812,농심물류센터,37.1364333,126.9556833,2025-10-31,37833.0,31240,경기도 화성시,경기BIS
GGB233001813,신리천리베라마을,37.1858,127.10235,2025-10-31,55508.0,31240,경기도 화성시,경기BIS
GGB233001814,멱우2리회관앞,37.1025333,126.8211,2025-10-31,37845.0,31240,경기도 화성시,경기BIS
GGB233001816,어은삼거리,37.08555,126.8265667,2025-10-31,37792.0,31240,경기도 화성시,경기BIS
GGB233001817,이마트.한림대병원,37.2153167,127.0791333,2025-10-31,37879.0,31240,경기도 화성시,경기BIS
GGB233001818,신리앞,37.1631333,126.9774,2025-10-31,37859.0,31240,경기도 화성시,경기BIS
GGB233003071,가시리마을,37.24065,126.8025833,2025-10-31,36548.0,31240,경기도 화성시,경기BIS
GGB233003072,들고개,37.2322333,126.8043333,2025-10-31,36553.0,31240,경기도 화성시,경기BIS
GGB233003073,들고개,37.2322,126.8042167,2025-10-31,36552.0,31240,경기도 화성시,경기BIS
GGB233003074,문호1리,37.2629833,126.8034,2025-10-31,36538.0,31240,경기도 화성시,경기BIS
GGB233003075,문호1리,37.2628167,126.8035167,2025-10-31,36539.0,31240,경기도 화성시,경기BIS
GGB233003076,송림동입구,37.21745,126.81995,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003077,송림동입구,37.2167333,126.8197167,2025-10-31,0.0,31240,경기도 화성시,경기BIS
GGB233003078,수화1리,37.2535,126.8164833,2025-10-31,36520.0,31240,경기도 화성시,경기BIS
GGB233003079,수화리,37.2572833,126.8177333,2025-10-31,36522.0,31240,경기도 화성시,경기BIS
GGB233003080,수화2리.양철이,37.2481833,126.8183167,2025-10-31,36516.0,31240,경기도 화성시,경기BIS
GGB233003081,음실골,37.20945,126.8040667,2025-10-31,60036.0,31240,경기도 화성시,경기BIS
GGB233003082,양노3리,37.2267667,126.8577167,2025-10-31,55393.0,31240,경기도 화성시,경기BIS
GGB233003084,동탄역(서측),37.1995833,127.0960833,2025-10-31,55398.0,31240,경기도 화성시,경기BIS
GGB233003085,동탄역(동측),37.19985,127.0962833,2025-10-31,55399.0,31240,경기도 화성시,경기BIS
GGB233003086,황구지천.송산교앞,37.2055167,127.0246167,2025-10-31,55413.0,31240,경기도 화성시,경기BIS
GGB233003087,황구지천.송산교앞,37.2057833,127.0246833,2025-10-31,55414.0,31240,경기도 화성시,경기BIS
GGB233003088,병점성호플레르빌,37.2007833,127.0234333,2025-10-31,55415.0,31240,경기도 화성시,경기BIS
GGB233003089,병점성호플레르빌,37.2009333,127.02365,2025-10-31,55416.0,31240,경기도 화성시,경기BIS
GGB233003090,대광빌라,37.1993,127.0233,2025-10-31,55417.0,31240,경기도 화성시,경기BIS
GGB233003091,대광빌라,37.1992,127.0234167,2025-10-31,55418.0,31240,경기도 화성시,경기BIS
GGB233003092,우미린2차.호수부영3차,37.1713,127.10645,2025-10-31,55419.0,31240,경기도 화성시,경기BIS
GGB233003093,호수부영3차.우미린2차,37.1716333,127.1069333,2025-10-31,55420.0,31240,경기도 화성시,경기BIS
GGB233003094,송라리,37.2818667,126.9083,2025-10-31,55421.0,31240,경기도 화성시,경기BIS
GGB233003095,추모공원,37.1991833,126.8825167,2025-10-31,55422.0,31240,경기도 화성시,경기BIS
GGB233003096,추모공원,37.1992833,126.8824833,2025-10-31,55423.0,31240,경기도 화성시,경기BIS
GGB233003097,효행초.한신더휴에듀파크,37.2157,126.9656333,2025-10-31,55424.0,31240,경기도 화성시,경기BIS
GGB233003098,효행초.한신더휴에듀파크,37.2161167,126.96705,2025-10-31,55425.0,31240,경기도 화성시,경기BIS
GGB233003099,바이오단지입구,37.1723,126.77375,2025-10-31,55426.0,31240,경기도 화성시,경기BIS
GGB233003104,송화초교.양우내안애,37.2012167,127.0400167,2025-10-31,55431.0,31240,경기도 화성시,경기BIS
GGB233003105,용수말,37.17165,126.9994333,2025-10-31,55432.0,31240,경기도 화성시,경기BIS
GGB233003106,남양뉴타운1단지,37.2084833,126.8331667,2025-10-31,55433.0,31240,경기도 화성시,경기BIS
GGB233003107,남양뉴타운4단지,37.2105833,126.8324833,2025-10-31,55434.0,31240,경기도 화성시,경기BIS
GGB233003108,남양동광뷰엘,37.2085,126.82995,2025-10-31,55435.0,31240,경기도 화성시,경기BIS
GGB233003109,남양동광뷰엘,37.20875,126.8300833,2025-10-31,55436.0,31240,경기도 화성시,경기BIS
GGB233003110,남양고,37.2057333,126.82565,2025-10-31,55437.0,31240,경기도 화성시,경기BIS
GGB233003112,삼지전자,37.1668333,127.07855,2025-10-31,55459.0,31240,경기도 화성시,경기BIS
GGB233003113,삼지전자,37.1669167,127.0786667,2025-10-31,55460.0,31240,경기도 화성시,경기BIS
GGB233003114,매향3리선착장,37.0742167,126.7332,2025-10-31,36991.0,31240,경기도 화성시,경기BIS
GGB233003115,매향3리선착장,37.0739833,126.7329,2025-10-31,36992.0,31240,경기도 화성시,경기BIS
GGB233003116,구름교차로,37.1940833,126.6709,2025-10-31,37893.0,31240,경기도 화성시,경기BIS
GGB233003117,구름교차로,37.19365,126.6723667,2025-10-31,37595.0,31240,경기도 화성시,경기BIS
GGB233003118,서신중학교후문,37.1699,126.70175,2025-10-31,55514.0,31240,경기도 화성시,경기BIS
GGB233003119,서신중학교후문,37.1699667,126.7018,2025-10-31,55515.0,31240,경기도 화성시,경기BIS
GGB233003120,반도유보라6차,37.2048667,127.09085,2025-10-31,55516.0,31240,경기도 화성시,경기BIS
GGB233003121,반도유보라6차,37.2045833,127.091,2025-10-31,55517.0,31240,경기도 화성시,경기BIS
GGB233003122,동탄2차고지,37.1554,127.10165,2025-10-31,55518.0,31240,경기도 화성시,경기BIS
GGB233003123,동탄2차고지,37.1555167,127.1012667,2025-10-31,55519.0,31240,경기도 화성시,경기BIS
GGB233003124,동탄테크노밸리,37.21245,127.0995167,2025-10-31,55520.0,31240,경기도 화성시,경기BIS
GGB233003125,동탄테크노밸리,37.2122833,127.0988333,2025-10-31,55521.0,31240,경기도 화성시,경기BIS
GGB233003126,아이원.호수자이파밀리에,37.1611167,127.10485,2025-10-31,55522.0,31240,경기도 화성시,경기BIS
GGB233003127,금호어울림.계룡리슈빌,37.1639,127.1068833,2025-10-31,55523.0,31240,경기도 화성시,경기BIS
GGB233003128,동탄호수공원.부영4차,37.1668,127.10695,2025-10-31,55524.0,31240,경기도 화성시,경기BIS
GGB233003129,호반6차,37.1572333,127.1125167,2025-10-31,55525.0,31240,경기도 화성시,경기BIS
GGB233003130,롯데캐슬.제일풍경채,37.1579167,127.1089,2025-10-31,55526.0,31240,경기도 화성시,경기BIS
GGB233003131,호수자이파밀리에,37.1592167,127.1060333,2025-10-31,55527.0,31240,경기도 화성시,경기BIS
GGB233003132,호수자이파밀리에.아이원,37.1607667,127.1051,2025-10-31,55528.0,31240,경기도 화성시,경기BIS
GGB233003133,레이크반도9차,37.1619,127.1161167,2025-10-31,55529.0,31240,경기도 화성시,경기BIS
