ars,emd_cd,sttn_nm
37285,4159134024,해병대보급중대
37286,4159125339,화성문화원.향남환승터미널
37287,4159125339,향남환승터미널
37288,4159125339,향남읍행정복지센터
37289,4159125339,향남읍행정복지센터
37290,4159331022,51사단
37291,4159331022,51사단
37292,4159331025,야목역
37294,4159134024,가재3리입구.가재4리
37295,4159331022,원평
37296,4159134024,가재3리.가재3리입구
37297,4159332021,천산아파트
37298,4159331022,매송초등학교
37299,4159331022,원평
37300,4159125329,백토사거리
37301,4159134024,가재3리.덕우공단입구
37302,4159134024,가재3리.덕우공단입구
37303,4159125339,한국아델리움.풍림아이원
37304,4159331022,전승아파트
37305,4159331022,전승아파트
37306,4159125326,양석골
37307,4159125327,양석골
37309,4159331021,일광사
37310,4159125338,관리고개
37311,4159125337,관리고개
37312,4159331021,천천리
37313,4159331021,천천리
37314,4159125328,상두1리
37315,4159125328,상두1리
37316,4159331021,천천리입구
37317,4159125336,관리입구
37318,4159125336,관리입구
37319,4159125328,상두2리
37320,4159125328,상두2리
37321,4159331021,천천리입구
37322,4159125336,동오사거리
37323,4159125336,동오사거리
37324,4159331021,삼미.쌍용아파트
37325,4159331021,삼미.쌍용아파트
37326,4159125336,동오리
37327,4159125336,동오리
37328,4159125336,아시아자동차
37329,4159125336,아시아자동차
37330,4159125335,송곡리
37331,4159125335,송곡리
37332,4159125335,길성리
37333,4159125335,길성리
37334,4159125335,갈천리
37335,4159125335,갈천리
37336,4159125334,증거리입구
37337,4159125334,증거리입구
37338,4159125329,백토사거리
37339,4159125333,갈천초등학교
37340,4159136024,배밭
37341,4159136024,배밭
37342,4159125333,갈천다리
37343,4159125333,갈천다리
37344,4159125326,제약단지.하길리입구
37345,4159136024,송산리입구.부처내고개
37346,4159136024,송산리입구.부처내고개
37347,4159125332,수직리
37348,4159125332,수직리
37349,4159136024,삼거리.원슈퍼.원마트
37350,4159136024,원슈퍼.삼거리
37351,4159136024,부처내
37352,4159510200,신한에스빌아파트
37353,4159310200,기안1통입구
37354,4159310200,기안1통입구
37355,4159134027,노하3리.장나루
37356,4159134027,노하3리.장나루
37357,4159133021,전곡삼거리마트
37358,4159125323,독립운동기념관
37359,4159133021,전곡1리마을회관
37360,4159134034,한국폴리텍대학
37361,4159134034,한국폴리텍대학
37363,4159132035,칠곡리
37364,4159132035,칠곡리
37368,4159125329,화리현리입구
37369,4159132021,육일리.육교동입구
37370,4159132021,육일리.육교동입구
37371,4159133021,전곡2리마을회관.운천동
37372,4159133021,전곡2리마을회관.운천동
37373,4159510100,주공11단지후문
37375,4159125326,제약단지.하길리입구
37376,4159125330,길성리
37377,4159136022,사창2리.요골
37378,4159125331,요리공단
37379,4159125331,요리공단
37380,4159125331,요꼴마을회관
37381,4159125339,백토2리
37382,4159125329,백토1리
37383,4159125329,백토1리
37384,4159325023,천천IC교차로
37385,4159325023,천천IC교차로
37387,4159333034,망월리.전경부대
37388,4159125030,노루물입구
37389,4159135021,장안초등학교
37391,4159125031,화산2리마을회관
37393,4159134021,수련개
37396,4159135021,어은1리
37397,4159125032,조암8리
37398,4159133022,상안리삼거리
37399,4159133030,해운경로당
37400,4159132030,마산1리
37401,4159132025,고정1리.큰한뿌리
37402,4159134026,율암1리
37403,4159711100,한원IC
37404,4159125021,원안2리
37405,4159125325,제약공단후문.구문천1리입구
37406,4159125324,화성상신도시숲
37407,4159125324,상신8리
37413,4159134034,고주리.동방산업단지
37414,4159125027,주곡2리입구
37415,4159125027,주곡1리마을회관
37416,4159135022,석포6리입구
37419,4159135022,석포6리(마파지)
37420,4159135022,석포6리입구
37421,4159135022,석포1리.한절
37422,4159135022,석포1리.돌서지
37423,4159134031,석포1리입구
37424,4159135022,석포삼거리
37427,4159125622,안석2리
37428,4159125322,우림아파트.화성노인회관
37429,4159135029,사곡2리
37430,4159135030,노진리
37431,4159135029,사곡사거리
37433,4159125030,양지편
37434,4159135029,사곡1리
37436,4159135030,노진5리
37437,4159134032,월문초등학교
37438,4159135022,석포2리
37439,4159125027,금의2리
37440,4159125026,만세길방문자센터.화수2리
37441,4159135022,석포3리
37442,4159135022,석포초등학교
37443,4159134031,서근리
37444,4159134032,월문초등학교
37445,4159135022,석포5리마을회관앞
37446,4159134027,정미소앞
37447,4159125027,주곡1리마을회관
37448,4159125023,뒷말
37449,4159125027,문화마을
37450,4159125026,호곡리
37451,4159125022,호곡1리
37452,4159125023,운평2리
37453,4159135021,어은1리
37454,4159135023,수촌3리
37455,4159132035,모즐저수지입구
37456,4159135023,수촌1리
37457,4159125325,구문천3리
37458,4159125325,구문천1리진입로
37459,4159125325,구문천1리진입로
37460,4159125325,발안산업단지
37461,4159125325,발안산업단지
37462,4159510100,태안119안전센터
37463,4159125327,화리현리
37464,4159125339,발안초등학교
37465,4159125329,백토1리
37466,4159510500,행림마을.삼성래미안
37467,4159125324,제약공단사원아파트앞
37468,4159125324,향남제약공단앞
37469,4159125326,구문천리
37470,4159125324,상신6리
37471,4159133022,당성(상안리).한국발효
37472,4159331025,매송휴먼시아
37473,4159134025,구장사거리.공구상가
37474,4159125031,화산삼거리
37475,4159125031,화산1리입구
37476,4159125030,기아후문입구
37477,4159125031,석천2리입구
37478,4159135029,사곡1리
37479,4159135025,장안6리
37480,4159325024,신동아파밀리에
37481,4159125032,조암시장남쪽입구
37482,4159133030,궁평교회
37483,4159333030,귀래리
37484,4159710500,센트럴푸르지오.반도유보라
37486,4159125032,조암4리앞
37487,4159125023,운평2리
37488,4159510300,능동고등학교
37490,4159132021,사강2리
37491,4159125026,화수사거리
37492,4159125022,호곡2리
37494,4159125025,멱우2리부대앞
37496,4159125032,우정읍사무소입구
37497,4159125032,삼괴중고등학교
37498,4159125028,이화리종점
37499,4159125028,이화리종점
37501,4159125627,무송2통.술현
37502,4159134021,하저리마을회관
37508,4159711100,장지동
37509,4159711100,한국제지
37510,4159710200,솔빛마을상가
37511,4159133021,전곡2리
37512,4159133021,전곡2리.산업단지
37514,4159135026,덕다2리앞
37515,4159134021,수련개
37516,4159510300,우남퍼스트빌
37517,4159125329,백토2리
37519,4159134027,노하3리
37520,4159134026,율암1리
37524,4159135029,산호아파트
37526,4159134031,석포삼거리
37527,4159125025,멱우1리
37528,4159333029,계양리(마을회관)
37529,4159325025,와우농협앞
37530,4159333027,문학4리.마을회관앞
37531,4159131025,청원산단로
37532,4159134026,율암3리.밤듸
37533,4159710200,개나리공원
37535,4159135025,장안4리(고잔)종점
37536,4159135025,장안8리
37538,4159135028,주곡1리입구
37539,4159132035,양지말입구
37543,4159125021,원안2리
37544,4159125021,원안3리
37545,4159125339,백토리상공회의소
37546,4159125327,화리현리
37547,4159134027,노하3리.백미정
37548,4159510400,참누리아파트.기산중학교
37549,4159710600,퍼스트파크.이지더원
37550,4159710600,상록.경남아파트.이주택지
37551,4159710500,반도1차.모아아파트
37552,4159131025,청원산단로
37553,4159710200,노작마을.한화우림
37554,4159710200,월드반도.노작마을
37555,4159710200,노작마을
37556,4159132034,육일리교차로
37557,4159132034,육일리교차로
37559,4159125327,수리재
37560,4159132024,용포1리
37561,4159331025,야목역
37562,4159131026,구리섬앞
37563,4159133023,광평삼거리
37564,4159133023,광평삼거리
37565,4159331023,어천역
37566,4159331023,어천역
37567,4159125621,기업은행
37568,4159333032,덕절리
37569,4159125331,요리
37570,4159333029,계향2리
37571,4159333029,계향2리
37572,4159333024,괘랑3리
37573,4159325025,북촌말앞
37574,4159510300,능리교차로
37575,4159332027,청요사거리
37576,4159332028,청요사거리
37578,4159133023,목성머리
37579,4159133023,광평주유소
37582,4159710600,포레너스아파트
37583,4159710600,동탄2LH4단지
37584,4159710200,새강마을.화성동탄중앙도서관
37585,4159710200,새강주공휴먼시아
37586,4159710200,탄요유적공원
37587,4159710300,예당마을.롯데캐슬(중)
37589,4159710200,센트럴파크뷰아파트(중)
37590,4159710200,센트럴파크뷰아파트(중)
37591,4159510200,정든공원
37592,4159510500,반월1통.반월삼거리
37593,4159135021,어은삼거리
37594,4159135021,어은삼거리
37596,4159136025,솔안
37597,4159711400,금곡동
37598,4159711400,DS.LCD
37599,4159331025,야목리
37600,4159325022,덕고개34
37602,4159132024,용포2리
37603,4159136024,쌍정2리
37605,4159333039,용수리
37606,4159333027,외골
37607,4159125025,멱우1리
37608,4159132026,쌍정2리.잿말
37609,4159132026,쌍정2리.잿말
37611,4159332023,유포2리
37612,4159332025,구포3리.쌍학리
37613,4159135024,농업기술센터
37614,4159331025,야목역
37615,4159710200,솔빛마을.신도브래뉴
37616,4159710200,노작마을.한화우림
37617,4159125337,하늘가장례식장
37618,4159136022,사창2리.요골
37619,4159135025,장안8리
37620,4159332026,쌍학리.구포3리
37622,4159125027,경신공업사
37623,4159125323,제암리입구
37624,4159134034,고주리.동방산업단지
37625,4159125321,발안사거리.평리
37626,4159134034,제암리입구
37627,4159125027,경신공업사
37634,4159135028,파카.3M
37635,4159133027,홍법리
37637,4159135028,노루오토코팅
37638,4159325023,수영리검사소
37639,4159325031,마하리
37640,4159325031,마하리앞
37641,4159333026,정승마을앞
37642,4159333026,정승마을앞
37644,4159333026,백2리앞
37645,4159333026,백1리
37646,4159333025,오일리
37650,4159333027,문학4리
37651,4159125336,동오리종점
37652,4159333027,동오첨단산업단지
37653,4159333027,동오첨단산업단지
37654,4159711000,서희스타힐스.단독주택
37657,4159510200,대창그린아파트
37658,4159711500,린스트라우스.한화
37659,4159711500,동탄2신도시홍보관
37660,4159711500,동탄2신도시홍보관
37661,4159710200,반석초등학교
37662,4159710200,동탄2동행정복지센터
37663,4159710500,우남퍼스트빌.자이
37664,4159710200,동탄홈플러스.다은마을삼성래미안
37666,4159710200,롯데캐슬.복합문화센터
37668,4159131025,바이오단지입구
37669,4159710200,반송고등학교
37670,4159133030,마루뜰
37671,4159710200,동탄2동행정복지센터
37672,4159710600,치동초등학교
37673,4159710200,포스코정문앞
37674,4159710600,한백고등학교
37675,4159325021,상봉초등학교
37676,4159125628,남양석산
37677,4159325024,동화휴먼시아6단지
37678,4159325024,동화중학교.동화초등학교
37679,4159325024,동화휴먼시아2단지
37680,4159325024,동화마을1단지.화성고용센터
37681,4159325021,동문아파트.협성대학교.봉담중고교
37682,4159710900,동원로얄듀크2차.목동초
37683,4159510200,구봉산근린공원
37684,4159710300,동탄이마트.한림대병원
37685,4159510200,구봉산근린공원
37686,4159325024,동화초중교
37688,4159325024,봉담택지지구
37689,4159125339,백토리상공회의소
37690,4159333027,정남농촌체험학교
37691,4159510300,능동주공단지
37692,4159710300,동탄이마트.한림대병원
37693,4159710200,다은마을(중)
37694,4159710200,동탄1동행정복지센터.헌혈의집
37695,4159710300,신일유토빌정문
37696,4159711000,레이크파크뷰
37697,4159710200,월드반도
37698,4159710200,솔빛동탄경남아너스빌
37699,4159710200,육탄10용사기념공원
37700,4159710200,라마다호텔
37701,4159710200,육탄10용사기념공원
37702,4159510600,반정동
37703,4159710200,센트럴파크
37704,4159510200,병점고등학교
37705,4159510300,리체더포레스트
37706,4159710200,주공휴먼시아후문
37707,4159710200,한화꿈에그린
37708,4159710200,주공휴먼시아후문
37709,4159510300,쌍용상록아파트
37710,4159510200,에듀포레
37711,4159710300,예당예원초
37712,4159710300,전하리교회.우미제일
37714,4159510300,모아포스코아파트
37716,4159125327,수리재
37717,4159510300,신일해피트리아파트
37718,4159510300,두산신일아파트
37719,4159510300,모아포스코아파트
37720,4159510300,두산신일아파트
37721,4159710200,새강주공휴먼시아
37722,4159510500,반월2통
37723,4159125336,유진레미콘
37724,4159711000,레이크파크뷰
37725,4159510100,색종이어린이공원
37726,4159510300,모아미래도2단지
37727,4159510300,리체더포레스트
37728,4159510200,병점고등학교
37729,4159332025,구포리입구
37730,4159510300,미즈파크병원
37731,4159333026,백리앞
37732,4159510300,모아미래도1단지
37733,4159710200,메타폴리스
37734,4159510300,한마음초교.광명메이루즈
37735,4159333026,백리앞
37736,4159510300,미즈파크병원
37737,4159710200,한화꿈에그린아파트
37738,4159510200,한신아파트
37739,4159510200,센트럴허브시티
37740,4159510300,자연앤아너스빌.한마음초교
37741,4159710200,금호어울림
37742,4159710200,센트럴파크
37743,4159710300,예당마을
37744,4159510300,능동주공단지
37745,4159710200,나루마을.한화꿈에그린2차
37746,4159510200,주공5단지
37747,4159710200,현대아이파크
37748,4159710200,신도브레뉴아파트
37749,4159710200,동탄1동행정복지센터.헌혈의집
37750,4159125032,조암한라비발디
37751,4159125622,화성서부경찰서
37752,4159131024,마도산업단지
37753,4159131024,마도교차로
37754,4159332028,자안리
37755,4159332021,과학화예비군훈련장앞
37756,4159325024,화성고용센터
37758,4159710300,예당예원초
37759,4159125325,발안공단로4길교차로
37760,4159710300,우미제일.전하리교회
37761,4159134022,창곡3리
37762,4159325024,동화휴먼시아6단지
37763,4159325021,상봉초등학교
37764,4159325021,동문아파트.협성대학교.봉담중고교
37765,4159325024,중심상가.화성고용센터
37766,4159134022,창곡3리.독골
37767,4159125621,현대아파트
37768,4159131024,마도산업단지
37769,4159133025,화남산단삼거리
37770,4159125325,발안공단로4길교차로
37771,4159125621,현대아파트
37772,4159134022,창곡2리교회앞
37773,4159325024,동화휴먼시아3.4단지.봉담우체국
37774,4159125621,남양중고입구.기아남양점
37776,4159125628,북양1리
37779,4159125326,하길1리
37780,4159133021,전곡삼거리마트
37782,4159133021,전곡삼거리
37783,4159133024,숲풀안앞
37784,4159133024,숲풀안앞
37785,4159125326,하길1리
37786,4159125336,유진레미콘
37787,4159510300,능동마을입구
37789,4159510300,모아미래도1단지
37790,4159125331,요리윗말입구
37791,4159135024,위닉스
37792,4159135021,어은삼거리
37793,4159135024,위닉스
37794,4159136021,양감면행정복지센터
37795,4159510200,주공6단지입구
37798,4159710300,롯데케슬정문
37799,4159510200,주공6단지
37800,4159135021,어은1리한양빌라앞
37801,4159510300,능동중학교
37802,4159510300,능동중학교
37803,4159510300,능동초등학교
37804,4159510300,능동초등학교
37807,4159510300,상록예가
37809,4159125341,장짐교차로.축산농협
37810,4159125324,상신초교입구
37811,4159125325,외국인복지센터
37812,4159125325,구문천공원
37814,4159125325,구문천5리(회차)
37817,4159125325,구문천공원
37818,4159125325,메탈산업단지
37820,4159135025,장안7리
37821,4159135025,장안6리
37822,4159135025,장안6리노인회관
37823,4159135025,장명초교입구
37829,4159125026,화수3리노인회관
37830,4159125026,화수3리입구
37833,4159125336,농심물류센터
37834,4159125031,장자터
37836,4159125030,매향3리회센터
37837,4159133030,궁평항
37838,4159125030,매향3리.가로지입구
37839,4159135029,장자터
37840,4159135023,발안식염온천
37841,4159135024,독정4리
37844,4159135028,금의1리복지회관
37845,4159125025,멱우2리회관앞
37846,4159710300,대우푸르지오.예당고등학교
37847,4159710300,동탄보건지소.우체국
37848,4159710200,우림필유
37849,4159710200,동탄고.동탄청소년문화의집
37850,4159510300,동탄고등학교
37851,4159710200,서해그랑블아파트
37852,4159710200,복합문화센터
37853,4159710300,동탄보건지소.우체국
37854,4159710300,대우푸르지오.예당고등학교
37855,4159136021,신왕리
37856,4159136021,양감초등학교.중학교
37858,4159136021,신왕2리마을회관
37859,4159333028,신리앞
37860,4159125336,효원납골공원
37861,4159125336,동오리종점
37862,4159333028,신리앞
37863,4159510300,자연앤데시앙
37864,4159710300,한림대병원(중)
37865,4159325021,봉담도서관.봉담읍행정복지센터
37866,4159133025,화남산단삼거리
37867,4159136026,요당3리
37868,4159136026,마을안삼거리
37869,4159125326,제약공단후문
37870,4159133021,봉화산입구
37872,4159331025,야목역
37874,4159332025,구포리입구
37875,4159125324,상신리
37876,4159125324,상신리
37878,4159333028,신리주유소앞
37879,4159710300,이마트.한림대병원
37881,4159325024,동일하이빌.화성고용센터
37882,4159325024,주공6단지
37883,4159325024,봉담중.고등학교
37884,4159132031,고포1리
37886,4159310200,기안2통.우방메가시티아파트
37887,4159710200,반송초중교
37888,4159710200,반송초중교
37889,4159710200,나루고등학교
37890,4159710200,나루고등학교
37891,4159710200,동양파라곤
37892,4159710200,동양파라곤
37893,4159133021,구름교차로
37895,4159125339,대방노블랜드.풍림아이원
37896,4159125339,향남중고등학교
37897,4159125339,한일베라체.행정초교
37898,4159125339,에일린의뜰.휴먼시아6단지
37899,4159125339,신명스카이뷰.휴먼시아5단지
37900,4159125339,신명스카이뷰.우미린
37901,4159125339,우미린아파트.향일고
37902,4159125339,향남지웰2차아파트
37903,4159125339,화성소방서.향남홈플러스
37904,4159134024,가재4리
37905,4159125341,신성미소지움아파트
37906,4159125341,신성미소지움아파트
37907,4159325023,수영오거리.수영지구
37908,4159325023,수영오거리.수영지구
37909,4159325023,수영초.우방아이유쉘1단지
37910,4159325023,수영초등학교
37911,4159325023,신창아파트
37912,4159125321,발안삼거리
37914,4159333032,덕절리
37918,4159135024,스마트밸리
37920,4159510300,능동마을입구
37921,4159133021,전곡항.서해랑케이블카
37923,4159133021,전곡1리마을회관
37924,4159133021,전곡삼거리
37925,4159133025,제부해수탕
37926,4159133024,장외리
37927,4159133023,느티나무앞
37928,4159133023,느티나무앞
37929,4159133024,장외리.오리골
37930,4159133024,장외리
37932,4159133021,전곡항.서해랑케이블카
37933,4159510200,유앤아이.화성시청소년수련관
37934,4159135024,독정리.큰마을
37935,4159510200,유앤아이.화성시청소년수련관
37937,4159133023,광평리.고래몰
37939,4159133023,광평리.고래몰
37940,4159125321,KEB하나은행발안지점
37941,4159125322,발안주공아파트
37942,4159135024,독정리.큰마을
37943,4159510300,자연앤아너스빌
37948,4159125623,창덕1통.잡재기
37949,4159332027,청요2리입구
37951,4159510300,숲속자연앤
37952,4159710200,숲속자연앤
37953,4159510300,모아미래도
37954,4159710300,IT단지(중)
37955,4159125336,농심물류센터
37956,4159125324,상신3리.검정골(좌회전전용)
37957,4159125339,상록하늘채
37958,4159125339,대방노블랜드
37959,4159133028,서신초등학교
37960,4159133028,서신초등학교
37961,4159136026,요당2리
37963,4159136025,용소2리
37964,4159136026,요당2리
37965,4159711500,신미주아파트
37966,4159325027,효행구청.분천리
37967,4159325021,장안대후문
37968,4159125032,조암한라비발디
37969,4159325021,협성대학교정문
37970,4159325024,동화중학교
37971,4159325021,봉담읍행정복지센터.봉담도서관
37972,4159325027,분천리.효행구청
37973,4159125623,현대기아연구소
37974,4159510300,모아미래도.자연앤
37975,4159510300,모아미래도.자연앤
37976,4159510300,푸른마을.두산위브
37977,4159510300,푸른마을.두산위브
37978,4159125339,신영지웰아파트
37983,4159510100,주공12단지
37984,4159510100,진안중앙교회
37985,4159510100,화남아파트
37986,4159510100,원룸단지앞
37987,4159136021,양감초중교
37988,4159710200,신일유토빌
37989,4159325023,봉담우방아이유쉘2단지
37990,4159125339,향남중고등학교
37991,4159125339,화성소방서.향남홈플러스
37992,4159125339,향남지웰2차아파트
37993,4159125339,에일린의뜰.휴먼시아6단지
37994,4159125339,신명스카이뷰
37995,4159125339,우미린아파트.향일고
37996,4159125339,신명스카이뷰.휴먼시아5단지
37998,4159125339,한일베라채
37999,4159125339,신영지웰아파트
55001,4159325024,동화휴먼시아2단지
55003,4159134025,구장사거리앞
55004,4159134022,창곡주유소앞
55005,4159134022,우렁골입구
55006,4159134022,자재이골입구
55007,4159134022,언창공단
55008,4159134030,덕우리.구운말
55009,4159510400,기산삼거리
55010,4159510400,기산삼거리
55011,4159510400,SK뷰2차아파트
55012,4159134025,구장사거리앞
55013,4159134022,창곡2리교회앞
55014,4159510200,신미주
55015,4159510400,SK뷰2차아파트
55016,4159510400,밀알교회
55017,4159134030,안덕우리
55018,4159134022,언창공단
55019,4159134022,창곡주유소앞
55020,4159510300,경남아너스빌
55021,4159510300,이지더원
55022,4159510300,동탄3동행정복지센터
55023,4159510300,크리스찬교회
55025,4159325035,화성그린환경센터
55026,4159134023,전원마을
55027,4159710900,힐스테이트동탄
55028,4159325021,이편한세상신봉담
55029,4159510600,반정리
55030,4159710600,늘봄초교.파크푸르지오
55031,4159510200,병점역.화성청년지원센터
55032,4159510600,반정리
55034,4159510100,병점역.화성청년지원센터
55035,4159510200,효성해링턴플레이스
55036,4159710600,늘봄초교.중흥더테라스
55037,4159510200,홈플러스
55038,4159510100,미득골마을
55039,4159134023,기천1리입구
55040,4159325024,동화휴먼시아5단지
55041,4159325024,임광그대가3단지
55042,4159325025,임광그대가3단지
55045,4159125339,도이초교.역사박물관
55049,4159325035,화성그린환경센터
55051,4159125339,한일베라체.화성파크드림
55053,4159125339,화성파크드림.한일베라체
55054,4159325024,동일하이빌.상봉초등학교
55055,4159325021,봉담호수공원.신협앞
55056,4159125622,화성시청역
55057,4159125326,향남부영11단지정문
55058,4159125622,신남3리
55059,4159125622,신남1리
55061,4159125624,신남3통
55062,4159325024,동화휴먼시아1단지.상봉초등학교
55064,4159125032,삼괴중고교
55065,4159125032,우정읍행정복지센터
55066,4159125032,우정읍행정복지센터
55067,4159125032,삼괴중고교
55068,4159333027,정남농촌체험학교
55069,4159136026,요당3리
55070,4159710600,지산마을
55071,4159136026,구문천리.돌래
55072,4159125325,구문천리.돌래
55073,4159125326,하길4리입구
55074,4159125325,하길4리입구
55075,4159125324,향남제약공단입구
55077,4159125032,조암시장
55078,4159135022,석포6리입구
55079,4159125339,화성종합경기타운사거리
55080,4159125339,신영지웰
55081,4159125339,단독주택단지
55082,4159125321,향남역.휴먼시아5.6블럭
55083,4159125338,화성종합운동장
55084,4159125339,에일린의뜰
55085,4159125339,단독주택단지
55086,4159510200,신한에스빌아파트앞
55087,4159332021,양노리
55088,4159710200,잎새지하차도
55089,4159711300,산척리
55090,4159711300,산척리
55091,4159711300,DM디스플레이
55092,4159711300,DM디스플레이
55093,4159125622,화성서부경찰서
55094,4159333028,정남행정복합센터
55095,4159125339,화성종합경기타운사거리
55096,4159131026,슬항3리
55097,4159333028,정남행정복합센터
55098,4159125338,만세구청.화성종합경기타운
55100,4159510300,한마음초교.광명메이루즈
55101,4159510300,나래울
55102,4159510300,나래울
55103,4159711300,한국지역난방공사
55104,4159125627,그린빌라.롤링힐스
55105,4159125627,그린빌라.롤링힐스
55106,4159331023,어천저수지
55107,4159331023,어천저수지
55108,4159125626,현대기아연구소
55109,4159125626,현대기아연구소
55110,4159125626,온석2리앞
55111,4159125626,온석2리앞
55112,4159125626,온석리입구
55113,4159125626,온석리입구
55114,4159125341,장짐삼거리앞
55115,4159125621,경기수협.보건소
55116,4159125621,경기수협.보건소
55117,4159125627,안장골입구
55118,4159125627,안장골입구
55119,4159134022,창곡1리
55120,4159134022,창곡1리
55121,4159510900,안녕4통.고수문
55122,4159510900,안녕4통.고수문
55123,4159125621,마도할인마트
55124,4159125621,마도할인마트
55125,4159332028,창곡1리입구
55126,4159134022,창곡1리입구
55127,4159125335,송곡리입구
55128,4159125335,송곡리입구
55129,4159125339,한국아델리움.풍림아이원
55130,4159710200,사랑의교회
55131,4159510500,반달마을
55132,4159510500,반달마을
55133,4159134024,가재1리입구.자연샘
55135,4159325024,동화휴먼시아1단지
55136,4159133028,영지
55137,4159133029,백미리입구
55138,4159133031,궁평보건지소
55139,4159325024,국민체육센터
55140,4159325024,국민체육센터
55142,4159125029,석천3리
55143,4159125031,기아2차아파트앞
55144,4159510300,모아미래도2단지
55145,4159510300,한마음초사거리
55146,4159510300,한마음초사거리
55147,4159710200,능동은행사거리.동탄시티병원
55150,4159510300,신일해피트리아파트
55151,4159125339,향남홈플러스
55152,4159125627,무봉천
55155,4159125627,장수터마을
55156,4159125341,장짐삼거리앞
55157,4159135028,주곡1리
55158,4159125021,운평리
55159,4159125021,운평리
55160,4159135021,거문들
55161,4159510900,안녕성당앞
55162,4159510900,남산공단입구
55163,4159510900,힘펠.남산공단
55164,4159510900,청광아파트
55165,4159510900,안녕11통
55166,4159510900,안녕11통
55167,4159510900,월드마트
55168,4159510900,월드마트
55171,4159510900,경기고속차고지
55172,4159132034,육일리마을회관
55173,4159125326,서봉마을19단지
55175,4159134026,하피랜드
55176,4159134026,하피랜드
55177,4159125627,무송그린빌리지
55178,4159125627,무송그린빌리지
55179,4159125621,남양타운
55180,4159125621,남양타운
55181,4159131024,쌍송1리앞
55182,4159131024,쌍송1리앞
55183,4159131024,마도유통상가앞
55184,4159131024,마도유통상가앞
55185,4159131024,쌍송2리앞
55186,4159131024,쌍송2리.산업단지내
55188,4159331022,매송초등학교
55189,4159132031,마산포종점
55190,4159132031,약방앞
55191,4159132031,약방앞
55192,4159132031,고포2리
55193,4159132030,마산2리
55194,4159132031,고포3리
55195,4159132031,고포3리
55196,4159132030,마산초교
55197,4159132030,신흥유원지
55198,4159132030,마산1리
55199,4159132030,마산1리.청촌농원
55200,4159132030,마산1리.청촌농원
55201,4159132030,마산1리마을회관
55202,4159132030,마산1리마을회관
55203,4159132033,중송1리
55204,4159132021,은진화학
55205,4159132021,은진화학
55206,4159132021,송산중학교
55207,4159132021,송산중학교
55208,4159133028,영지
55209,4159133029,백미리입구
55210,4159133031,궁평보건지소
55211,4159133029,백석
55212,4159133028,사곶입구
55214,4159133028,사곶입구
55215,4159133028,서신면행정복지센터
55216,4159133030,마루교차로
55217,4159133030,마루교차로
55218,4159133030,해운경로당
55219,4159136027,대양2리
55220,4159133031,해운교차로
55221,4159133031,해운교차로
55222,4159133029,백석
55223,4159133029,백석로입구
55224,4159133028,서신면행정복지센터
55225,4159133022,상안삼거리
55226,4159332025,비봉교차로
55228,4159510500,반월리
55230,4159510900,청광아파트
55231,4159510100,진안초교
55233,4159510200,에듀포레.신창2차아파트
55234,4159510200,센트럴뷰.병점2동복지센터
55235,4159510100,주공9단지
55236,4159331025,매송휴먼시아후문
55237,4159331025,매송휴먼시아후문
55238,4159125341,장짐삼거리
55239,4159125341,장짐삼거리
55240,4159133028,서신사거리
55241,4159133028,서신사거리
55242,4159711300,장지천
55243,4159711300,장지천
55244,4159325025,효행초등학교정문
55245,4159325025,임광그대가3단지
55246,4159325025,신명아파트
55247,4159325025,임광1.2단지입구
55248,4159131024,쌍송공단입구
55250,4159325025,아이파크정문
55251,4159325025,봉담휴먼빌아파트
55252,4159125339,향남홈플러스
55253,4159510500,삼성반도체후문
55254,4159125628,봉림사입구
55255,4159125628,봉림사입구
55256,4159134025,구장리새터말입구
55257,4159711300,방교동
55258,4159711300,방아다리마을
55259,4159125327,상두리맹산
55261,4159125334,귀래산업단지
55262,4159125334,귀래산업단지
55263,4159131025,청원2리
55265,4159131025,청원공단
55266,4159131025,청원초등학교
55269,4159510200,정든공원.리체더포레스트
55270,4159510900,안녕4통입구
55271,4159510900,안녕3통입구
55272,4159710200,나루고등학교
55273,4159134030,팔탄전자앞
55274,4159134030,화성제일병원
55275,4159134023,기천3리
55276,4159134023,기천3리.키울
55277,4159710200,동탄홈플러스
55278,4159125622,화성시청역
55279,4159510100,롯데시네마
55280,4159510200,안화고등학교
55281,4159510200,안화고등학교
55282,4159125326,향남부영9단지
55283,4159125326,향남부영9단지
55284,4159125326,향남부영10.11단지
55285,4159125326,향남주공1.2단지
55286,4159125326,향남주공1.2단지
55287,4159125326,향남부영3단지
55288,4159125326,향남부영3단지
55289,4159125326,향남부영7.롯데씨네마
55290,4159125326,향남모아8단지
55291,4159510200,롯데시네마
55292,4159710500,시범예미지.영천유치원
55293,4159710600,영천유치원.시범예미지
55294,4159510300,능동지성로사거리
55295,4159510300,성호아파트후문
55296,4159710500,한화.호반.대원
55297,4159710500,롯데캐슬.호반베르디움
55298,4159710500,무봉초
55299,4159710600,무봉초
55300,4159710600,단독주택
55301,4159710600,단독주택
55302,4159710600,치동천힐링마을
55303,4159710500,KCC스위첸
55304,4159710500,호반베르디움
55305,4159710600,이주택지.상록.경남아파트
55306,4159710600,퍼스트파크.이지더원
55307,4159710600,동탄2파출소.농협
55308,4159710600,대방디엠시티.센트럴상록
55309,4159710500,한화꿈에그린
55310,4159710500,한화꿈에그린
