ars,emd_cd,sttn_nm
36301,4159510800,우남블루존.원광병원
36302,4159510800,우남블루존.원광병원
36303,4159333034,망월리
36304,4159510900,신한미지엔아파트앞
36305,4159510900,신한미지엔아파트앞
36306,4159333034,망월리
36307,4159510800,남수원현대아파트
36308,4159510800,남수원현대아파트
36309,4159333033,제기리.양지말
36310,4159333031,제기리.양지말
36311,4159510900,북촌말입구
36312,4159510900,안녕농협삼거리
36313,4159510900,안녕동
36314,4159510900,안녕농협삼거리
36315,4159510900,송산동입구
36316,4159333032,음양1리
36317,4159333032,음양1리
36318,4159510900,송산동입구
36319,4159510600,망포고등학교
36320,4159333036,내리
36321,4159510700,황계동
36322,4159510700,황계동
36323,4159510700,황계동입구
36324,4159333036,내리교회
36326,4159333033,덕절3리
36327,4159510900,동문아파트
36328,4159510800,안용중학교.현충공원
36329,4159333032,덕절3리
36330,4159333036,수면리
36331,4159333036,수면리
36332,4159510600,대황교.활주로
36333,4159510600,대황교.활주로
36334,4159333033,정남산업단지
36335,4159333033,덕절2리
36336,4159510100,진안5통.병점육교
36337,4159510100,진안5통.병점육교
36338,4159510200,병점역후문
36339,4159510100,병점역후문
36340,4159510100,병점입구.화남아파트.병점육교
36341,4159510100,병점입구.병점육교.화남아파트
36342,4159510100,병점구청.병점초등학교
36345,4159510200,병점역사거리
36346,4159132032,지화2리
36347,4159510100,병점화남아파트
36348,4159510200,한일타운아파트
36349,4159510200,한일타운아파트
36350,4159510200,센트럴허브시티.송화초교
36351,4159510200,홈플러스.벌말초교
36352,4159510200,대창그린아파트
36353,4159510200,주공1단지
36354,4159510100,진안동
36355,4159510100,진안동
36356,4159510200,주공1.2단지
36357,4159132034,육일2리.창말
36358,4159510200,우남퍼스트빌3차아파트
36359,4159510200,우남퍼스트빌3차아파트
36360,4159510200,주공1.2단지
36362,4159510300,성호아파트
36364,4159510200,성호아파트
36366,4159510200,우남퍼스트빌
36368,4159711100,진우물류센터
36369,4159510200,에듀포레
36370,4159510100,주공10.11단지
36371,4159510200,주공11단지.우남퍼스트빌2차
36372,4159510200,안화초교.주공8.9단지
36373,4159510200,안화초교.주공8.9단지
36374,4159510100,화산생태.체육공원
36376,4159510200,신창2차아파트
36377,4159510900,정조효공원.LH1단지
36378,4159510700,새터말입구
36379,4159510200,효성해링턴플레이스후문
36380,4159510200,주공8단지
36381,4159510300,우남퍼스트빌
36382,4159510900,LH1단지
36383,4159510200,주공7.8단지
36384,4159710500,그란비아스타
36386,4159510400,신미주아파트.주공6단지
36388,4159510400,SK뷰2차아파트
36389,4159510500,반월2통
36390,4159510300,아너스호텔
36391,4159510600,반정동
36392,4159510500,성지산업
36393,4159510500,신영통현대타운.두산위브
36394,4159125621,샘터교차로
36395,4159510500,삼성전자
36396,4159510500,반월리큰고개
36397,4159510500,삼성반도체
36399,4159510500,반월리큰고개
36400,4159325023,우방아이유쉘1단지
36403,4159510500,반월1통.반월삼거리
36405,4159510500,신동탄롯데캐슬
36406,4159510500,신동탄롯데캐슬
36407,4159325024,봉담읍행정복지센터(좌회전전용)
36408,4159510500,삼성반도체후문
36409,4159711500,센트럴힐즈.금강1차
36410,4159711400,금곡2리
36411,4159711400,산수유
36412,4159711400,금곡2리
36413,4159711400,산수유
36414,4159710300,한림대병원(중)
36416,4159125022,화수1리입구
36417,4159510600,반정아이파크5단지후문
36418,4159510600,반정아이파크5단지정문
36419,4159711400,금곡1리
36420,4159711400,금곡1리
36421,4159711400,대영가든
36422,4159711400,대영가든
36423,4159711400,한증막
36424,4159711400,한증막
36425,4159510600,반정아이파크5단지후문
36426,4159325025,수원대앞(마을)
36427,4159135021,어은1리한양빌라앞
36428,4159510600,반정아이파크4단지정문
36429,4159136022,요꼴
36430,4159125627,금광포란재아파트정문
36431,4159125621,남양뉴타운1단지
36432,4159711500,에일린의뜰아파트
36433,4159125631,장전교차로
36434,4159710600,포레너스아파트
36435,4159125326,하길초등학교
36436,4159711500,롯데캐슬.포스코더샵
36437,4159710600,동탄2LH4단지
36439,4159510500,반월자이더파크
36440,4159132034,육일리마을회관
36441,4159125627,롤링힐스
36442,4159510500,신동탄포레자이.율목초후문
36443,4159136027,신왕리
36444,4159125028,이화1리
36445,4159710500,한화.호반.대원
36446,4159710600,자이.우남퍼스트빌
36447,4159711500,예미지시그너스.우남퍼스트빌
36448,4159710600,반도유보라정문
36449,4159325027,봉담성당앞
36450,4159710600,반도유보라정문
36451,4159134029,지월리
36452,4159710600,경남.반도1차
36453,4159710600,영천초.계룡
36454,4159710600,영천1동
36455,4159710600,영천1동
36456,4159710600,동탄자동차검사소
36458,4159710500,센트럴푸르지오.호반베르디움2차
36459,4159710500,모아.반도1차아파트
36460,4159710500,신안2차.반도4차
36461,4159125028,이화3리입구
36462,4159125028,애덕가정
36463,4159710600,상록.테크노밸리.GS자이
36464,4159125028,이화1리마을회관
36465,4159710500,포스코더샵.롯데캐슬
36466,4159710500,한화.린스트라우스
36467,4159125331,요리중말
36468,4159710500,청목초.신안1차
36469,4159710500,우남퍼스트빌.예미지시그너스
36470,4159710600,동탄2파출소.농협
36471,4159125331,요리중말
36472,4159136025,용소교차로
36477,4159711500,의료시설부지
36479,4159510200,병점중학교
36480,4159711500,공공청사부지
36481,4159333032,황터입구
36482,4159710600,반도유보라후문
36483,4159510900,정조효공원
36484,4159510500,반월체육센터
36485,4159333038,소방서
36487,4159711500,반도3차.금강1차
36488,4159711500,반도3차.금강1차
36489,4159133030,고잔마을
36490,4159132032,지화리
36492,4159133023,상안리
36493,4159711000,나래학교.더샵레이크
36494,4159711200,레이크빌.하우스디더레이크
36496,4159132032,지화1리마을회관
36497,4159132032,지화1리
36498,4159133030,고잔마을
36499,4159710600,일진정공
36500,4159710600,일진정공
