node_id,ars_no,name,lon,lat,in_hwaseong
GGB203000186,4197,이노플랙스,127.060167,37.2622,0
GGB203000187,4198,삼성디지털시티동문,127.059817,37.262117,0
GGB203000194,4118,망포복합체육센터.영통트레센츠아파트,127.049833,37.2368,0
GGB203000198,4119,망포복합체육센터.영통파인베르아파트,127.049967,37.236517,0
GGB203000199,4125,동수원쌍용2차,127.052617,37.234633,0
GGB203000205,4154,영일중학교.수원출입국외국인청,127.075267,37.2488,0
GGB203000211,4377,광교호반베르디움,127.05775,37.271633,0
GGB203000221,4215,영통아이파크캐슬1단지,127.046283,37.2419,0
GGB203000222,4216,영통자이.동수원쌍용스윗닷홈,127.05485,37.23485,0
GGB203000223,4229,동수원자이,127.05585,37.235367,0
GGB203000224,4230,힐스테이트영통,127.046733,37.24215,0
GGB203000237,4244,디지털엠파이어2.송원산업,127.049467,37.248533,0
GGB203000238,4245,삼성전자소재연구단지,127.052067,37.251783,0
GGB203000239,4246,삼성전자소재연구단지,127.051867,37.25195,0
GGB203000240,4247,테크트리영통지식산업센터.디지털엠파이어2차,127.0491,37.24855,0
GGB203000241,4250,원천삼성1차아파트.삼일교회.에이스스마트윙영통지식산업센터,127.062717,37.265567,0
GGB203000242,4251,원천삼성1차아파트.팩토리월드,127.063983,37.265917,0
GGB203000243,4248,원천신미주아파트,127.0662,37.266983,0
GGB203000244,4249,원천신미주아파트,127.067433,37.267183,0
GGB203000248,4252,수원박물관.수원시장애인복지관,127.037033,37.29615,0
GGB203000257,4240,영통주공9단지,127.065117,37.2466,0
GGB203000258,4208,구매탄시장입구.현대힐스테이트아파트,127.04115,37.275417,0
GGB203000260,4259,광교역.광교대학로,127.044083,37.3,0
GGB203000261,4260,광교역.광교대학로,127.043667,37.299883,0
GGB203000262,4261,광교초등학교.광교홍재도서관,127.0475,37.30385,0
GGB203000263,4262,광교초등학교.광교홍재도서관,127.047283,37.303817,0
GGB203000264,4264,광교한양수자인.호반가든하임,127.0487,37.30525,0
GGB203000265,4263,광교한양수자인.호반가든하임,127.048817,37.305417,0
GGB203000272,4296,산의초등학교.래미안광교,127.059867,37.290717,0
GGB203000273,4297,산의초등학교.래미안광교,127.059817,37.29055,0
GGB203000274,4280,광교센트럴뷰.힐스테이트레이크,127.061133,37.2891,0
GGB203000275,4290,광교센트럴뷰.힐스테이트레이크,127.0607,37.289083,0
GGB203000276,4273,수원컨벤션센터.롯데몰,127.05745,37.285967,0
GGB203000277,4274,수원컨벤션센터.롯데몰,127.057767,37.286583,0
GGB203000279,4267,원천호수사거리.힐스테이트광교,127.064467,37.2877,0
GGB203000281,4276,수원고등법원.수원고등검찰청.광교호수공원,127.069967,37.289633,0
GGB203000282,4272,이의초중고교.광교호수마을호반써밋,127.072033,37.292017,0
GGB203000284,4302,광교휴먼시아32단지정문,127.066083,37.292217,0
GGB203000285,4134,광교휴먼시아32단지정문,127.067717,37.292783,0
GGB203000286,4300,상현역,127.069317,37.296917,0
GGB203000287,4277,상현역,127.069,37.297033,0
GGB203000292,4373,국토지리정보원.중앙기독초교.경기혈액원,127.05555,37.274067,0
GGB203000293,4374,국토지리정보원.중앙기독초교.경기혈액원,127.055517,37.2739,0
GGB203000294,4286,소화초등학교,127.051983,37.277967,0
GGB203000295,4284,소화초등학교,127.051617,37.27825,0
GGB203000298,4289,합동신학대학원,127.052217,37.279333,0
GGB203000299,4285,합동신학대학원.광교두산위브,127.05195,37.280067,0
GGB203000314,4301,광교휴먼시아32단지,127.068217,37.294183,0
GGB203000316,4308,광교파크자이더테라스.열림공원,127.039067,37.30795,0
GGB203000317,4309,광교대광로제비앙,127.04065,37.306733,0
GGB203000318,4310,광교대광로제비앙,127.040783,37.306867,0
GGB203000319,4291,광교해모로아파트,127.051583,37.305883,0
GGB203000320,4022,광교해모로아파트,127.051833,37.305917,0
GGB203000325,4303,광교카페거리.대림e편한세상,127.053433,37.2931,0
GGB203000326,4304,광교카페거리.대림e편한세상,127.053333,37.292983,0
GGB203000327,4305,광교오드카운티,127.057283,37.2933,0
GGB203000328,4306,광교오드카운티,127.0577,37.29295,0
GGB203000332,4312,황골쌍용아파트,127.082217,37.263633,0
GGB203000333,4315,수원나누리병원,127.049567,37.2745,0
GGB203000334,4316,수원나누리병원,127.050167,37.2745,0
