key,stop_id,ars,name,lon,lat,grid_id,region,board_day,board_day_we,alight_day,board_imputed,n_routes,freq_imputed,freq_am,freq_day,freq_pm,freq_night
233001415,41590-37539,37539,양지말입구,126.715767,37.205283,다사3012,송산면,0.0,0.0,2.09,0,1,0,0.571,2.087,0.571,0.0
233001416,41590-37538,37538,주곡1리입구,126.818817,37.116483,다사3902,우정읍,0.22,0.35,1.73,0,2,0,3.5,10.98,3.5,0.333
233001417,41590-37537,37537,주곡2리(회차),126.804433,37.114267,다사3801,우정읍,1.74,1.24,1.02,0,0,1,3.714,12.0,3.714,0.0
233001418,41590-36986,36986,장안9리입구,126.854583,37.060633,다바4295,장안면,4.15,13.12,0.14,0,1,0,3.0,9.6,3.0,0.0
233001419,41590-36985,36985,장안6리,126.85635,37.052367,다바4295,장안면,0.01,0.09,8.65,0,1,0,3.0,9.6,3.0,0.0
233001420,41590-36722,36722,장안3리,126.852017,37.041733,다바4293,장안면,0.28,0.15,10.25,0,1,0,3.0,9.6,3.0,0.0
233001421,41590-37536,37536,장안8리,126.846583,37.037917,다바4193,장안면,0.09,0.06,4.68,0,1,0,3.0,9.6,3.0,0.0
233001422,41590-36984,36984,장명초분교,126.844017,37.03795,다바4193,장안면,0.05,0.0,0.76,0,1,0,3.0,9.6,3.0,0.0
233001423,41590-36983,36983,장안제일교회,126.843233,37.034633,다바4193,장안면,0.18,0.06,8.76,0,1,0,3.0,9.6,3.0,0.0
233001424,41590-36982,36982,장안제일교회,126.84335,37.0347,다바4193,장안면,2.21,2.21,0.0,1,1,0,3.0,9.6,3.0,0.0
233001425,41590-37535,37535,장안4리(고잔)종점,126.8373,37.036483,다바4193,장안면,3.38,1.47,1.91,0,1,0,3.0,9.6,3.0,0.0
233001426,41590-36923,36923,멱우2리,126.813717,37.102067,다사3900,우정읍,0.2,0.44,0.87,0,3,0,7.714,23.222,7.714,0.594
233001427,41590-36595,36595,봉담자이프라이드시티,126.927033,37.225967,다사4914,봉담읍,16.67,2.29,233.28,0,3,0,12.667,14.324,12.667,0.429
233001428,41590-36981,36981,장안9리입구,126.854467,37.0606,다바4295,장안면,0.08,0.0,2.59,0,1,0,3.0,9.6,3.0,0.0
233001429,41590-36980,36980,장명초분교,126.843867,37.037483,다바4193,장안면,8.99,5.97,0.11,0,1,0,3.0,9.6,3.0,0.0
233001430,41590-37619,37619,장안8리,126.8466,37.037783,다바4193,장안면,8.34,5.47,0.04,0,1,0,3.0,9.6,3.0,0.0
233001431,41590-36714,36714,장안3리,126.8521,37.0416,다바4293,장안면,8.99,10.06,0.05,0,1,0,3.0,9.6,3.0,0.0
233001432,41590-36713,36713,장안6리.물구리,126.856467,37.052333,다바4295,장안면,10.26,10.09,0.25,0,1,0,3.0,9.6,3.0,0.0
233001433,41590-36583,36583,인제카센터,126.765633,37.036767,다바3493,우정읍,1.12,2.88,2.19,0,1,0,2.0,6.0,2.0,0.0
233001434,41590-55077,55077,조암시장,126.815617,37.081533,다바3998,우정읍,164.19,164.88,422.65,0,14,0,54.689,174.183,54.689,4.639
233001435,41590-36977,36977,화성시청,126.828483,37.197833,다사4011,남양읍,72.6,24.65,131.0,0,6,0,14.81,31.884,15.0,1.417
233001436,41590-36961,36961,이주단지,127.064117,37.211767,다사6112,동탄1동,35.12,24.38,106.52,0,6,0,63.524,194.303,63.524,10.409
233001437,41590-37533,37533,개나리공원,127.067717,37.21135,다사6112,동탄1동,30.98,12.62,148.79,0,6,0,63.524,194.303,63.524,10.409
233001438,41590-36721,36721,개나리공원,127.06755,37.2117,다사6112,동탄1동,139.93,78.5,30.64,0,6,0,63.524,194.303,63.524,10.409
233001439,41590-36960,36960,이주단지,127.065317,37.2119,다사6112,동탄1동,36.93,26.56,21.27,0,6,0,63.524,194.303,63.524,10.409
233001440,41590-37770,37770,발안공단로4길교차로,126.89965,37.084433,다바4698,향남읍,24.67,12.06,0.05,0,0,1,8.88,27.099,8.96,0.5
233001441,41590-55739,55739,공청2,126.94505,37.227667,다사5014,봉담읍,158.05,69.03,273.88,0,3,0,18.299,57.286,16.118,6.0
233001442,41590-36959,36959,송산교입구,127.02565,37.207183,다사5712,화산동,5.6,6.03,50.09,0,4,0,6.667,15.333,6.667,0.0
233001443,41590-36958,36958,송산교차로,126.987767,37.106767,다사5401,양감면,2.38,4.76,1.06,0,2,0,2.083,4.686,2.083,0.0
233001444,41590-36957,36957,외골,126.9683,37.154,다사5206,정남면,0.55,0.32,0.75,0,1,0,2.0,6.0,2.0,0.0
233001445,41590-37530,37530,문학4리.마을회관앞,126.9718,37.151367,다사5305,정남면,0.58,0.47,1.29,0,1,0,2.0,6.0,2.0,0.0
233001446,41590-60029,60029,요당리,126.93655,37.068417,다바4996,양감면,0.29,0.71,3.64,0,0,1,2.083,8.017,2.083,0.0
233001447,41590-36676,36676,동탄국제고등학교,127.079467,37.189017,다사6210,동탄2동,32.28,14.15,1.65,0,6,0,94.476,260.433,94.476,16.955
233001448,41590-36678,36678,나루마을.월드반도,127.076517,37.1908,다사6210,동탄2동,865.25,626.59,163.76,0,13,0,148.762,199.122,147.762,17.013
233001449,41590-36675,36675,쌍용예가,127.0718,37.1935,다사6110,동탄2동,365.04,246.62,115.24,0,7,0,78.095,214.494,78.095,8.909
233001450,41590-36680,36680,솔빛마을.화성동탄중앙도서관,127.069633,37.195817,다사6110,동탄2동,1021.25,708.24,125.74,0,15,0,199.095,325.706,198.095,21.87
233001451,41590-36389,36389,반월2통,127.057333,37.219467,다사6013,진안동,166.89,138.12,122.54,0,4,0,46.392,67.2,46.392,10.378
233001452,41590-37584,37584,새강마을.화성동탄중앙도서관,127.0692,37.195667,다사6110,동탄2동,98.88,60.88,822.94,0,15,0,198.095,325.706,199.095,21.87
233001453,41590-37585,37585,새강주공휴먼시아,127.071617,37.193233,다사6110,동탄2동,118.92,85.35,275.34,0,6,0,54.095,150.494,54.095,4.909
233001454,41590-37586,37586,탄요유적공원,127.076233,37.190617,다사6210,동탄2동,46.6,30.44,82.98,0,6,0,41.095,131.546,41.095,4.962
233001455,41590-36677,36677,동탄국제고등학교,127.079183,37.189067,다사6210,동탄2동,15.16,5.12,72.2,0,8,0,111.238,316.069,111.238,17.864
233001456,41590-36390,36390,아너스호텔,127.058483,37.220133,다사6013,진안동,145.28,105.74,162.21,0,7,0,101.249,241.503,101.249,20.342
233001457,41590-37529,37529,와우농협앞,126.974633,37.218,다사5313,봉담읍,219.91,179.91,93.26,0,14,0,96.496,181.238,96.496,16.033
233001458,41590-36596,36596,힐스테이트봉담프라이드시티,126.924567,37.223633,다사4814,봉담읍,44.92,32.71,194.98,0,0,1,18.118,35.429,16.118,3.0
233001459,41590-36597,36597,힐스테이트봉담프라이드시티,126.92495,37.2239,다사4814,봉담읍,283.39,169.44,109.72,0,3,0,12.667,14.324,12.667,0.429
233001460,41590-60074,60074,사강3리,126.727533,37.22685,다사3114,송산면,0.05,0.0,1.21,0,0,1,4.571,15.42,5.071,0.0
233001461,41590-60075,60075,쌍정리,126.724233,37.230717,다사3114,송산면,0.02,0.03,1.67,0,0,1,4.571,15.42,5.071,0.0
233001462,41590-37609,37609,쌍정2리.잿말,126.7274,37.232933,다사3115,송산면,0.08,0.0,1.87,0,0,1,4.571,15.42,5.071,0.0
233001463,41590-37608,37608,쌍정2리.잿말,126.725183,37.2338,다사3115,송산면,2.51,0.29,0.05,0,0,1,4.571,15.42,5.071,0.0
233001467,41590-60076,60076,쌍정2리,126.73005,37.234467,다사3115,송산면,1.19,0.06,1.8,0,0,1,4.571,15.42,5.071,0.0
233001468,41590-36598,36598,봉담자이프라이드시티,126.927117,37.225767,다사4914,봉담읍,240.89,144.47,2.47,0,3,0,12.667,14.324,12.667,0.429
233001469,41590-37560,37560,용포1리,126.758167,37.229467,다사3414,송산면,1.61,0.18,0.45,0,0,1,4.571,15.42,5.071,0.0
233001470,41590-36744,36744,용포1리.당뫼,126.753583,37.2311,다사3314,송산면,0.82,0.24,0.07,0,0,1,4.571,15.42,5.071,0.0
233001471,41590-36743,36743,용포1리.당뫼,126.753433,37.231033,다사3314,송산면,0.16,0.06,0.74,0,0,1,4.571,15.42,5.071,0.0
233001472,41590-37602,37602,용포2리,126.748083,37.231783,다사3315,송산면,0.41,0.12,0.64,0,0,1,4.571,15.42,5.071,0.0
233001473,41590-36746,36746,용포2리.영계,126.741417,37.232283,다사3215,송산면,0.59,0.18,0.65,0,0,1,4.571,15.42,5.071,0.0
233001475,41590-37046,37046,중송1리,126.7061,37.224183,다사2914,송산면,0.12,0.03,2.94,0,0,1,4.571,15.42,5.071,0.0
233001476,41590-55863,55863,마산2리,126.685667,37.232933,다사2715,송산면,0.07,0.41,4.56,0,0,1,4.571,15.42,5.071,0.0
233001477,41590-55864,55864,고포2리,126.679467,37.2367,다사2715,송산면,0.14,0.0,3.35,0,0,1,4.571,15.42,5.071,0.0
233001478,41590-55865,55865,고포1리,126.667267,37.240867,다사2616,송산면,0.35,0.12,2.65,0,0,1,4.571,15.42,5.071,0.0
233001479,41590-37381,37381,농협하나로마트,126.91065,37.128917,다사4703,향남읍,11.19,5.5,6.66,0,0,1,8.88,27.099,8.96,0.5
233001480,41590-37559,37559,수리재,126.934967,37.113267,다사4901,향남읍,2.18,3.0,2.6,0,1,0,2.0,6.857,2.0,0.0
233001482,41590-37557,37557,육일리교차로,126.7244,37.203333,다사3111,마도면,4.44,4.97,0.62,0,4,0,15.0,42.095,15.0,1.5
233001483,41590-37556,37556,육일리교차로,126.724283,37.2037,다사3111,마도면,0.22,0.12,6.92,0,4,0,15.0,42.095,15.0,1.5
233001484,41590-37555,37555,노작마을,127.08025,37.194933,다사6210,동탄2동,14.07,6.94,11.75,0,1,0,3.0,2.667,3.0,0.0
233001485,41590-37554,37554,월드반도.노작마을,127.080267,37.194633,다사6210,동탄2동,11.4,3.76,10.19,0,1,0,3.0,2.667,3.0,0.0
233001486,41590-37616,37616,노작마을.한화우림,127.077333,37.196183,다사6210,동탄2동,11.95,3.35,13.06,0,1,0,3.0,2.667,3.0,0.0
233001487,41590-37553,37553,노작마을.한화우림,127.077467,37.19575,다사6210,동탄2동,14.8,6.26,13.67,0,1,0,3.0,2.667,3.0,0.0
233001488,41590-37615,37615,솔빛마을.신도브래뉴,127.076,37.195967,다사6210,동탄2동,1.72,2.71,8.73,0,1,0,3.0,5.053,3.0,0.053
233001490,41590-55921,55921,중흥에듀파크정문,126.945717,37.233017,다사5015,봉담읍,80.66,48.94,46.88,0,3,0,8.0,21.6,8.0,0.8
233001491,41590-37551,37551,반도1차.모아아파트,127.1141,37.201883,다사6511,동탄4동,116.74,66.29,340.85,0,14,0,63.312,156.666,64.312,9.211
233001492,41590-37550,37550,상록.경남아파트.이주택지,127.110533,37.206867,다사6512,동탄5동,591.64,405.44,1533.15,0,18,0,119.812,195.009,120.812,14.319
233001493,41590-37549,37549,퍼스트파크.이지더원,127.1083,37.208683,다사6512,동탄5동,108.96,74.62,437.94,0,11,0,53.812,127.809,54.812,6.919
233001494,41590-36239,36239,정남초등학교,126.983767,37.167817,다사5407,정남면,0.44,0.59,15.66,0,0,1,2.667,8.286,2.667,0.0
233001495,41590-37570,37570,계향2리,126.9811,37.15225,다사5306,정남면,4.65,8.62,17.39,0,4,0,4.167,12.686,4.167,0.0
233001496,41590-55922,55922,중흥에듀파크정문,126.94585,37.2332,다사5015,봉담읍,9.15,4.62,68.24,0,3,0,8.4,21.6,8.4,0.8
233001497,41590-37336,37336,증거리입구,126.977417,37.137733,다사5304,향남읍,5.4,10.41,7.58,0,0,1,8.88,27.099,8.96,0.5
233001498,41590-37337,37337,증거리입구,126.977517,37.137933,다사5304,향남읍,8.64,14.5,2.73,0,0,1,8.88,27.099,8.96,0.5
233002550,41590-36143,36143,분천교회.분천리,126.9587,37.208983,다사5112,봉담읍,2.55,0.56,5.32,0,1,0,2.4,6.0,2.4,0.0
233002551,41590-36139,36139,분천교회,126.958633,37.20925,다사5112,봉담읍,3.08,1.88,2.33,0,1,0,2.0,6.0,2.0,0.0
233002552,41590-36130,36130,협성대학교(마을),126.9524,37.215667,다사5113,봉담읍,1.75,1.85,1.28,0,0,1,18.118,35.429,16.118,3.0
233002553,41590-36031,36031,장덕2리.현대자동차연구소,126.811933,37.170283,다사3808,남양읍,1.48,1.29,0.05,0,1,0,1.714,4.174,1.714,0.261
233002556,41590-37271,37271,장짐교차로.축산농협,126.911017,37.135517,다사4704,향남읍,19.42,19.59,29.38,0,3,0,15.102,57.173,15.182,5.778
233002557,41590-36129,36129,협성대(마을),126.9525,37.215733,다사5113,봉담읍,2.28,0.32,2.49,0,0,1,18.118,35.429,16.118,3.0
233002558,41590-55313,55313,화성미디어센터,127.07355,37.202417,다사6211,동탄1동,44.71,30.44,125.31,0,3,0,7.0,17.453,7.0,0.053
233002559,,,한림대성심병원,127.080633,37.2173,다사6213,동탄1동,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
233002560,41590-55638,55638,주공6단지.리체더포레스트,127.050717,37.211983,다사6012,동탄3동,34.58,15.62,10.36,0,3,0,5.667,10.667,5.667,0.0
233002561,41590-55669,55669,봉담2LH3단지.중흥더센트럴,126.950833,37.225067,다사5114,봉담읍,79.42,52.76,48.87,0,6,0,30.918,78.031,30.918,7.175
233002562,41590-60042,60042,하저교회앞,126.866917,37.184967,다사4309,팔탄면,0.4,1.65,0.22,0,1,0,1.333,2.4,1.333,0.0
233002563,41590-36164,36164,중심상가,127.0446,37.214867,다사5912,병점2동,204.69,112.85,147.78,0,1,0,3.0,8.0,3.0,0.0
233002564,41590-36806,36806,구장1리,126.895083,37.1545,다사4606,팔탄면,0.38,1.85,0.21,0,0,1,2.4,3.84,2.4,0.133
233002565,41590-37700,37700,라마다호텔,127.074833,37.2058,다사6211,동탄1동,4.56,3.82,109.75,0,3,0,8.0,19.657,7.833,0.571
233002566,41590-55449,55449,동화휴먼시아5단지,126.963467,37.215017,다사5213,봉담읍,87.06,66.94,136.81,0,7,0,41.059,112.133,41.059,8.8
233002567,41590-36365,36365,삼부실,126.822233,37.233983,다사3915,남양읍,0.62,0.03,0.53,0,0,1,6.19,14.24,6.4,0.522
233002568,41590-36517,36517,수화2리.양철이,126.818167,37.248133,다사3916,남양읍,0.09,0.03,0.02,0,0,1,6.19,14.24,6.4,0.522
233002569,41590-36521,36521,수화1리,126.816317,37.253383,다사3917,남양읍,0.09,0.06,0.18,0,0,1,6.19,14.24,6.4,0.522
233002570,41590-36525,36525,장전리,126.816933,37.263333,다사3918,남양읍,0.02,0.0,0.04,0,0,1,6.19,14.24,6.4,0.522
233002571,41590-36531,36531,신외2리.가래울,126.81165,37.273383,다사3819,송산면,0.19,0.03,0.0,0,0,1,4.571,15.42,5.071,0.0
233002572,41590-36530,36530,신외2리.가래울,126.811683,37.273533,다사3819,송산면,0.25,0.0,0.18,0,0,1,4.571,15.42,5.071,0.0
233002573,,,정원채고가,126.823683,37.223317,다사3914,남양읍,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
233002574,41590-36558,36558,송림2리.잔다리,126.814167,37.2198,다사3913,남양읍,2.94,0.62,0.25,0,0,1,6.19,14.24,6.4,0.522
233002575,41590-36556,36556,원천교회,126.808683,37.227917,다사3814,남양읍,0.79,0.09,0.06,0,0,1,6.19,14.24,6.4,0.522
233002576,41590-36554,36554,원천리,126.805117,37.230367,다사3814,남양읍,0.33,0.18,0.24,0,0,1,6.19,14.24,6.4,0.522
233002577,41590-36550,36550,시1리,126.803183,37.237533,다사3815,남양읍,1.27,1.06,1.07,0,0,1,6.19,14.24,6.4,0.522
233002578,41590-36542,36542,문호2리,126.79805,37.253267,다사3717,남양읍,0.06,0.12,0.02,0,0,1,6.19,14.24,6.4,0.522
233002579,41590-36540,36540,문호리,126.801817,37.259933,다사3818,남양읍,0.09,0.15,0.09,0,0,1,6.19,14.24,6.4,0.522
233002580,,,삼존2리입구,126.748233,37.21385,다사3313,송산면,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
233002581,41590-36534,36534,신외리,126.813133,37.2687,다사3919,남양읍,0.89,0.32,0.35,0,0,1,6.19,14.24,6.4,0.522
233002582,41590-36535,36535,신외리,126.81315,37.268583,다사3919,남양읍,0.09,0.0,0.35,0,0,1,6.19,14.24,6.4,0.522
233002583,41590-36536,36536,문호1리.당너머마을,126.806767,37.26465,다사3818,남양읍,0.4,0.03,0.27,0,0,1,6.19,14.24,6.4,0.522
233002584,41590-55939,55939,서연초,127.1161,37.159467,다사6506,동탄8동,0.28,0.09,2.53,0,5,0,24.4,58.752,24.4,1.813
233002585,41590-36541,36541,문호리,126.801933,37.259867,다사3818,남양읍,0.01,0.06,0.19,0,0,1,6.19,14.24,6.4,0.522
233002586,41590-36543,36543,문호2리,126.798267,37.253317,다사3717,남양읍,0.07,0.0,0.04,0,0,1,6.19,14.24,6.4,0.522
233002587,41590-36545,36545,문호2리입구,126.801033,37.246383,다사3816,남양읍,0.11,0.03,0.54,0,0,1,6.19,14.24,6.4,0.522
233002588,41590-36549,36549,가시리마을,126.802717,37.240483,다사3815,남양읍,0.36,0.0,0.28,0,0,1,6.19,14.24,6.4,0.522
233002589,41590-36551,36551,시1리,126.803483,37.237217,다사3815,남양읍,0.07,0.03,0.58,0,0,1,6.19,14.24,6.4,0.522
233002590,41590-36555,36555,원천리,126.80575,37.229967,다사3814,남양읍,0.45,0.26,0.39,0,0,1,6.19,14.24,6.4,0.522
233002591,41590-36557,36557,원천교회,126.8089,37.227817,다사3814,남양읍,0.06,0.09,0.73,0,0,1,6.19,14.24,6.4,0.522
233002592,41590-60004,60004,천등1리.등굴,126.706917,37.23315,다사2915,송산면,2.15,1.06,0.01,0,0,1,4.571,15.42,5.071,0.0
233002593,41590-60006,60006,천등3리.새말,126.70195,37.241383,다사2916,송산면,3.6,0.94,0.02,0,0,1,4.571,15.42,5.071,0.0
233002594,41590-60062,60062,독지리종점,126.692367,37.253117,다사2817,송산면,3.19,1.0,1.84,0,0,1,4.571,15.42,5.071,0.0
233002595,41590-60060,60060,독지1리.돌내입구,126.699267,37.24615,다사2816,송산면,0.44,0.38,2.67,0,0,1,4.571,15.42,5.071,0.0
233002596,41590-55456,55456,금당1리마을회관,126.74245,37.1918,다사3210,마도면,1.85,0.24,1.35,0,0,1,15.0,42.095,15.0,1.5
233002597,,,해문2리마을회관,126.7465,37.19775,다사3311,마도면,0.54,0.15,0.06,0,0,1,15.0,42.095,15.0,1.5
233002598,,,금당1리마을회관,126.742533,37.191767,다사3210,마도면,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
233002600,,,송정1리,126.79545,37.22375,다사3714,남양읍,1.31,4.03,0.61,0,0,1,6.19,14.24,6.4,0.522
233002601,,,궁평유원지종점,126.684233,37.126783,다사2703,서신면,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
233002602,,,흥법리마을회관,126.734033,37.16495,다사3107,서신면,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
233002603,,,흥법리모래지,126.739967,37.166583,다사3207,서신면,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
233002604,,,고모2리,126.7465,37.172733,다사3308,마도면,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
233002605,41590-60009,60009,사곳리마을회관,126.724583,37.156117,다사3106,서신면,0.98,0.21,0.02,0,0,1,4.0,12.0,4.0,0.0
233002606,,,용두1리.왕모대입구,126.711533,37.1483,다사2905,서신면,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
233002607,,,용두1리,126.708233,37.14415,다사2905,서신면,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
233002608,,,삼밭골,126.721167,37.1667,다사3007,서신면,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
233002609,,,삼밭골,126.7211,37.166583,다사3007,서신면,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
233002610,41590-36835,36835,어은1정미소앞,126.831083,37.092967,다바4099,장안면,2.22,1.32,2.49,0,2,0,10.889,34.667,10.889,4.306
233002611,41590-36848,36848,금의1리,126.839117,37.1002,다사4100,장안면,2.39,7.29,16.18,0,2,0,10.889,34.667,10.889,4.306
233002612,41590-36846,36846,수촌3리,126.850633,37.103333,다사4200,장안면,5.29,5.62,9.36,0,2,0,10.889,34.667,10.889,4.306
233002613,41590-36854,36854,노하1리,126.86735,37.157333,다사4306,팔탄면,0.42,0.26,3.24,0,1,0,0.0,0.0,0.0,0.0
233002614,41590-36853,36853,노하1리,126.867233,37.1572,다사4306,팔탄면,3.13,6.94,0.13,0,1,0,0.0,0.0,0.0,0.0
233002615,41590-36852,36852,노하2리,126.862033,37.157683,다사4306,팔탄면,4.16,15.5,0.48,0,1,0,0.0,0.0,0.0,0.0
233002616,41590-36851,36851,노하3리,126.854883,37.158767,다사4206,팔탄면,3.07,13.76,1.18,0,1,0,0.0,0.0,0.0,0.0
233002617,41590-36850,36850,노하3리.백미정,126.852117,37.156983,다사4206,팔탄면,0.66,1.82,0.12,0,1,0,0.0,0.0,0.0,0.0
233002618,41590-36931,36931,구장1리,126.895133,37.154617,다사4606,팔탄면,0.11,0.74,0.31,0,0,1,2.4,3.84,2.4,0.133
233002619,41590-36930,36930,노하2리,126.862167,37.1577,다사4306,팔탄면,6.18,2.29,2.02,0,1,0,0.0,0.0,0.0,0.0
233002620,41590-36929,36929,정미소앞,126.8597,37.1592,다사4306,팔탄면,0.29,0.5,2.39,0,1,0,0.0,0.0,0.0,0.0
233002621,41590-55454,55454,청광플러스원아파트,126.98555,37.196533,다사5410,정남면,26.58,10.91,29.71,0,0,1,2.667,8.286,2.667,0.0
233002622,41590-36972,36972,청원3리입구,126.756333,37.1809,다사3309,마도면,2.26,1.09,0.44,0,0,1,15.0,42.095,15.0,1.5
233002623,41590-36971,36971,하저리마을회관,126.871333,37.189683,다사4410,팔탄면,0.78,2.68,0.18,0,1,0,1.333,2.4,1.333,0.0
233002624,41590-55738,55738,공청2,126.945,37.227867,다사5014,봉담읍,209.06,142.35,149.04,0,3,0,18.299,57.286,16.118,6.0
233002625,41590-55396,55396,조암농협,126.817467,37.082,다바3998,우정읍,317.01,387.68,33.59,0,8,0,30.603,92.397,30.603,4.566
233002626,41590-37402,37402,율암1리,126.887283,37.1547,다사4506,팔탄면,2.52,7.29,0.14,0,0,1,2.4,3.84,2.4,0.133
233002627,,,금당1리.소곡,126.742317,37.1896,다사3210,마도면,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
233002628,,,청원3리입구,126.756083,37.180183,다사3309,마도면,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
233002629,,,용두리,126.7118,37.148883,다사3005,서신면,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
233002630,41590-37396,37396,어은1리,126.834283,37.095567,다바4099,장안면,10.41,12.32,24.0,0,3,0,16.889,50.667,16.889,4.306
233002631,41590-55075,55075,향남제약공단입구,126.906167,37.096617,다바4799,향남읍,29.31,7.53,4.8,0,4,0,10.213,41.173,10.293,2.278
233001499,41590-36741,36741,향남교회,126.947333,37.123383,다사5002,향남읍,0.75,3.03,0.29,0,0,1,8.88,27.099,8.96,0.5
233001500,41590-36740,36740,향남교회,126.947383,37.12335,다사5002,향남읍,0.11,0.18,0.26,0,0,1,8.88,27.099,8.96,0.5
233001501,41590-37395,37395,한각1리,126.797567,37.095583,다바3799,우정읍,0.06,0.18,0.0,0,0,1,3.714,12.0,3.714,0.0
233001502,41590-36572,36572,멱우3리,126.808133,37.093367,다바3899,우정읍,0.0,0.0,0.02,0,0,0,0.0,0.0,0.0,0.0
233001503,41590-36738,36738,남양아이파크,126.833733,37.20625,다사4012,남양읍,58.8,48.47,22.09,0,4,0,11.714,20.936,11.714,0.92
233001504,41590-36737,36737,포스코2차.신미주아파트,127.0904,37.189417,다사6310,동탄6동,28.87,12.32,29.26,0,0,1,4.0,8.0,4.0,0.571
233001505,41590-37583,37583,동탄2LH4단지,127.122783,37.205583,다사6611,동탄4동,15.53,8.32,86.88,0,3,0,7.857,12.626,7.857,0.75
233001506,41590-37582,37582,포레너스아파트,127.116183,37.205167,다사6511,동탄4동,21.67,6.91,37.72,0,4,0,10.257,18.626,10.257,0.75
233001507,41590-37404,37404,원안2리,126.786383,37.100433,다사3600,우정읍,0.46,1.09,0.47,0,1,0,1.5,5.647,1.5,0.0
233001508,41590-37426,37426,고주리마을회관,126.88515,37.127417,다사4503,팔탄면,0.45,0.24,0.07,0,0,1,2.4,3.84,2.4,0.133
233001509,41590-37425,37425,고주리마을회관,126.885117,37.127333,다사4503,팔탄면,0.06,0.03,0.24,0,0,1,2.4,3.84,2.4,0.133
233001510,41590-36736,36736,고주리,126.883833,37.128833,다사4503,팔탄면,1.87,2.91,0.02,0,0,1,2.4,3.84,2.4,0.133
233001511,41590-36735,36735,고주리,126.88375,37.128867,다사4503,팔탄면,0.05,0.0,1.33,0,0,1,2.4,3.84,2.4,0.133
233001512,41590-37601,37601,고주리진입로,126.8924,37.121733,다사4602,향남읍,0.01,0.03,0.27,0,0,1,8.88,27.099,8.96,0.5
233001513,41590-37424,37424,석포삼거리,126.840933,37.134533,다사4104,장안면,1.96,9.47,0.06,0,0,1,3.0,9.6,3.0,0.0
233001514,41590-37423,37423,석포1리입구,126.8412,37.134467,다사4104,장안면,2.21,3.38,8.31,0,2,0,3.143,9.173,4.0,0.333
233001515,41590-37421,37421,석포1리.한절,126.825867,37.142833,다사4005,장안면,2.41,13.97,3.71,0,2,0,2.0,5.333,2.0,0.333
233001516,41590-37422,37422,석포1리.돌서지,126.83135,37.143033,다사4005,장안면,2.48,3.71,2.73,0,2,0,2.0,5.333,2.0,0.333
233001517,41590-37420,37420,석포6리입구,126.818117,37.139283,다사3904,장안면,2.54,11.79,0.56,0,2,0,3.714,9.507,3.714,0.594
233001518,41590-37418,37418,석포6리,126.8222,37.136667,다사3904,장안면,0.05,0.15,0.04,0,0,1,3.0,9.6,3.0,0.0
233001519,41590-37417,37417,석포교회,126.824033,37.134733,다사3904,장안면,0.21,2.12,0.26,0,0,1,3.0,9.6,3.0,0.0
233001520,41590-37416,37416,석포6리입구,126.83325,37.133967,다사4004,장안면,3.16,12.47,0.35,0,0,1,3.0,9.6,3.0,0.0
233001521,41590-37415,37415,주곡1리마을회관,126.817067,37.125883,다사3903,우정읍,2.98,2.97,1.31,0,2,0,3.714,9.507,3.714,0.594
233001522,41590-37414,37414,주곡2리입구,126.80385,37.110383,다사3801,우정읍,1.13,0.5,0.41,0,3,0,5.214,15.154,5.214,0.594
233001523,41590-37413,37413,고주리.동방산업단지,126.88795,37.136367,다사4504,팔탄면,0.25,0.29,7.84,0,1,0,1.143,3.84,2.0,0.0
233001524,41590-55846,55846,덕천리삼거리,126.87115,37.1426,다사4405,팔탄면,0.89,0.97,6.54,0,1,0,1.143,3.84,2.0,0.0
233001525,41590-55008,55008,덕우리.구운말,126.863017,37.138667,다사4304,팔탄면,1.19,0.82,4.0,0,1,0,1.143,3.84,2.0,0.0
233001526,41590-55273,55273,팔탄전자앞,126.86115,37.129367,다사4303,팔탄면,0.4,0.62,2.87,0,1,0,1.143,3.84,2.0,0.0
233001527,41590-55274,55274,화성제일병원,126.86015,37.127833,다사4303,팔탄면,0.05,0.0,2.56,0,1,0,1.143,3.84,2.0,0.0
233001528,41590-55354,55354,덕우리입구,126.859483,37.1256,다사4303,팔탄면,0.67,0.35,0.98,0,1,0,1.143,3.84,2.0,0.0
233001529,41590-37407,37407,상신8리,126.901117,37.10395,다사4600,향남읍,7.72,5.79,33.16,0,5,0,12.713,45.062,12.793,1.778
