grid_id,lon,lat,x_5179,y_5179,region_code,region,region_kind,pop,elderly,elderly_ratio,households,houses,workers,a0009,a1014,a1519,a2024,a2529,a3034,a3539,a4044,a4549,a5054,a5559,a6064,a6569,a70p
다사2420,126.64833,37.28037,924500.0,1920500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사2508,126.66081,37.17229,925500.0,1908500.0,31240370,서신면,면,208.0,90.0,0.4327,93.0,70.0,150.0,10.0,5.0,0.0,0.0,5.0,8.0,5.0,13.0,8.0,18.0,18.0,28.0,28.0,62.0
다사2511,126.66051,37.19933,925500.0,1911500.0,31240360,송산면,면,8.0,0.0,0.0,5.0,0,22.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,5.0,0.0,0.0
다사2512,126.66041,37.20834,925500.0,1912500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사2514,126.66021,37.22637,925500.0,1914500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사2515,126.66011,37.23538,925500.0,1915500.0,31240360,송산면,면,33.0,15.0,0.4545,18.0,13.0,3.0,5.0,0,0,0.0,5.0,0,5.0,8.0,0.0,5.0,5.0,5.0,5.0,10.0
다사2516,126.66001,37.2444,925500.0,1916500.0,31240360,송산면,면,18.0,20.0,1.1111,8.0,8.0,7.0,0.0,0,0,0.0,0,0,0,0.0,5.0,0.0,0,5.0,5.0,15.0
다사2517,126.65991,37.25341,925500.0,1917500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사2518,126.65981,37.26242,925500.0,1918500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사2519,126.65971,37.27143,925500.0,1919500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사2520,126.65961,37.28045,925500.0,1920500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사2607,126.67217,37.16336,926500.0,1907500.0,31240370,서신면,면,190.0,59.0,0.3105,68.0,48.0,288.0,5.0,0,0,13.0,18.0,20.0,18.0,8.0,5.0,13.0,18.0,28.0,23.0,36.0
다사2608,126.67207,37.17237,926500.0,1908500.0,31240370,서신면,면,294.0,166.0,0.5646,93.0,88.0,91.0,10.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,13.0,18.0,18.0,33.0,43.0,123.0
다사2609,126.67197,37.18138,926500.0,1909500.0,31240370,서신면,면,251.0,18.0,0.0717,43.0,13.0,1185.0,0.0,0,5.0,34.0,66.0,41.0,39.0,13.0,13.0,8.0,8.0,8.0,8.0,10.0
다사2610,126.67187,37.1904,926500.0,1910500.0,31240370,서신면,면,180.0,5.0,0.0278,33.0,8.0,1248.0,0.0,0,0.0,18.0,50.0,38.0,33.0,8.0,8.0,8.0,8.0,8.0,5.0,0.0
다사2611,126.67178,37.19941,926500.0,1911500.0,31240360,송산면,면,5.0,0,0.0,0,0,14.0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0
다사2612,126.67168,37.20842,926500.0,1912500.0,31240360,송산면,면,73.0,37.0,0.5068,38.0,33.0,71.0,0.0,0,0,5.0,8.0,5.0,0.0,5.0,5.0,5.0,8.0,8.0,8.0,29.0
다사2613,126.67158,37.21744,926500.0,1913500.0,31240360,송산면,면,33.0,31.0,0.9394,18.0,13.0,25.0,0,0,5.0,0,5.0,0.0,5.0,5.0,0,0,5.0,13.0,5.0,26.0
다사2614,126.67148,37.22645,926500.0,1914500.0,31240360,송산면,면,0,0,0.0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사2615,126.67138,37.23546,926500.0,1915500.0,31240360,송산면,면,224.0,113.0,0.5045,63.0,54.0,93.0,5.0,0.0,0.0,8.0,13.0,13.0,21.0,13.0,5.0,8.0,13.0,18.0,23.0,90.0
다사2616,126.67128,37.24447,926500.0,1916500.0,31240360,송산면,면,138.0,50.0,0.3623,58.0,58.0,5.0,5.0,5.0,5.0,8.0,5.0,0,0.0,5.0,8.0,8.0,18.0,23.0,13.0,37.0
다사2617,126.67118,37.25349,926500.0,1917500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사2618,126.67108,37.2625,926500.0,1918500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사2619,126.67099,37.27151,926500.0,1919500.0,31240360,송산면,면,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
다사2620,126.67089,37.28053,926500.0,1920500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사2703,126.68382,37.12738,927500.0,1903500.0,31240370,서신면,면,143.0,56.0,0.3916,63.0,58.0,15.0,0.0,0.0,0.0,5.0,8.0,8.0,5.0,8.0,8.0,13.0,18.0,23.0,18.0,38.0
다사2704,126.68372,37.13639,927500.0,1904500.0,31240370,서신면,면,98.0,47.0,0.4796,43.0,38.0,16.0,0,5.0,5.0,0.0,8.0,5.0,0,5.0,5.0,8.0,13.0,18.0,13.0,34.0
다사2705,126.68362,37.14541,927500.0,1905500.0,31240370,서신면,면,73.0,31.0,0.4247,33.0,28.0,19.0,0,0,0.0,5.0,8.0,8.0,8.0,5.0,5.0,13.0,8.0,8.0,5.0,26.0
다사2707,126.68343,37.16343,927500.0,1907500.0,31240370,서신면,면,93.0,5.0,0.0538,8.0,8.0,241.0,0,0,0,13.0,25.0,23.0,8.0,8.0,5.0,5.0,5.0,5.0,0.0,5.0
다사2708,126.68333,37.17245,927500.0,1908500.0,31240370,서신면,면,268.0,59.0,0.2201,83.0,58.0,365.0,5.0,5.0,5.0,23.0,23.0,18.0,28.0,18.0,13.0,28.0,23.0,28.0,23.0,36.0
다사2709,126.68324,37.18146,927500.0,1909500.0,31240370,서신면,면,118.0,28.0,0.2373,38.0,23.0,145.0,5.0,0,5.0,14.0,23.0,14.0,13.0,8.0,5.0,8.0,8.0,8.0,8.0,20.0
다사2710,126.68314,37.19047,927500.0,1910500.0,31240370,서신면,면,118.0,33.0,0.2797,23.0,18.0,597.0,0,0,0.0,16.0,27.0,26.0,8.0,5.0,5.0,5.0,8.0,8.0,8.0,25.0
다사2711,126.68304,37.19949,927500.0,1911500.0,31240370,서신면,면,38.0,10.0,0.2632,8.0,8.0,41.0,0,0.0,0,0.0,8.0,13.0,8.0,0.0,0.0,8.0,0.0,5.0,0,10.0
다사2712,126.68295,37.2085,927500.0,1912500.0,31240360,송산면,면,33.0,15.0,0.4545,18.0,13.0,141.0,0,0,0.0,5.0,0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,10.0
다사2713,126.68285,37.21751,927500.0,1913500.0,31240360,송산면,면,73.0,23.0,0.3151,28.0,23.0,240.0,0.0,5.0,5.0,5.0,8.0,8.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,15.0
다사2714,126.68275,37.22653,927500.0,1914500.0,31240360,송산면,면,109.0,36.0,0.3303,23.0,18.0,274.0,0.0,5.0,0,13.0,14.0,18.0,20.0,5.0,8.0,8.0,5.0,5.0,8.0,28.0
다사2715,126.68265,37.23554,927500.0,1915500.0,31240360,송산면,면,184.0,59.0,0.3207,83.0,68.0,242.0,0,5.0,5.0,8.0,13.0,19.0,13.0,8.0,5.0,8.0,18.0,28.0,18.0,41.0
다사2716,126.68256,37.24455,927500.0,1916500.0,31240360,송산면,면,78.0,52.0,0.6667,43.0,38.0,12.0,0.0,5.0,0,0,5.0,0.0,5.0,5.0,5.0,5.0,8.0,8.0,13.0,39.0
다사2717,126.68246,37.25357,927500.0,1917500.0,31240360,송산면,면,13.0,0,0.0,8.0,5.0,0.0,0,0,0.0,0,5.0,5.0,0,0,5.0,5.0,0.0,5.0,0,0
다사2718,126.68236,37.26258,927500.0,1918500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사2720,126.68217,37.28061,927500.0,1920500.0,31240360,송산면,면,0,0,0.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사2802,126.69517,37.11844,928500.0,1902500.0,31240370,서신면,면,149.0,28.0,0.1879,41.0,41.0,148.0,0.0,0.0,0.0,8.0,40.0,26.0,8.0,5.0,5.0,5.0,13.0,18.0,13.0,15.0
다사2803,126.69507,37.12746,928500.0,1903500.0,31240370,서신면,면,240.0,72.0,0.3,101.0,96.0,52.0,13.0,5.0,5.0,5.0,19.0,23.0,13.0,18.0,13.0,19.0,23.0,28.0,23.0,49.0
다사2804,126.69498,37.13647,928500.0,1904500.0,31240370,서신면,면,323.0,87.0,0.2693,88.0,78.0,129.0,0.0,0,5.0,20.0,31.0,27.0,36.0,29.0,15.0,18.0,23.0,38.0,18.0,69.0
다사2805,126.69488,37.14548,928500.0,1905500.0,31240370,서신면,면,93.0,42.0,0.4516,43.0,33.0,18.0,5.0,0,0.0,5.0,5.0,8.0,5.0,5.0,8.0,5.0,13.0,18.0,8.0,34.0
다사2806,126.69479,37.1545,928500.0,1906500.0,31240370,서신면,면,69.0,18.0,0.2609,13.0,8.0,552.0,0,0,0,0.0,22.0,5.0,22.0,5.0,0.0,5.0,5.0,5.0,8.0,10.0
다사2807,126.69469,37.16351,928500.0,1907500.0,31240370,서신면,면,223.0,90.0,0.4036,107.0,101.0,89.0,8.0,5.0,5.0,5.0,8.0,13.0,8.0,13.0,13.0,13.0,28.0,28.0,23.0,67.0
다사2808,126.6946,37.17252,928500.0,1908500.0,31240370,서신면,면,340.0,90.0,0.2647,134.0,93.0,449.0,5.0,0.0,0.0,8.0,45.0,23.0,23.0,28.0,13.0,23.0,33.0,43.0,38.0,52.0
다사2809,126.6945,37.18154,928500.0,1909500.0,31240370,서신면,면,183.0,70.0,0.3825,93.0,77.0,85.0,5.0,5.0,0,5.0,13.0,13.0,8.0,13.0,8.0,8.0,18.0,23.0,28.0,42.0
다사2810,126.69441,37.19055,928500.0,1910500.0,31240370,서신면,면,143.0,70.0,0.4895,74.0,58.0,106.0,5.0,0.0,5.0,5.0,5.0,8.0,8.0,5.0,13.0,8.0,5.0,23.0,23.0,47.0
다사2811,126.69431,37.19956,928500.0,1911500.0,31240370,서신면,면,120.0,36.0,0.3,38.0,23.0,149.0,10.0,0.0,0.0,5.0,19.0,14.0,8.0,8.0,8.0,5.0,13.0,18.0,13.0,23.0
다사2812,126.69421,37.20858,928500.0,1912500.0,31240360,송산면,면,33.0,0,0.0,0.0,0,262.0,0,0,0,0,8.0,8.0,8.0,8.0,5.0,0,0,0,0,0
다사2813,126.69412,37.21759,928500.0,1913500.0,31240360,송산면,면,392.0,36.0,0.0918,38.0,17.0,1359.0,0.0,8.0,5.0,52.0,106.0,89.0,64.0,18.0,13.0,13.0,8.0,8.0,8.0,28.0
다사2814,126.69402,37.2266,928500.0,1914500.0,31240360,송산면,면,191.0,65.0,0.3403,69.0,48.0,376.0,0.0,5.0,8.0,8.0,20.0,18.0,14.0,8.0,13.0,13.0,18.0,18.0,23.0,42.0
다사2815,126.69393,37.23562,928500.0,1915500.0,31240360,송산면,면,118.0,54.0,0.4576,53.0,43.0,123.0,13.0,5.0,5.0,5.0,8.0,0.0,5.0,8.0,8.0,8.0,8.0,13.0,18.0,36.0
다사2816,126.69383,37.24463,928500.0,1916500.0,31240360,송산면,면,73.0,37.0,0.5068,33.0,33.0,11.0,0,5.0,0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,13.0,8.0,8.0,29.0
다사2817,126.69373,37.25364,928500.0,1917500.0,31240360,송산면,면,317.0,108.0,0.3407,152.0,150.0,28.0,10.0,0.0,8.0,5.0,21.0,30.0,22.0,13.0,13.0,13.0,33.0,43.0,38.0,70.0
다사2818,126.69364,37.26266,928500.0,1918500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사2819,126.69354,37.27167,928500.0,1919500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사2903,126.70633,37.12753,929500.0,1903500.0,31240370,서신면,면,5.0,5.0,1.0,8.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,0.0
다사2904,126.70624,37.13655,929500.0,1904500.0,31240370,서신면,면,158.0,70.0,0.443,75.0,67.0,38.0,10.0,8.0,0,0.0,5.0,13.0,5.0,8.0,8.0,8.0,13.0,28.0,18.0,52.0
다사2905,126.70614,37.14556,929500.0,1905500.0,31240370,서신면,면,173.0,72.0,0.4162,88.0,82.0,32.0,0.0,5.0,5.0,5.0,8.0,8.0,5.0,8.0,13.0,8.0,23.0,23.0,28.0,44.0
다사2906,126.70605,37.15457,929500.0,1906500.0,31240370,서신면,면,118.0,52.0,0.4407,53.0,48.0,77.0,0.0,0,0,5.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,18.0,18.0,34.0
다사2907,126.70595,37.16359,929500.0,1907500.0,31240370,서신면,면,461.0,123.0,0.2668,173.0,132.0,460.0,10.0,8.0,13.0,13.0,37.0,50.0,28.0,23.0,28.0,28.0,44.0,54.0,38.0,85.0
다사2908,126.70586,37.1726,929500.0,1908500.0,31240370,서신면,면,945.0,226.0,0.2392,391.0,334.0,270.0,26.0,37.0,30.0,57.0,54.0,57.0,43.0,43.0,71.0,102.0,101.0,102.0,76.0,150.0
다사2909,126.70577,37.18161,929500.0,1909500.0,31240370,서신면,면,200.0,65.0,0.325,78.0,68.0,174.0,5.0,5.0,5.0,8.0,18.0,15.0,8.0,8.0,8.0,13.0,18.0,23.0,23.0,42.0
다사2910,126.70567,37.19063,929500.0,1910500.0,31240370,서신면,면,104.0,39.0,0.375,33.0,28.0,138.0,0.0,0,0.0,14.0,11.0,11.0,8.0,5.0,5.0,5.0,5.0,13.0,13.0,26.0
다사2911,126.70558,37.19964,929500.0,1911500.0,31240360,송산면,면,118.0,65.0,0.5508,53.0,48.0,85.0,0,0,5.0,5.0,8.0,8.0,0,0.0,5.0,13.0,13.0,8.0,23.0,42.0
다사2912,126.70548,37.20865,929500.0,1912500.0,31240360,송산면,면,68.0,31.0,0.4559,18.0,18.0,147.0,0.0,0.0,0,0.0,5.0,8.0,5.0,8.0,5.0,5.0,8.0,13.0,5.0,26.0
다사2913,126.70539,37.21767,929500.0,1913500.0,31240360,송산면,면,148.0,52.0,0.3514,63.0,48.0,131.0,5.0,5.0,5.0,8.0,8.0,13.0,5.0,8.0,8.0,8.0,18.0,13.0,18.0,34.0
다사2914,126.70529,37.22668,929500.0,1914500.0,31240360,송산면,면,223.0,55.0,0.2466,93.0,73.0,184.0,5.0,5.0,8.0,8.0,18.0,18.0,8.0,8.0,8.0,13.0,28.0,43.0,13.0,42.0
다사2915,126.7052,37.23569,929500.0,1915500.0,31240360,송산면,면,78.0,44.0,0.5641,33.0,33.0,32.0,5.0,0.0,5.0,5.0,5.0,0,0,5.0,5.0,8.0,5.0,5.0,13.0,31.0
다사2916,126.7051,37.24471,929500.0,1916500.0,31240360,송산면,면,118.0,52.0,0.4407,53.0,48.0,19.0,0.0,5.0,5.0,0,5.0,5.0,8.0,5.0,13.0,8.0,8.0,18.0,18.0,34.0
다사2917,126.70501,37.25372,929500.0,1917500.0,31240360,송산면,면,113.0,42.0,0.3717,58.0,53.0,3.0,0,8.0,5.0,0.0,5.0,5.0,5.0,5.0,8.0,8.0,18.0,13.0,13.0,29.0
다사2918,126.70491,37.26273,929500.0,1918500.0,31240360,송산면,면,5.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,5.0,0,0,0,0
다사2919,126.70482,37.27175,929500.0,1919500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사3003,126.71759,37.12761,930500.0,1903500.0,31240370,서신면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사3004,126.7175,37.13662,930500.0,1904500.0,31240370,서신면,면,18.0,10.0,0.5556,8.0,13.0,3.0,0,0,0,0,0.0,0.0,0,0,0,0,5.0,5.0,5.0,5.0
다사3005,126.7174,37.14564,930500.0,1905500.0,31240370,서신면,면,73.0,37.0,0.5068,33.0,28.0,61.0,0.0,0,0,5.0,5.0,8.0,5.0,0.0,0.0,8.0,8.0,13.0,8.0,29.0
다사3006,126.71731,37.15465,930500.0,1906500.0,31240370,서신면,면,73.0,44.0,0.6027,33.0,33.0,14.0,0,0,0,5.0,8.0,5.0,0,0.0,0,8.0,8.0,8.0,13.0,31.0
다사3007,126.71722,37.16366,930500.0,1907500.0,31240370,서신면,면,186.0,41.0,0.2204,53.0,38.0,348.0,0.0,0.0,5.0,24.0,14.0,29.0,13.0,8.0,8.0,8.0,13.0,23.0,13.0,28.0
다사3008,126.71712,37.17268,930500.0,1908500.0,31240370,서신면,면,123.0,47.0,0.3821,58.0,53.0,11.0,0.0,5.0,0.0,0.0,8.0,13.0,5.0,5.0,5.0,5.0,13.0,28.0,18.0,29.0
다사3009,126.71703,37.18169,930500.0,1909500.0,31240350,마도면,면,175.0,49.0,0.28,43.0,33.0,344.0,0.0,0.0,5.0,13.0,25.0,28.0,18.0,8.0,8.0,8.0,13.0,13.0,23.0,26.0
다사3010,126.71694,37.1907,930500.0,1910500.0,31240370,서신면,면,103.0,44.0,0.4272,38.0,33.0,200.0,5.0,0.0,5.0,8.0,8.0,13.0,8.0,8.0,8.0,8.0,8.0,13.0,18.0,26.0
다사3011,126.71684,37.19972,930500.0,1911500.0,31240360,송산면,면,173.0,80.0,0.4624,73.0,58.0,60.0,0.0,5.0,0.0,5.0,8.0,13.0,8.0,8.0,5.0,13.0,13.0,28.0,28.0,52.0
다사3012,126.71675,37.20873,930500.0,1912500.0,31240360,송산면,면,226.0,75.0,0.3319,84.0,78.0,247.0,10.0,5.0,8.0,8.0,18.0,13.0,16.0,8.0,5.0,8.0,23.0,38.0,28.0,47.0
다사3013,126.71666,37.21774,930500.0,1913500.0,31240360,송산면,면,170.0,31.0,0.1824,43.0,23.0,548.0,0,0,0,18.0,25.0,38.0,13.0,18.0,5.0,8.0,8.0,18.0,8.0,23.0
다사3014,126.71657,37.22676,930500.0,1914500.0,31240360,송산면,면,173.0,60.0,0.3468,78.0,58.0,193.0,5.0,5.0,8.0,8.0,13.0,8.0,5.0,8.0,8.0,13.0,18.0,18.0,13.0,47.0
다사3015,126.71647,37.23577,930500.0,1915500.0,31240360,송산면,면,58.0,31.0,0.5345,23.0,18.0,5.0,0,5.0,0,0,5.0,0.0,8.0,5.0,5.0,5.0,5.0,8.0,8.0,23.0
다사3016,126.71638,37.24478,930500.0,1916500.0,31240360,송산면,면,128.0,60.0,0.4688,58.0,53.0,5.0,5.0,5.0,5.0,5.0,0.0,8.0,5.0,5.0,5.0,13.0,13.0,13.0,13.0,47.0
다사3017,126.71629,37.25379,930500.0,1917500.0,31240360,송산면,면,98.0,52.0,0.5306,54.0,48.0,5.0,0.0,5.0,0.0,0.0,5.0,0,5.0,5.0,5.0,8.0,13.0,18.0,13.0,39.0
다사3018,126.71619,37.26281,930500.0,1918500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사3019,126.7161,37.27182,930500.0,1919500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사3100,126.72912,37.10064,931500.0,1900500.0,31240130,우정읍,읍,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사3101,126.72903,37.10966,931500.0,1901500.0,31240130,우정읍,읍,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사3102,126.72894,37.11867,931500.0,1902500.0,31240130,우정읍,읍,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사3104,126.72875,37.1367,931500.0,1904500.0,31240370,서신면,면,38.0,20.0,0.5263,18.0,18.0,5.0,0,5.0,0.0,5.0,5.0,5.0,0,5.0,0.0,5.0,5.0,5.0,5.0,15.0
다사3105,126.72866,37.14571,931500.0,1905500.0,31240370,서신면,면,13.0,5.0,0.3846,5.0,5.0,0,0,0,0,0.0,0,5.0,0,0,5.0,5.0,0.0,0.0,5.0,0.0
다사3106,126.72857,37.15472,931500.0,1906500.0,31240370,서신면,면,234.0,133.0,0.5684,53.0,48.0,84.0,0.0,5.0,5.0,8.0,15.0,14.0,8.0,5.0,8.0,8.0,18.0,23.0,24.0,109.0
다사3107,126.72848,37.16374,931500.0,1907500.0,31240370,서신면,면,108.0,49.0,0.4537,53.0,48.0,43.0,0,0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,5.0,8.0,18.0,13.0,36.0
다사3108,126.72839,37.17275,931500.0,1908500.0,31240370,서신면,면,88.0,34.0,0.3864,43.0,43.0,8.0,5.0,5.0,5.0,0,8.0,0.0,5.0,8.0,5.0,8.0,8.0,13.0,13.0,21.0
다사3109,126.7283,37.18176,931500.0,1909500.0,31240350,마도면,면,97.0,18.0,0.1856,33.0,23.0,214.0,0,5.0,5.0,5.0,19.0,18.0,13.0,5.0,5.0,8.0,8.0,13.0,8.0,10.0
다사3110,126.7282,37.19078,931500.0,1910500.0,31240350,마도면,면,123.0,46.0,0.374,45.0,33.0,65.0,8.0,5.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,13.0,18.0,13.0,33.0
다사3111,126.72811,37.19979,931500.0,1911500.0,31240350,마도면,면,778.0,124.0,0.1594,333.0,316.0,204.0,32.0,37.0,35.0,23.0,53.0,38.0,36.0,75.0,77.0,75.0,93.0,76.0,61.0,63.0
다사3112,126.72802,37.2088,931500.0,1912500.0,31240360,송산면,면,443.0,100.0,0.2257,194.0,122.0,558.0,13.0,13.0,8.0,23.0,33.0,23.0,23.0,23.0,28.0,43.0,58.0,53.0,28.0,72.0
다사3113,126.72793,37.21782,931500.0,1913500.0,31240360,송산면,면,1377.0,277.0,0.2012,515.0,465.0,526.0,48.0,49.0,54.0,96.0,87.0,102.0,91.0,111.0,85.0,101.0,140.0,135.0,109.0,168.0
다사3114,126.72784,37.22683,931500.0,1914500.0,31240360,송산면,면,219.0,49.0,0.2237,53.0,38.0,642.0,10.0,5.0,0,14.0,31.0,50.0,18.0,13.0,8.0,13.0,18.0,13.0,13.0,36.0
다사3115,126.72774,37.23584,931500.0,1915500.0,31240360,송산면,면,244.0,80.0,0.3279,88.0,88.0,90.0,5.0,13.0,8.0,8.0,24.0,23.0,13.0,8.0,13.0,18.0,18.0,18.0,18.0,62.0
다사3116,126.72765,37.24486,931500.0,1916500.0,31240360,송산면,면,5.0,0.0,0.0,5.0,5.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,5.0,0,0.0
다사3117,126.72756,37.25387,931500.0,1917500.0,31240360,송산면,면,8.0,5.0,0.625,8.0,5.0,0,0,0,0,0,5.0,0,0,5.0,0,0,0,0,0.0,5.0
다사3118,126.72747,37.26288,931500.0,1918500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사3119,126.72738,37.2719,931500.0,1919500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사3121,126.72719,37.28992,931500.0,1921500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사3200,126.74037,37.10071,932500.0,1900500.0,31240130,우정읍,읍,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사3201,126.74028,37.10973,932500.0,1901500.0,31240130,우정읍,읍,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사3202,126.74019,37.11874,932500.0,1902500.0,31240130,우정읍,읍,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사3203,126.7401,37.12776,932500.0,1903500.0,31240130,우정읍,읍,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사3206,126.73983,37.1548,932500.0,1906500.0,31240370,서신면,면,38.0,8.0,0.2105,23.0,18.0,11.0,0,0,0,5.0,0,5.0,5.0,0.0,0,5.0,8.0,5.0,8.0,0.0
다사3207,126.73974,37.16381,932500.0,1907500.0,31240370,서신면,면,113.0,37.0,0.3274,38.0,28.0,325.0,0,0,0.0,13.0,8.0,8.0,8.0,5.0,8.0,5.0,13.0,13.0,8.0,29.0
다사3208,126.73965,37.17282,932500.0,1908500.0,31240350,마도면,면,133.0,47.0,0.3534,58.0,53.0,77.0,5.0,0,5.0,8.0,8.0,8.0,5.0,8.0,5.0,13.0,18.0,13.0,13.0,34.0
다사3209,126.73956,37.18184,932500.0,1909500.0,31240350,마도면,면,103.0,42.0,0.4078,38.0,43.0,40.0,5.0,0.0,0,0.0,8.0,8.0,8.0,5.0,5.0,5.0,8.0,18.0,13.0,29.0
다사3210,126.73947,37.19085,932500.0,1910500.0,31240350,마도면,면,234.0,64.0,0.2735,84.0,68.0,417.0,5.0,8.0,8.0,13.0,19.0,23.0,18.0,13.0,13.0,8.0,28.0,28.0,23.0,41.0
다사3211,126.73938,37.19986,932500.0,1911500.0,31240350,마도면,면,113.0,57.0,0.5044,58.0,53.0,56.0,0.0,0.0,5.0,0,0.0,5.0,5.0,5.0,8.0,5.0,8.0,18.0,18.0,39.0
다사3212,126.73929,37.20888,932500.0,1912500.0,31240360,송산면,면,555.0,123.0,0.2216,249.0,191.0,626.0,21.0,13.0,18.0,28.0,23.0,43.0,38.0,33.0,36.0,55.0,67.0,66.0,43.0,80.0
다사3213,126.7392,37.21789,932500.0,1913500.0,31240360,송산면,면,2788.0,601.0,0.2156,1140.0,919.0,651.0,124.0,93.0,125.0,102.0,165.0,208.0,157.0,180.0,221.0,258.0,286.0,272.0,211.0,390.0
다사3214,126.73911,37.2269,932500.0,1914500.0,31240360,송산면,면,68.0,23.0,0.3382,28.0,23.0,89.0,5.0,5.0,5.0,0.0,0.0,8.0,5.0,8.0,5.0,5.0,8.0,8.0,13.0,10.0
다사3215,126.73902,37.23592,932500.0,1915500.0,31240360,송산면,면,249.0,90.0,0.3614,93.0,78.0,226.0,0.0,5.0,5.0,22.0,20.0,18.0,8.0,13.0,13.0,18.0,23.0,23.0,18.0,72.0
다사3216,126.73893,37.24493,932500.0,1916500.0,31240360,송산면,면,133.0,60.0,0.4511,73.0,68.0,16.0,5.0,5.0,5.0,5.0,5.0,8.0,5.0,5.0,8.0,8.0,18.0,13.0,18.0,42.0
다사3217,126.73884,37.25394,932500.0,1917500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사3218,126.73875,37.26296,932500.0,1918500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사3219,126.73865,37.27197,932500.0,1919500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사3220,126.73856,37.28098,932500.0,1920500.0,31240360,송산면,면,8.0,0.0,0.0,5.0,5.0,3.0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0
다사3221,126.73847,37.28999,932500.0,1921500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
