grid_id,lon,lat,x_5179,y_5179,region_code,region,region_kind,pop,elderly,elderly_ratio,households,houses,workers,a0009,a1014,a1519,a2024,a2529,a3034,a3539,a4044,a4549,a5054,a5559,a6064,a6569,a70p
다바3495,126.76331,37.05579,934500.0,1895500.0,31240130,우정읍,읍,233.0,57.0,0.2446,112.0,87.0,491.0,5.0,5.0,0.0,8.0,23.0,23.0,13.0,8.0,8.0,18.0,23.0,48.0,23.0,34.0
다바3496,126.76323,37.0648,934500.0,1896500.0,31240130,우정읍,읍,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다바3497,126.76314,37.07382,934500.0,1897500.0,31240130,우정읍,읍,13.0,10.0,0.7692,8.0,5.0,7.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,5.0,5.0
다바3498,126.76305,37.08283,934500.0,1898500.0,31240130,우정읍,읍,5.0,0.0,0.0,0.0,5.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0
다바3499,126.76297,37.09184,934500.0,1899500.0,31240130,우정읍,읍,5.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
다바3593,126.77473,37.03783,935500.0,1893500.0,31240130,우정읍,읍,284.0,100.0,0.3521,146.0,100.0,51.0,5.0,5.0,5.0,8.0,32.0,18.0,8.0,13.0,13.0,23.0,33.0,30.0,28.0,72.0
다바3594,126.77465,37.04684,935500.0,1894500.0,31240130,우정읍,읍,63.0,28.0,0.4444,28.0,28.0,20.0,0,5.0,0,0,8.0,0.0,5.0,5.0,5.0,8.0,5.0,8.0,8.0,20.0
다바3595,126.77456,37.05586,935500.0,1895500.0,31240130,우정읍,읍,127.0,62.0,0.4882,54.0,49.0,420.0,5.0,5.0,5.0,5.0,17.0,8.0,5.0,5.0,5.0,8.0,13.0,13.0,23.0,39.0
다바3596,126.77447,37.06487,935500.0,1896500.0,31240130,우정읍,읍,128.0,59.0,0.4609,63.0,58.0,205.0,0.0,5.0,5.0,5.0,8.0,0.0,5.0,5.0,8.0,8.0,18.0,13.0,18.0,41.0
다바3597,126.77439,37.07389,935500.0,1897500.0,31240130,우정읍,읍,163.0,85.0,0.5215,78.0,78.0,8.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,13.0,8.0,18.0,23.0,18.0,67.0
다바3598,126.7743,37.0829,935500.0,1898500.0,31240130,우정읍,읍,143.0,60.0,0.4196,63.0,58.0,27.0,0.0,0,5.0,0.0,13.0,8.0,8.0,8.0,5.0,8.0,18.0,18.0,13.0,47.0
다바3599,126.77422,37.09191,935500.0,1899500.0,31240130,우정읍,읍,133.0,65.0,0.4887,53.0,48.0,79.0,0.0,5.0,5.0,8.0,8.0,5.0,5.0,8.0,8.0,8.0,13.0,18.0,18.0,47.0
다바3693,126.78598,37.0379,936500.0,1893500.0,31240130,우정읍,읍,53.0,36.0,0.6792,23.0,23.0,770.0,0,0,0,5.0,8.0,0,5.0,0.0,8.0,5.0,5.0,5.0,5.0,31.0
다바3694,126.78589,37.04691,936500.0,1894500.0,31240130,우정읍,읍,133.0,36.0,0.2707,73.0,63.0,33.0,5.0,5.0,5.0,0,5.0,8.0,8.0,8.0,18.0,8.0,18.0,28.0,13.0,23.0
다바3695,126.78581,37.05593,936500.0,1895500.0,31240130,우정읍,읍,544.0,85.0,0.1562,240.0,229.0,196.0,23.0,26.0,30.0,19.0,14.0,38.0,25.0,33.0,62.0,86.0,72.0,37.0,28.0,57.0
다바3696,126.78572,37.06494,936500.0,1896500.0,31240130,우정읍,읍,271.0,77.0,0.2841,116.0,104.0,145.0,8.0,8.0,8.0,13.0,13.0,21.0,8.0,8.0,13.0,18.0,48.0,33.0,38.0,39.0
다바3697,126.78564,37.07395,936500.0,1897500.0,31240130,우정읍,읍,98.0,45.0,0.4592,48.0,42.0,74.0,10.0,0.0,0.0,5.0,5.0,5.0,8.0,5.0,5.0,13.0,8.0,13.0,13.0,32.0
다바3698,126.78555,37.08297,936500.0,1898500.0,31240130,우정읍,읍,198.0,52.0,0.2626,53.0,49.0,159.0,5.0,8.0,5.0,14.0,22.0,18.0,13.0,18.0,8.0,13.0,18.0,18.0,18.0,34.0
다바3699,126.78547,37.09198,936500.0,1899500.0,31240130,우정읍,읍,68.0,36.0,0.5294,28.0,23.0,106.0,0.0,5.0,0,5.0,5.0,8.0,8.0,5.0,0.0,8.0,5.0,8.0,8.0,28.0
다바3791,126.79739,37.01994,937500.0,1891500.0,31240130,우정읍,읍,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
다바3792,126.7973,37.02895,937500.0,1892500.0,31240130,우정읍,읍,283.0,78.0,0.2756,99.0,99.0,297.0,10.0,8.0,0,8.0,27.0,41.0,29.0,19.0,8.0,13.0,23.0,29.0,23.0,55.0
다바3793,126.79722,37.03797,937500.0,1893500.0,31240130,우정읍,읍,304.0,91.0,0.2993,134.0,122.0,407.0,16.0,8.0,8.0,5.0,13.0,18.0,13.0,18.0,8.0,33.0,33.0,43.0,34.0,57.0
다바3794,126.79714,37.04698,937500.0,1894500.0,31240130,우정읍,읍,299.0,50.0,0.1672,73.0,23.0,1301.0,0,5.0,8.0,28.0,39.0,43.0,29.0,30.0,24.0,8.0,19.0,23.0,13.0,37.0
다바3795,126.79705,37.05599,937500.0,1895500.0,31240390,장안면,면,178.0,47.0,0.264,61.0,33.0,521.0,0.0,0,5.0,5.0,29.0,27.0,13.0,8.0,13.0,8.0,8.0,18.0,18.0,29.0
다바3796,126.79697,37.06501,937500.0,1896500.0,31240130,우정읍,읍,917.0,110.0,0.12,391.0,305.0,619.0,31.0,29.0,39.0,55.0,89.0,75.0,53.0,60.0,107.0,155.0,97.0,33.0,28.0,82.0
다바3797,126.79689,37.07402,937500.0,1897500.0,31240130,우정읍,읍,138.0,26.0,0.1884,48.0,35.0,447.0,5.0,0,0.0,8.0,18.0,13.0,13.0,8.0,8.0,13.0,13.0,23.0,8.0,18.0
다바3798,126.7968,37.08303,937500.0,1898500.0,31240130,우정읍,읍,237.0,54.0,0.2278,95.0,82.0,75.0,10.0,13.0,8.0,13.0,13.0,13.0,13.0,8.0,13.0,36.0,24.0,23.0,18.0,36.0
다바3799,126.79672,37.09205,937500.0,1899500.0,31240130,우정읍,읍,118.0,51.0,0.4322,53.0,48.0,49.0,0,0,5.0,5.0,8.0,8.0,8.0,5.0,5.0,8.0,13.0,18.0,18.0,33.0
다바3891,126.80863,37.02001,938500.0,1891500.0,31240130,우정읍,읍,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다바3892,126.80854,37.02902,938500.0,1892500.0,31240130,우정읍,읍,49.0,0.0,0.0,8.0,5.0,75.0,0,0,0,0,14.0,20.0,8.0,5.0,0.0,0.0,5.0,0.0,0.0,0
다바3893,126.80846,37.03803,938500.0,1893500.0,31240130,우정읍,읍,218.0,5.0,0.0229,100.0,91.0,278.0,0,5.0,5.0,5.0,77.0,46.0,13.0,18.0,21.0,18.0,13.0,5.0,5.0,0.0
다바3894,126.80838,37.04705,938500.0,1894500.0,31240130,우정읍,읍,285.0,80.0,0.2807,93.0,83.0,309.0,5.0,8.0,8.0,13.0,19.0,29.0,18.0,18.0,18.0,23.0,23.0,23.0,18.0,62.0
다바3895,126.8083,37.05606,938500.0,1895500.0,31240390,장안면,면,93.0,31.0,0.3333,33.0,18.0,148.0,0,5.0,5.0,5.0,8.0,8.0,15.0,8.0,0.0,5.0,8.0,8.0,8.0,23.0
다바3896,126.80822,37.06507,938500.0,1896500.0,31240390,장안면,면,441.0,82.0,0.1859,158.0,152.0,126.0,36.0,18.0,13.0,13.0,18.0,34.0,34.0,43.0,39.0,38.0,38.0,38.0,38.0,44.0
다바3897,126.80814,37.07409,938500.0,1897500.0,31240390,장안면,면,1212.0,191.0,0.1576,341.0,265.0,210.0,51.0,23.0,33.0,68.0,108.0,134.0,97.0,106.0,88.0,107.0,126.0,94.0,63.0,128.0
다바3898,126.80805,37.0831,938500.0,1898500.0,31240130,우정읍,읍,1408.0,235.0,0.1669,539.0,500.0,129.0,57.0,60.0,69.0,55.0,81.0,63.0,87.0,121.0,138.0,160.0,152.0,136.0,80.0,155.0
다바3899,126.80797,37.09211,938500.0,1899500.0,31240130,우정읍,읍,108.0,37.0,0.3426,43.0,33.0,77.0,0.0,0,0.0,5.0,8.0,13.0,8.0,5.0,13.0,8.0,8.0,8.0,8.0,29.0
다바3991,126.81987,37.02007,939500.0,1891500.0,31240390,장안면,면,0.0,0,0.0,0.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
다바3992,126.81979,37.02908,939500.0,1892500.0,31240390,장안면,면,53.0,31.0,0.5849,23.0,21.0,23.0,0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,23.0
다바3993,126.81971,37.0381,939500.0,1893500.0,31240390,장안면,면,178.0,83.0,0.4663,79.0,76.0,40.0,0.0,5.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,13.0,18.0,18.0,23.0,60.0
다바3994,126.81963,37.04711,939500.0,1894500.0,31240390,장안면,면,208.0,77.0,0.3702,88.0,83.0,5.0,10.0,5.0,5.0,5.0,5.0,13.0,18.0,13.0,8.0,13.0,23.0,23.0,33.0,44.0
다바3995,126.81955,37.05613,939500.0,1895500.0,31240390,장안면,면,108.0,26.0,0.2407,39.0,28.0,238.0,5.0,5.0,5.0,8.0,5.0,8.0,5.0,13.0,13.0,13.0,13.0,8.0,5.0,21.0
다바3996,126.81947,37.06514,939500.0,1896500.0,31240390,장안면,면,263.0,95.0,0.3612,106.0,98.0,179.0,10.0,8.0,8.0,8.0,8.0,18.0,8.0,18.0,18.0,18.0,23.0,33.0,28.0,67.0
다바3997,126.81938,37.07415,939500.0,1897500.0,31240390,장안면,면,1675.0,193.0,0.1152,572.0,523.0,277.0,73.0,84.0,98.0,94.0,125.0,139.0,110.0,127.0,165.0,156.0,180.0,137.0,86.0,107.0
다바3998,126.8193,37.08317,939500.0,1898500.0,31240130,우정읍,읍,4856.0,780.0,0.1606,1579.0,1265.0,1504.0,219.0,191.0,205.0,230.0,274.0,330.0,377.0,426.0,441.0,497.0,465.0,415.0,301.0,479.0
다바3999,126.81922,37.09218,939500.0,1899500.0,31240130,우정읍,읍,2653.0,301.0,0.1135,876.0,880.0,379.0,128.0,181.0,247.0,146.0,135.0,120.0,139.0,209.0,298.0,292.0,276.0,180.0,126.0,175.0
다바4091,126.83111,37.02013,940500.0,1891500.0,31240390,장안면,면,8.0,0,0.0,0,0,9.0,0,0,0,0.0,0.0,5.0,5.0,8.0,0,0,0,0,0,0
다바4092,126.83103,37.02915,940500.0,1892500.0,31240390,장안면,면,13.0,0.0,0.0,5.0,0.0,33.0,5.0,0,0,5.0,0.0,5.0,5.0,0,0.0,0.0,0,0,0,0.0
다바4093,126.83095,37.03816,940500.0,1893500.0,31240390,장안면,면,48.0,31.0,0.6458,23.0,18.0,5.0,5.0,0.0,0,5.0,0.0,0.0,0,5.0,5.0,5.0,8.0,5.0,5.0,26.0
다바4094,126.83087,37.04718,940500.0,1894500.0,31240390,장안면,면,50.0,10.0,0.2,18.0,8.0,86.0,0,0,0,5.0,12.0,8.0,5.0,0,5.0,8.0,5.0,8.0,0,10.0
다바4095,126.83079,37.05619,940500.0,1895500.0,31240390,장안면,면,53.0,31.0,0.5849,18.0,13.0,42.0,10.0,5.0,0.0,5.0,5.0,5.0,5.0,8.0,8.0,0,0.0,0.0,8.0,23.0
다바4096,126.83071,37.0652,940500.0,1896500.0,31240390,장안면,면,107.0,15.0,0.1402,18.0,8.0,210.0,0,0.0,0.0,8.0,21.0,19.0,18.0,8.0,8.0,8.0,8.0,5.0,5.0,10.0
다바4097,126.83063,37.07422,940500.0,1897500.0,31240390,장안면,면,178.0,70.0,0.3933,78.0,63.0,125.0,5.0,0.0,0.0,8.0,13.0,8.0,5.0,13.0,8.0,13.0,23.0,18.0,23.0,47.0
다바4098,126.83055,37.08323,940500.0,1898500.0,31240390,장안면,면,866.0,122.0,0.1409,310.0,150.0,556.0,26.0,22.0,30.0,44.0,83.0,66.0,87.0,62.0,76.0,80.0,78.0,83.0,58.0,64.0
다바4099,126.83048,37.09224,940500.0,1899500.0,31240390,장안면,면,474.0,100.0,0.211,177.0,114.0,172.0,16.0,18.0,13.0,13.0,34.0,43.0,28.0,33.0,48.0,43.0,53.0,38.0,38.0,62.0
다바4191,126.84235,37.0202,941500.0,1891500.0,31240390,장안면,면,5.0,0,0.0,0,0,3.0,0,0,0,0,5.0,0.0,0,0,0,0,0,0,0,0
다바4192,126.84227,37.02921,941500.0,1892500.0,31240390,장안면,면,8.0,10.0,1.25,5.0,0.0,10.0,0,0,0,0,0,0,0,0.0,0,0,0.0,5.0,0,10.0
다바4193,126.84219,37.03822,941500.0,1893500.0,31240390,장안면,면,378.0,160.0,0.4233,175.0,160.0,103.0,5.0,5.0,8.0,13.0,13.0,18.0,13.0,18.0,18.0,33.0,38.0,43.0,43.0,117.0
다바4194,126.84212,37.04724,941500.0,1894500.0,31240390,장안면,면,38.0,15.0,0.3947,13.0,13.0,14.0,5.0,0,0.0,5.0,5.0,0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,10.0
다바4195,126.84204,37.05625,941500.0,1895500.0,31240390,장안면,면,118.0,64.0,0.5424,54.0,48.0,61.0,5.0,0.0,5.0,0.0,8.0,13.0,8.0,5.0,5.0,8.0,8.0,13.0,23.0,41.0
다바4196,126.84196,37.06527,941500.0,1896500.0,31240390,장안면,면,274.0,85.0,0.3102,86.0,71.0,364.0,10.0,0.0,0.0,8.0,33.0,37.0,19.0,24.0,8.0,18.0,13.0,23.0,28.0,57.0
다바4197,126.84188,37.07428,941500.0,1897500.0,31240390,장안면,면,283.0,121.0,0.4276,28.0,18.0,155.0,0.0,5.0,0.0,8.0,13.0,21.0,8.0,13.0,8.0,19.0,31.0,46.0,51.0,70.0
다바4198,126.84181,37.08329,941500.0,1898500.0,31240390,장안면,면,89.0,15.0,0.1685,23.0,8.0,265.0,0,5.0,0.0,8.0,13.0,18.0,14.0,5.0,5.0,5.0,8.0,5.0,5.0,10.0
다바4199,126.84173,37.09231,941500.0,1899500.0,31240390,장안면,면,303.0,65.0,0.2145,122.0,90.0,235.0,10.0,8.0,8.0,13.0,18.0,24.0,18.0,23.0,23.0,29.0,41.0,33.0,23.0,42.0
다바4292,126.85351,37.02927,942500.0,1892500.0,31240390,장안면,면,58.0,13.0,0.2241,18.0,18.0,18.0,5.0,0.0,5.0,5.0,5.0,8.0,5.0,5.0,13.0,5.0,8.0,5.0,5.0,8.0
다바4293,126.85344,37.03829,942500.0,1893500.0,31240390,장안면,면,358.0,118.0,0.3296,123.0,119.0,170.0,0.0,8.0,8.0,13.0,34.0,52.0,28.0,13.0,18.0,18.0,23.0,33.0,33.0,85.0
다바4294,126.85336,37.0473,942500.0,1894500.0,31240390,장안면,면,126.0,37.0,0.2937,43.0,28.0,288.0,0,0,0,5.0,22.0,20.0,12.0,8.0,5.0,8.0,13.0,13.0,8.0,29.0
다바4295,126.85329,37.05631,942500.0,1895500.0,31240390,장안면,면,153.0,55.0,0.3595,56.0,45.0,201.0,0.0,8.0,5.0,8.0,8.0,15.0,21.0,8.0,8.0,8.0,8.0,13.0,18.0,37.0
다바4296,126.85321,37.06533,942500.0,1896500.0,31240390,장안면,면,252.0,29.0,0.1151,54.0,23.0,980.0,0.0,0.0,5.0,29.0,41.0,48.0,28.0,18.0,13.0,18.0,18.0,13.0,8.0,21.0
다바4297,126.85313,37.07434,942500.0,1897500.0,31240390,장안면,면,436.0,83.0,0.1904,118.0,91.0,745.0,10.0,0.0,5.0,35.0,73.0,74.0,48.0,28.0,18.0,23.0,28.0,23.0,28.0,55.0
다바4298,126.85306,37.08335,942500.0,1898500.0,31240390,장안면,면,167.0,26.0,0.1557,43.0,23.0,576.0,5.0,0,5.0,20.0,28.0,25.0,18.0,8.0,13.0,8.0,8.0,13.0,8.0,18.0
다바4299,126.85298,37.09237,942500.0,1899500.0,31240390,장안면,면,232.0,10.0,0.0431,23.0,5.0,891.0,0,0,0.0,32.0,66.0,38.0,45.0,23.0,8.0,8.0,8.0,5.0,5.0,5.0
다바4393,126.86468,37.03835,943500.0,1893500.0,31240390,장안면,면,18.0,0.0,0.0,5.0,0.0,3.0,0,0,0,0,0.0,5.0,5.0,0,5.0,0,5.0,0,0,0.0
다바4394,126.86461,37.04736,943500.0,1894500.0,31240390,장안면,면,78.0,36.0,0.4615,38.0,33.0,21.0,0,0,0,5.0,8.0,5.0,0.0,5.0,5.0,5.0,13.0,8.0,13.0,23.0
다바4395,126.86453,37.05637,943500.0,1895500.0,31240390,장안면,면,98.0,47.0,0.4796,39.0,38.0,69.0,5.0,5.0,0,0,8.0,8.0,5.0,5.0,8.0,5.0,8.0,13.0,18.0,29.0
다바4396,126.86446,37.06539,943500.0,1896500.0,31240390,장안면,면,110.0,31.0,0.2818,13.0,8.0,134.0,0,5.0,0.0,8.0,15.0,11.0,0.0,8.0,8.0,8.0,15.0,23.0,16.0,15.0
다바4397,126.86438,37.0744,943500.0,1897500.0,31240390,장안면,면,461.0,62.0,0.1345,86.0,53.0,1229.0,5.0,5.0,5.0,35.0,88.0,102.0,43.0,33.0,28.0,18.0,29.0,29.0,18.0,44.0
다바4398,126.86431,37.08342,943500.0,1898500.0,31240390,장안면,면,411.0,65.0,0.1582,104.0,64.0,969.0,10.0,0,8.0,31.0,58.0,68.0,33.0,33.0,18.0,23.0,33.0,38.0,23.0,42.0
다바4399,126.86423,37.09243,943500.0,1899500.0,31240390,장안면,면,576.0,119.0,0.2066,139.0,99.0,684.0,16.0,5.0,13.0,48.0,74.0,88.0,37.0,28.0,33.0,45.0,43.0,38.0,28.0,91.0
다바4495,126.87578,37.05643,944500.0,1895500.0,31240390,장안면,면,8.0,0,0.0,5.0,0.0,5.0,0,0,0,0,0.0,0.0,5.0,5.0,0.0,0,0,0,0,0
다바4496,126.8757,37.06545,944500.0,1896500.0,31240390,장안면,면,43.0,10.0,0.2326,18.0,13.0,26.0,5.0,0.0,0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,5.0,5.0
다바4497,126.87563,37.07446,944500.0,1897500.0,31240390,장안면,면,38.0,5.0,0.1316,8.0,0,346.0,0,0,0,5.0,5.0,8.0,5.0,5.0,0,5.0,0.0,5.0,0.0,5.0
다바4498,126.87556,37.08348,944500.0,1898500.0,31240390,장안면,면,39.0,10.0,0.2564,8.0,8.0,17.0,0,0,0,5.0,11.0,5.0,5.0,5.0,5.0,0,0.0,5.0,5.0,5.0
다바4499,126.87548,37.09249,944500.0,1899500.0,31240390,장안면,면,68.0,33.0,0.4853,23.0,18.0,117.0,5.0,0.0,5.0,5.0,0.0,8.0,5.0,8.0,0,8.0,5.0,13.0,8.0,25.0
다바4597,126.88688,37.07452,945500.0,1897500.0,31240140,향남읍,읍,108.0,39.0,0.3611,49.0,35.0,163.0,5.0,5.0,5.0,0.0,5.0,5.0,8.0,8.0,8.0,8.0,13.0,13.0,13.0,26.0
다바4598,126.88681,37.08353,945500.0,1898500.0,31240140,향남읍,읍,51.0,5.0,0.098,8.0,5.0,174.0,0,0,0,5.0,15.0,11.0,8.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0
다바4599,126.88673,37.09255,945500.0,1899500.0,31240140,향남읍,읍,285.0,142.0,0.4982,73.0,52.0,329.0,10.0,5.0,8.0,8.0,18.0,23.0,18.0,18.0,18.0,18.0,18.0,13.0,23.0,119.0
다바4697,126.89813,37.07458,946500.0,1897500.0,31240140,향남읍,읍,73.0,28.0,0.3836,33.0,28.0,189.0,0,5.0,5.0,0,8.0,8.0,5.0,5.0,8.0,8.0,13.0,8.0,8.0,20.0
다바4698,126.89806,37.08359,946500.0,1898500.0,31240140,향남읍,읍,769.0,39.0,0.0507,75.0,28.0,3343.0,10.0,5.0,8.0,67.0,176.0,201.0,134.0,63.0,33.0,23.0,13.0,18.0,8.0,31.0
다바4699,126.89799,37.09261,946500.0,1899500.0,31240140,향남읍,읍,1112.0,181.0,0.1628,684.0,706.0,1830.0,47.0,19.0,18.0,38.0,101.0,127.0,104.0,111.0,79.0,97.0,94.0,92.0,66.0,115.0
다바4797,126.90938,37.07463,947500.0,1897500.0,31240420,양감면,면,203.0,60.0,0.2956,78.0,63.0,1295.0,5.0,5.0,8.0,8.0,13.0,28.0,23.0,18.0,8.0,8.0,18.0,13.0,23.0,37.0
다바4798,126.90931,37.08365,947500.0,1898500.0,31240140,향남읍,읍,3945.0,164.0,0.0416,1937.0,700.0,3493.0,134.0,39.0,47.0,224.0,601.0,687.0,583.0,443.0,314.0,347.0,202.0,163.0,84.0,80.0
다바4799,126.90924,37.09266,947500.0,1899500.0,31240140,향남읍,읍,68.0,0.0,0.0,8.0,0.0,4971.0,0.0,0,0,8.0,24.0,13.0,11.0,5.0,8.0,0.0,0,0,0,0.0
다바4896,126.9207,37.06568,948500.0,1896500.0,31240420,양감면,면,289.0,97.0,0.3356,89.0,53.0,291.0,0.0,0.0,0.0,13.0,23.0,36.0,33.0,13.0,13.0,13.0,23.0,28.0,33.0,64.0
다바4897,126.92063,37.07469,948500.0,1897500.0,31240420,양감면,면,187.0,43.0,0.2299,49.0,28.0,315.0,0,0.0,8.0,8.0,30.0,35.0,18.0,8.0,8.0,13.0,13.0,18.0,18.0,25.0
다바4898,126.92056,37.0837,948500.0,1898500.0,31240140,향남읍,읍,240.0,49.0,0.2042,64.0,38.0,778.0,5.0,0,5.0,13.0,34.0,45.0,27.0,18.0,13.0,13.0,13.0,18.0,18.0,31.0
다바4899,126.92049,37.09272,948500.0,1899500.0,31240140,향남읍,읍,93.0,26.0,0.2796,28.0,18.0,736.0,5.0,0,0,0.0,13.0,13.0,13.0,8.0,5.0,8.0,8.0,5.0,8.0,18.0
다바4996,126.93194,37.06573,949500.0,1896500.0,31240420,양감면,면,210.0,21.0,0.1,69.0,23.0,652.0,5.0,0,0.0,14.0,23.0,43.0,18.0,13.0,13.0,14.0,16.0,25.0,13.0,8.0
다바4997,126.93188,37.07474,949500.0,1897500.0,31240420,양감면,면,133.0,34.0,0.2556,28.0,25.0,486.0,0,0,0.0,12.0,28.0,15.0,8.0,14.0,8.0,8.0,8.0,5.0,13.0,21.0
다바4998,126.93181,37.08376,949500.0,1898500.0,31240420,양감면,면,157.0,49.0,0.3121,48.0,33.0,532.0,10.0,0,0,21.0,14.0,20.0,13.0,8.0,8.0,13.0,8.0,13.0,8.0,41.0
다바4999,126.93174,37.09277,949500.0,1899500.0,31240420,양감면,면,221.0,37.0,0.1674,73.0,67.0,396.0,0.0,0.0,5.0,14.0,40.0,30.0,18.0,18.0,13.0,13.0,8.0,23.0,8.0,29.0
다바5096,126.94319,37.06578,950500.0,1896500.0,31240420,양감면,면,265.0,15.0,0.0566,31.0,8.0,1123.0,0,0.0,5.0,35.0,62.0,64.0,23.0,28.0,13.0,8.0,13.0,5.0,5.0,10.0
다바5097,126.94313,37.0748,950500.0,1897500.0,31240420,양감면,면,398.0,44.0,0.1106,68.0,48.0,976.0,0.0,5.0,5.0,25.0,78.0,84.0,60.0,28.0,18.0,18.0,28.0,18.0,18.0,26.0
다바5098,126.94306,37.08381,950500.0,1898500.0,31240420,양감면,면,604.0,108.0,0.1788,232.0,141.0,491.0,16.0,8.0,13.0,29.0,57.0,65.0,64.0,53.0,43.0,46.0,53.0,53.0,38.0,70.0
다바5099,126.943,37.09283,950500.0,1899500.0,31240420,양감면,면,280.0,44.0,0.1571,83.0,50.0,397.0,5.0,5.0,8.0,8.0,29.0,39.0,28.0,28.0,28.0,23.0,28.0,18.0,23.0,21.0
다바5197,126.95438,37.07485,951500.0,1897500.0,31240420,양감면,면,169.0,34.0,0.2012,58.0,48.0,246.0,5.0,5.0,5.0,14.0,18.0,18.0,13.0,13.0,8.0,18.0,18.0,23.0,8.0,26.0
다바5198,126.95431,37.08386,951500.0,1898500.0,31240420,양감면,면,178.0,65.0,0.3652,68.0,63.0,55.0,5.0,5.0,5.0,13.0,13.0,13.0,13.0,8.0,8.0,13.0,18.0,13.0,23.0,42.0
다바5199,126.95425,37.09288,951500.0,1899500.0,31240420,양감면,면,278.0,44.0,0.1583,66.0,46.0,377.0,10.0,0.0,5.0,18.0,49.0,31.0,21.0,19.0,13.0,23.0,23.0,30.0,23.0,21.0
다바5297,126.96563,37.0749,952500.0,1897500.0,31240420,양감면,면,202.0,36.0,0.1782,43.0,23.0,559.0,0,0.0,8.0,22.0,23.0,43.0,18.0,13.0,8.0,8.0,18.0,13.0,13.0,23.0
다바5298,126.96556,37.08392,952500.0,1898500.0,31240420,양감면,면,89.0,36.0,0.4045,28.0,23.0,405.0,5.0,5.0,0,5.0,5.0,13.0,11.0,8.0,8.0,5.0,5.0,8.0,18.0,18.0
다바5299,126.9655,37.09293,952500.0,1899500.0,31240420,양감면,면,400.0,85.0,0.2125,103.0,81.0,958.0,13.0,5.0,5.0,33.0,45.0,62.0,33.0,39.0,23.0,13.0,23.0,28.0,28.0,57.0
다바5397,126.97688,37.07495,953500.0,1897500.0,31240420,양감면,면,184.0,41.0,0.2228,48.0,38.0,319.0,10.0,0,0,5.0,33.0,34.0,23.0,18.0,8.0,8.0,8.0,13.0,13.0,28.0
다바5398,126.97681,37.08397,953500.0,1898500.0,31240420,양감면,면,248.0,39.0,0.1573,53.0,43.0,794.0,5.0,5.0,5.0,14.0,57.0,48.0,28.0,23.0,8.0,8.0,8.0,13.0,13.0,26.0
다바5399,126.97675,37.09298,953500.0,1899500.0,31240420,양감면,면,139.0,23.0,0.1655,38.0,23.0,435.0,5.0,0,5.0,5.0,13.0,18.0,19.0,8.0,13.0,18.0,13.0,8.0,8.0,15.0
다바5497,126.98813,37.075,954500.0,1897500.0,31240420,양감면,면,186.0,70.0,0.3763,68.0,63.0,107.0,5.0,5.0,0,5.0,14.0,13.0,18.0,5.0,8.0,13.0,18.0,30.0,18.0,52.0
다바5498,126.98806,37.08401,954500.0,1898500.0,31240420,양감면,면,38.0,10.0,0.2632,13.0,5.0,126.0,0,0,0,5.0,8.0,5.0,5.0,5.0,0,5.0,5.0,5.0,0.0,10.0
다바5499,126.988,37.09303,954500.0,1899500.0,31240420,양감면,면,249.0,101.0,0.4056,83.0,68.0,242.0,5.0,0.0,5.0,8.0,23.0,23.0,13.0,8.0,8.0,8.0,28.0,23.0,33.0,68.0
다사1401,126.53771,37.10826,914500.0,1901500.0,31240130,우정읍,읍,13.0,10.0,0.7692,8.0,5.0,0.0,0,0,0,0,0,0,0.0,0,5.0,5.0,0.0,0,5.0,5.0
다사2208,126.62702,37.17205,922500.0,1908500.0,31240370,서신면,면,183.0,85.0,0.4645,85.0,55.0,153.0,10.0,0.0,0,5.0,13.0,8.0,8.0,8.0,8.0,5.0,18.0,33.0,33.0,52.0
다사2302,126.63889,37.11805,923500.0,1902500.0,31240370,서신면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사2405,126.64985,37.14517,924500.0,1905500.0,31240370,서신면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다사2416,126.64873,37.24431,924500.0,1916500.0,31240360,송산면,면,93.0,39.0,0.4194,48.0,43.0,10.0,0,0,0,8.0,5.0,8.0,5.0,8.0,5.0,8.0,8.0,13.0,13.0,26.0
다사2417,126.64863,37.25333,924500.0,1917500.0,31240360,송산면,면,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
