시군구코드,시군구명,시간코드,외국인구분,남자0009수,남자1014수,남자1519수,남자2024수,남자2529수,남자3034수,남자3539수,남자4044수,남자4549수,남자5054수,남자5559수,남자6064수,남자6569수,여자0009수,여자1014수,여자1519수,여자2024수,여자2529수,여자3034수,여자3539수,여자4044수,여자4549수,여자5054수,여자5559수,여자6064수,여자6569수,연도_월_일
41590,화성시,15,내국인,9717.43,7564.71,7221.48,10934.49,12304.01,11031.26,14919.52,15138.96,15820.42,14725.48,13282.5,8353.77,4302.48,9038.91,6826.25,6249.56,7054.21,8731.16,10217.17,13646.62,11585.49,11503.21,10088.56,8966.32,6740.43,3686.24,20231212
41590,화성시,1,외국인,2.07,33.32,439.88,831.93,891.28,771.86,491.92,252.68,237.11,159.99,159.95,67.69,25.72,10.3,16.45,156.66,235.52,299.49,324.56,260.45,206.65,180.3,133.95,80.83,56.75,17.52,20231228
41590,화성시,0,내국인,2602.43,2972.03,3744.54,5145.89,5436.56,5442.76,6668.5,5747.69,5537.45,4225.4,3251.66,2061.48,1102.02,2389.35,2257.08,2960.16,3412.82,4131.14,4400.54,5627.63,4449.32,4084.24,3342.69,2701.95,1951.59,1061.93,20231219
41590,화성시,5,외국인,3.93,12.11,341.13,704.22,860.58,803.37,582.69,289.42,368.53,323.81,244.34,90.83,39.5,2.07,13.78,115.37,226.91,327.76,276.48,273.4,195.94,200.56,164.88,105.79,49.08,20.32,20231219
41590,화성시,17,내국인,10918.43,8218.03,7243.22,10694.08,11105.3,10573.35,14282.44,13911.11,14135.49,12040.69,10210.58,6552.59,3226.67,10341.14,8007.49,6007.64,7324.69,8946.01,10604.36,13179.75,10868.86,10546.09,9044.57,7350.58,5132.11,2652.91,20231205
41590,화성시,0,내국인,3960.01,4710.9,5626.44,6679.48,7272.48,6873.28,8392.28,7114.72,6536.71,4891.7,4060.33,2602.99,1251.16,3527.52,3623.69,4772.54,5986.87,6528.82,6048.95,7631.36,5878.14,5450.08,4315.58,3657.37,2364.95,1372.56,20231224
41590,화성시,12,외국인,9.37,64.31,1142.67,2311.12,2483.19,2457.03,1799.78,1201.45,1381.61,1182.84,798.26,329.55,75.23,12.03,14.63,449.74,695.09,918.9,1026.48,870.7,741.23,749.11,532.11,374.18,151.75,75.21,20231204
41590,화성시,16,외국인,11.13,67.15,981.61,2029.39,2004.26,1843.27,1349.74,915.57,904.82,700.48,491.02,240.52,65.37,22.1,50.95,382.12,576.35,799.11,872.26,678.62,575.15,607.29,434.62,299.66,145.52,65.11,20231215
41590,화성시,23,외국인,5.52,41.22,566.93,1526.66,1481.33,1195.37,653.5,333.8,311.79,234.02,154.42,68.5,22.76,6.22,23.08,306.59,392.62,429.63,463.7,304.7,263.62,210.01,161.49,129.95,80.83,32.2,20231202
41590,화성시,11,외국인,11.46,74.25,1107.78,2263.48,2358.75,2327.33,1716.62,1134.39,1170.18,1115.12,680.22,342.12,75.11,11.63,27.96,471.06,660.39,881.03,906.71,836.7,652.92,625.53,431.26,414.55,153.7,61.89,20231218
41590,화성시,5,내국인,2808.19,2995.92,4170.93,5496.27,5757.53,5869.95,7533.42,6880.27,6838.21,5750.23,4921.99,3220.15,1640.91,2710.72,2570.89,3257.21,3594.79,4301.57,4759.65,6107.14,4961.02,4965.99,4203.83,3558.16,2495.12,1521.95,20231229
41590,화성시,16,외국인,15.0,82.59,1004.3,2098.24,2113.71,1973.71,1485.86,945.48,938.48,822.41,543.26,249.8,83.4,11.63,50.54,447.19,642.92,808.21,947.81,726.96,564.15,608.65,469.38,297.88,141.18,50.75,20231220
41590,화성시,15,외국인,15.44,76.54,1100.52,2079.44,2178.66,2172.97,1643.65,1028.57,1021.79,947.45,569.79,266.98,65.67,12.2,30.54,428.04,649.7,837.46,899.38,818.25,700.81,605.84,482.43,334.5,153.15,38.64,20231218
41590,화성시,6,외국인,3.93,16.08,505.39,1071.26,1174.8,1170.2,991.15,671.65,737.76,728.5,519.98,191.16,67.49,2.07,17.51,177.18,333.48,439.65,379.81,371.36,337.19,305.5,247.06,138.77,53.71,32.13,20231219
41590,화성시,23,내국인,3565.74,4395.0,4509.26,6988.66,8009.86,7540.48,9448.47,8015.01,7500.21,5486.48,4408.0,2761.02,1346.39,3521.31,3811.08,3859.38,4910.0,5904.3,6051.64,7880.36,6364.12,5841.48,4392.18,3592.19,2615.63,1389.15,20231206
41590,화성시,6,내국인,3107.75,3012.71,3815.74,6208.31,7074.82,7137.15,9276.17,9045.8,9857.76,8767.68,7363.45,4473.67,2088.02,2883.96,2710.56,3108.42,3804.5,4925.5,4960.55,6732.37,5974.0,5789.54,4953.93,4289.59,2902.23,1643.58,20231219
41590,화성시,4,외국인,5.62,22.14,511.27,1286.62,1247.89,923.8,591.38,247.24,218.48,171.59,137.14,88.25,34.97,6.28,33.74,168.71,268.26,348.62,300.91,219.04,219.56,166.03,154.48,108.06,64.74,12.04,20231224
41590,화성시,21,외국인,3.84,43.6,719.16,1576.26,1578.03,1303.73,809.61,439.42,471.32,324.85,218.57,92.32,41.97,12.3,29.0,286.43,446.7,564.91,526.87,373.12,297.33,308.22,270.81,130.62,88.33,31.06,20231212
41590,화성시,3,외국인,3.83,28.41,285.96,713.88,732.18,678.44,420.14,201.22,213.37,170.99,115.91,44.5,22.0,0.0,8.3,141.01,175.08,282.12,302.09,190.33,168.83,154.31,120.89,88.17,44.56,15.93,20231208
41590,화성시,23,외국인,3.54,53.41,733.9,1730.68,1825.15,1308.11,815.36,342.21,342.72,274.09,212.21,108.69,35.28,6.22,30.75,318.81,422.23,493.8,477.68,342.11,256.72,287.92,221.17,126.33,80.98,15.89,20231223
41590,화성시,10,내국인,7412.61,5800.03,5897.65,9622.37,11496.49,10394.56,13210.12,14035.53,14799.39,13617.31,12427.29,8041.83,4316.45,7074.1,5673.82,5212.49,6085.47,7934.06,9613.41,12805.48,10670.09,10539.49,8990.06,8379.59,6158.06,3381.91,20231211
41590,화성시,15,내국인,9267.33,7583.94,8072.37,10648.37,11952.55,11066.12,14924.27,15337.66,16280.02,14641.34,13260.03,8546.7,4363.4,8818.0,6600.74,6300.55,7386.7,9018.97,10645.99,14323.89,12029.5,11623.37,10256.04,9110.19,6580.0,3669.91,20231226
41590,화성시,10,외국인,3.84,78.98,1024.12,2108.06,2215.88,2155.6,1670.7,1102.54,1171.05,1005.29,809.26,332.53,89.97,13.77,45.87,379.95,699.2,771.4,881.09,717.55,601.71,576.39,379.1,309.69,188.24,68.61,20231227
41590,화성시,8,내국인,4160.81,4183.47,4582.45,6728.78,7712.47,7879.47,9828.03,8983.53,9414.99,7595.47,6454.07,4392.2,2132.09,3706.52,3809.13,4277.59,5530.98,6770.5,6686.19,8542.74,7179.61,6945.85,6075.28,5628.38,4039.44,2078.32,20231217
41590,화성시,8,외국인,3.76,41.09,589.0,1593.75,1690.84,1591.42,1288.03,829.41,922.69,802.63,517.83,247.9,79.79,6.08,18.62,233.06,362.02,516.05,491.49,460.47,382.28,401.9,320.54,224.68,106.4,52.75,20231209
41590,화성시,1,외국인,0.0,15.97,309.59,739.0,786.89,630.97,419.52,245.6,196.24,144.14,116.02,63.03,24.04,4.08,11.39,133.82,246.37,249.69,286.81,200.16,147.0,134.1,147.27,91.29,63.96,16.34,20231218
41590,화성시,6,내국인,2900.66,2760.87,3415.19,6168.52,6987.97,7015.18,8877.19,9173.76,9568.68,8635.49,7436.35,4414.54,2148.9,2629.18,2456.34,2895.29,3489.28,4731.84,4749.96,6407.25,5785.09,5615.6,4809.86,4201.2,3061.36,1490.1,20231213
41590,화성시,8,내국인,7863.27,5930.45,4777.45,8764.89,9890.75,9168.81,12275.11,12014.32,12385.33,11096.62,9427.56,5969.44,2788.45,7391.69,5373.39,3756.69,5342.91,6435.26,7200.86,10161.26,7879.99,7872.26,6703.93,6150.76,4534.18,2332.53,20231215
41590,화성시,9,내국인,7477.1,5612.13,5785.09,9921.25,11342.09,9975.93,13534.31,13669.54,14765.57,13216.8,11943.23,7661.78,3751.35,7260.64,4771.34,4183.81,5976.34,7401.77,8917.3,11820.29,9680.35,9432.31,8083.82,7656.67,5882.48,2929.02,20231219
41590,화성시,16,외국인,2.0,77.95,1126.81,2556.24,2619.62,1996.72,1234.13,746.92,593.17,435.99,343.88,178.47,33.58,11.46,45.5,416.98,539.46,777.26,718.25,583.18,501.85,493.15,399.43,208.6,133.57,45.94,20231230
41590,화성시,9,외국인,9.69,67.53,968.16,1819.66,2080.34,1967.17,1535.88,1000.99,1091.97,895.93,690.38,269.45,54.08,13.87,41.59,339.62,556.38,672.49,752.65,663.22,526.17,518.85,409.81,298.32,155.62,28.31,20231229
41590,화성시,7,내국인,3904.94,4001.51,4705.45,6563.22,7278.64,7372.28,9400.27,8898.38,9625.27,7986.95,6871.73,4387.85,2104.19,3428.68,3429.13,4049.81,5008.68,5635.43,5850.41,7436.46,6406.89,6371.36,5398.29,4639.16,3542.86,1995.11,20231223
41590,화성시,3,외국인,1.76,17.66,306.0,649.91,740.17,605.63,412.55,188.67,204.18,148.38,145.88,53.97,11.96,8.15,6.19,107.17,184.58,260.03,233.08,164.75,155.8,161.1,112.42,76.11,60.2,19.39,20231204
41590,화성시,22,내국인,5290.13,6178.89,6131.09,9122.58,10401.22,9620.21,12469.3,10742.72,9665.91,7239.74,5505.9,3479.53,1848.09,4941.24,5198.18,5248.78,6846.76,7721.82,7800.99,10242.37,8417.25,7466.03,5689.85,4449.58,3072.67,1613.76,20231214
41590,화성시,0,외국인,0.0,22.91,335.53,678.81,795.17,712.7,462.53,203.75,196.85,187.51,112.81,67.74,35.25,2.07,14.19,165.11,204.12,251.75,338.62,220.0,170.7,186.35,139.54,82.4,58.11,9.68,20231222
41590,화성시,4,외국인,3.46,20.07,280.41,672.08,809.72,597.25,430.96,236.29,249.6,204.79,122.16,63.21,22.58,3.78,6.3,138.8,189.71,277.4,306.72,189.18,128.13,156.55,125.34,96.67,59.53,13.38,20231205
41590,화성시,19,외국인,5.14,65.9,1220.87,2855.97,2787.57,2099.35,1139.79,598.1,536.22,391.56,257.53,166.87,45.14,12.38,40.68,405.56,671.69,743.56,725.27,590.37,448.73,426.45,367.56,231.83,153.15,31.8,20231231
41590,화성시,0,내국인,3216.16,4245.19,4437.95,6490.02,6983.69,6585.45,8038.26,6916.52,6290.08,5075.7,3700.03,2471.16,1197.48,2940.62,3354.23,4126.61,5227.19,5721.43,5552.9,6979.1,5377.67,4899.22,3897.18,3334.77,2300.06,1254.35,20231210
41590,화성시,5,내국인,2430.03,2315.05,2674.95,4749.92,5295.14,5346.95,7187.93,6560.47,6403.21,5624.74,4853.75,2995.22,1487.47,2252.26,2153.22,2458.53,3134.99,3875.02,4007.45,5495.24,4619.89,4532.14,3709.82,3484.89,2511.91,1393.91,20231205
41590,화성시,16,내국인,8726.36,9079.5,8232.43,9387.1,10803.12,11147.01,14314.3,13489.91,13228.85,10354.11,9195.47,6323.49,3176.41,8332.34,7584.22,7287.7,8647.42,10302.92,10915.1,14034.22,11541.43,10955.13,9055.0,8041.39,5716.16,3215.15,20231223
41590,화성시,19,내국인,9354.54,9017.0,8031.07,11645.1,12973.68,12075.9,15442.22,13794.66,13177.77,10548.87,8207.07,5150.44,2434.57,8285.65,8098.82,6467.39,8834.13,9945.74,10350.91,13656.87,11419.86,10237.78,7906.21,6310.84,4359.36,2266.67,20231219
41590,화성시,17,외국인,5.53,82.06,1128.52,2269.43,2320.04,2130.49,1469.2,872.81,941.64,551.58,437.26,209.98,61.4,16.28,45.96,444.68,700.05,831.32,881.93,687.85,627.43,570.14,483.89,229.88,146.3,47.18,20231226
41590,화성시,20,외국인,4.15,64.86,1009.74,2240.33,2335.35,1947.16,1111.15,579.12,583.35,369.24,272.92,125.13,26.45,12.23,54.77,464.81,571.0,712.09,759.47,544.09,459.85,398.14,390.76,185.16,145.73,30.21,20231229
41590,화성시,2,내국인,2798.97,2934.09,3443.14,4874.18,5055.11,5071.51,6532.12,5872.16,5059.26,3804.11,3277.43,2187.5,1233.21,2470.23,2432.16,2882.79,3346.18,3856.88,4109.43,5433.96,4367.08,4096.14,3228.52,2983.12,1925.09,1095.97,20231215
41590,화성시,14,외국인,7.91,48.07,1037.84,2297.76,2279.8,2229.23,1498.05,994.84,1078.44,960.55,554.01,271.28,60.58,11.62,29.3,408.34,596.29,779.81,846.9,643.55,493.89,564.82,436.5,276.44,153.04,58.22,20231209
41590,화성시,4,내국인,2661.7,2783.92,3394.82,4610.04,5180.98,5211.27,6424.18,5791.92,5724.71,4697.02,3762.45,2511.26,1308.93,2479.01,2363.67,2736.58,3273.3,3914.81,4178.5,5632.92,4703.93,4491.26,3572.82,3081.44,2090.58,1224.95,20231221
41590,화성시,1,내국인,2820.15,3599.94,5223.3,5640.05,5797.64,5761.81,7012.54,6081.61,5460.18,4247.46,3423.61,2426.34,1247.79,2905.19,3013.62,4302.8,4253.22,4747.18,4872.44,6157.88,4652.21,4784.29,3710.9,3246.95,2274.04,1411.23,20231226
41590,화성시,1,내국인,3211.99,4284.36,4558.77,6552.75,6557.75,6117.23,7847.37,6650.05,6226.86,4740.13,3715.79,2268.27,1317.54,3017.02,3476.18,4237.62,4822.43,5258.95,5195.71,6700.39,5295.18,5021.81,4189.42,3372.18,2363.41,1537.29,20231202
41590,화성시,18,내국인,10682.35,8621.95,7873.33,11942.45,12747.8,11661.35,14947.88,14051.8,13980.59,11438.94,9416.53,5796.23,2842.81,9498.87,7564.85,6068.82,8293.13,9622.19,10762.23,13844.06,11288.83,10666.54,8593.73,6999.36,4659.32,2412.2,20231213
41590,화성시,16,외국인,7.38,50.37,1105.57,2592.75,2808.69,2097.14,1332.47,652.07,709.73,405.02,318.41,158.51,64.84,9.56,43.74,347.69,701.11,752.47,815.47,585.05,453.2,400.76,336.43,230.34,171.1,44.46,20231210
41590,화성시,21,내국인,5570.03,6937.99,6649.45,8959.58,10075.55,9996.82,12390.29,10281.13,9327.75,7028.9,5654.78,3783.67,1844.4,4998.87,5841.86,6132.62,7285.95,8268.25,8285.5,10235.7,8560.17,7613.59,5843.07,4711.7,3522.73,1908.06,20231217
41590,화성시,3,외국인,2.07,14.09,309.23,617.52,708.85,575.09,395.27,200.97,213.25,155.5,116.72,38.73,29.09,2.07,11.63,124.62,202.35,262.18,251.86,166.23,154.69,127.25,99.01,80.13,59.25,14.42,20231211
41590,화성시,14,외국인,11.55,71.55,1036.38,2467.5,2569.48,2130.97,1275.66,700.03,688.19,480.25,366.69,182.93,55.0,20.03,21.85,331.51,613.25,727.1,843.7,607.78,464.3,451.83,413.68,263.38,142.61,44.22,20231224
41590,화성시,9,외국인,5.15,34.28,561.45,1524.44,1502.98,1332.41,875.08,564.21,590.07,432.71,271.35,137.37,49.55,14.23,10.3,235.55,408.01,467.56,472.87,411.43,337.58,337.89,299.77,192.67,103.16,36.07,20231203
41590,화성시,13,내국인,8219.86,7166.19,6903.03,9628.61,10740.47,11343.37,14754.54,12856.07,12978.82,10418.64,9371.78,6378.85,3325.25,7488.03,6563.94,6521.98,8335.25,10020.35,10613.88,13690.25,11315.3,10969.66,9413.32,8345.93,5904.9,3110.36,20231217
41590,화성시,17,내국인,7970.84,8667.87,8546.6,9791.26,11372.16,10787.69,14132.35,12954.23,12708.22,9885.21,8234.61,5579.88,2891.06,7262.69,7651.89,7401.37,8710.9,10232.94,10107.18,13518.1,11104.77,10721.24,8459.74,7412.64,5085.93,2777.25,20231230
41590,화성시,10,외국인,9.69,75.76,885.01,1888.72,2123.89,2048.41,1543.53,1123.42,1180.02,1043.6,689.53,298.14,80.67,11.6,34.34,375.79,619.3,801.37,832.36,763.48,649.2,610.78,455.12,364.64,163.31,65.29,20231213
41590,화성시,11,외국인,0.0,50.25,863.75,2106.95,2229.43,2075.16,1550.41,1007.61,1059.68,905.4,651.65,244.02,83.42,18.6,31.61,370.64,647.58,766.47,794.81,636.55,508.48,590.49,409.7,290.97,146.12,55.3,20231223
41590,화성시,3,외국인,2.07,12.11,349.39,763.74,761.44,693.12,448.67,207.09,209.91,196.08,133.88,42.78,24.89,6.08,17.47,109.74,189.23,287.42,281.05,202.97,144.45,150.64,100.68,93.43,57.21,17.69,20231215
41590,화성시,15,외국인,10.82,72.11,954.4,1958.01,2160.21,1987.92,1548.69,1031.58,1097.37,1060.0,716.17,249.83,76.07,6.24,31.48,386.05,634.35,882.65,908.03,778.85,693.15,606.2,500.33,298.03,168.74,53.01,20231212
41590,화성시,16,내국인,10586.78,8745.39,8224.29,10217.35,11469.86,11037.57,14498.16,14184.84,14621.53,12428.59,11294.28,7390.84,3698.54,10124.62,8213.82,6891.43,7535.77,9692.13,10571.57,14186.98,11571.13,11312.18,9584.91,8220.35,6021.42,3543.83,20231229
41590,화성시,0,내국인,3067.87,4447.3,4647.52,6316.83,6558.62,6289.05,7741.19,6747.52,6067.86,4477.19,3752.1,2406.36,1220.45,2941.75,3447.06,4090.52,5199.8,5705.31,5265.21,6433.5,5624.07,4837.51,3862.79,3317.81,2221.35,1235.76,20231203
41590,화성시,8,외국인,3.84,49.8,784.1,1710.22,1819.25,1768.13,1447.3,999.3,1052.16,939.66,676.29,234.23,59.63,7.89,22.51,339.57,509.72,691.72,702.2,614.97,533.52,521.34,377.03,279.86,152.53,49.56,20231201
41590,화성시,20,외국인,3.93,68.11,825.19,1828.73,2049.26,1699.43,1092.16,539.64,595.85,404.86,255.37,120.05,56.23,10.01,45.55,389.24,563.86,652.99,644.21,511.63,451.4,392.75,354.58,193.54,94.93,21.82,20231220
41590,화성시,17,외국인,7.28,69.51,1116.89,2609.91,2557.74,2126.21,1196.59,664.94,673.74,483.23,315.37,127.98,41.01,13.61,51.02,366.41,576.96,801.12,755.65,577.6,484.48,463.59,355.9,217.7,135.12,49.64,20231216
41590,화성시,3,내국인,3195.77,3943.7,4065.21,5823.96,5749.72,5497.45,6926.37,6189.24,5736.24,4413.29,3743.08,2434.67,1334.84,3167.51,3189.52,3738.08,4596.58,5050.49,4728.13,5947.99,5009.72,4494.69,3657.58,3318.91,2372.44,1426.65,20231203
41590,화성시,19,내국인,6958.31,8212.84,7233.93,9839.99,10984.53,11033.24,14003.92,11766.0,10916.23,8467.01,6675.3,4338.74,2193.86,6172.19,6680.03,6599.67,8149.6,9534.34,9733.48,12244.62,9579.27,9082.18,6950.97,5760.43,4053.56,2171.72,20231217
41590,화성시,6,내국인,3001.41,3268.95,4619.45,6528.21,7174.33,7051.06,9391.49,8919.21,9617.73,8610.2,7250.49,4556.14,2041.06,2726.6,2722.62,3578.62,3965.81,5034.29,5285.68,7084.59,5756.01,5826.75,4991.3,4494.49,3260.53,1696.17,20231228
41590,화성시,13,외국인,7.91,66.92,1010.99,2403.71,2603.37,2076.73,1239.17,711.19,631.34,501.13,349.75,179.89,57.64,16.45,27.73,356.06,538.28,793.03,770.7,514.34,454.66,484.19,363.63,260.39,139.7,52.16,20231217
41590,화성시,8,내국인,4357.31,4584.42,5885.15,6770.76,7827.32,7744.66,9737.32,9335.03,9365.42,7433.31,6412.42,4640.44,2468.08,4002.24,4072.37,5035.73,6001.05,6773.29,6844.85,8744.75,7457.56,7440.79,6380.59,5948.05,4233.68,2272.22,20231231
41590,화성시,7,내국인,3451.79,3497.89,4317.89,8143.06,9275.2,9025.84,11789.38,11342.09,12260.09,10983.68,9587.76,5965.78,2604.14,3202.07,3236.15,3260.82,4907.55,5834.04,6280.96,8428.29,7207.73,7136.35,6065.43,5452.24,3783.78,1974.56,20231206
41590,화성시,16,내국인,8290.3,8835.4,8513.84,9574.73,11175.39,10958.47,14139.14,13007.77,12568.16,10215.12,8612.44,6207.48,3214.3,7555.65,7569.45,7685.38,9350.48,10685.43,10264.65,13695.38,11049.16,11163.65,9128.36,8227.07,5821.04,3071.86,20231231
41590,화성시,11,외국인,7.61,71.14,1059.1,2088.24,2310.55,2319.32,1827.1,1302.08,1284.36,1222.39,808.9,302.64,97.65,15.68,36.62,408.77,672.73,876.73,920.12,763.17,644.12,665.05,526.2,342.8,162.12,62.07,20231219
41590,화성시,14,외국인,7.93,72.84,1031.23,2130.66,2227.23,2029.44,1691.23,1051.04,1153.14,1005.72,768.41,322.04,88.73,13.81,36.05,436.02,690.48,800.41,865.1,791.76,634.21,674.45,453.13,340.66,188.42,77.56,20231227
41590,화성시,19,외국인,6.22,41.88,735.69,1624.4,1912.42,1482.53,1034.07,569.53,616.77,388.78,242.58,100.81,39.09,9.94,28.11,391.42,477.57,699.36,640.61,524.35,442.52,426.92,334.34,183.74,83.16,55.65,20231205
41590,화성시,4,내국인,2706.93,2462.15,2775.46,4284.74,4886.84,4816.2,6135.69,5614.02,5396.23,4313.87,3714.16,2321.97,1345.58,2355.58,2340.13,2681.04,3300.42,3800.3,3963.98,5113.94,4470.69,4103.61,3349.68,2905.95,2064.6,1263.5,20231211
41590,화성시,3,외국인,1.7,34.9,675.21,1540.63,1547.55,1127.97,570.32,290.27,264.21,170.11,138.59,68.77,18.56,7.91,34.72,194.07,346.24,362.15,360.87,273.7,200.3,166.69,143.68,119.08,86.53,16.29,20231231
41590,화성시,13,내국인,8101.8,7459.32,7365.68,10972.67,12245.51,11085.21,14962.44,15602.36,16981.61,15129.94,14117.14,8877.48,4564.15,7843.04,7056.9,6317.31,7368.5,9169.58,10544.49,14147.1,12008.05,12014.06,10290.05,9505.28,7009.82,4115.55,20231208
41590,화성시,13,내국인,8447.96,7439.0,7559.58,11313.29,12841.88,11471.42,15502.52,15611.55,16460.27,14760.12,13423.11,8573.1,4326.85,7803.82,6750.54,5641.71,7501.38,9443.26,10763.87,14173.68,12107.5,11877.96,10032.4,9315.59,6572.12,3702.29,20231221
41590,화성시,19,외국인,5.84,90.96,1207.31,2713.71,2780.97,2194.1,1191.37,552.85,564.44,388.63,267.55,137.6,49.14,18.07,41.56,380.59,657.4,699.13,802.25,565.69,401.95,433.27,339.93,199.69,141.99,60.93,20231209
41590,화성시,18,내국인,10134.07,9291.44,7606.94,11027.99,12264.76,11551.02,15088.04,14250.86,13913.87,10856.8,9087.95,5619.08,2734.96,9142.63,7885.83,6499.38,8415.24,9649.54,11042.25,14473.39,11390.85,10956.11,8754.54,7288.01,4894.43,2453.12,20231215
41590,화성시,23,내국인,3510.72,4476.68,4360.27,6332.12,7184.67,7062.15,8544.51,7309.23,6820.82,4961.93,4111.32,2720.29,1338.0,3124.56,3921.26,4061.61,4868.62,5511.95,5915.83,7350.09,6074.78,5379.41,4232.0,3485.34,2534.11,1353.01,20231203
41590,화성시,3,내국인,2678.65,2886.17,3351.3,4670.81,5080.96,4958.26,6300.68,5722.55,5353.66,4200.16,3342.35,2389.65,1256.91,2592.38,2300.88,2611.2,3256.94,3955.31,4000.35,5399.97,4198.82,4147.5,3227.82,2841.1,2084.42,1203.32,20231220
41590,화성시,11,외국인,1.69,57.31,846.67,2095.87,2302.07,1949.66,1349.15,742.8,725.77,608.11,455.06,147.05,83.88,7.86,16.18,295.34,551.22,694.19,701.84,528.67,435.94,462.5,334.53,311.31,149.18,59.9,20231210
41590,화성시,4,외국인,1.7,40.66,690.11,1504.5,1461.06,1080.77,569.31,285.29,265.46,188.03,136.26,70.91,18.24,9.99,30.6,195.72,334.11,366.44,376.75,257.67,176.21,177.57,140.94,121.82,86.72,20.18,20231231
41590,화성시,8,외국인,11.42,44.64,784.7,1891.03,1983.02,1886.23,1506.36,1014.03,1081.66,988.36,647.95,279.86,59.42,12.46,27.2,331.24,510.63,735.38,817.46,684.22,613.06,510.05,426.14,317.78,114.05,48.75,20231214
41590,화성시,14,내국인,9197.39,8410.15,7983.43,9579.98,10924.57,11030.94,14801.87,13982.05,14172.54,11493.44,10197.88,6933.48,3513.54,8402.19,7334.61,7240.66,8540.08,10030.53,10709.85,14040.6,11913.96,11233.43,9675.12,8643.39,6149.69,3390.59,20231223
41590,화성시,7,외국인,1.76,45.74,734.12,1505.33,1661.01,1756.36,1324.31,971.15,1165.82,938.03,644.02,227.19,55.54,2.07,24.84,269.49,459.28,552.54,611.76,515.38,502.8,494.32,336.84,217.02,129.27,53.02,20231205
41590,화성시,19,외국인,0.0,50.21,896.04,1944.63,2054.96,1656.75,1054.49,498.24,512.61,359.36,268.67,123.02,38.5,10.08,48.57,328.95,542.94,647.48,618.67,512.49,354.82,393.81,355.95,160.37,103.82,29.1,20231225
41590,화성시,12,외국인,5.85,94.85,1276.48,2547.57,2726.53,2478.09,1931.8,1281.86,1360.21,1135.4,837.27,337.65,71.54,12.03,50.14,537.66,851.33,948.41,1155.28,901.73,796.62,795.03,526.15,359.3,205.91,61.05,20231227
41590,화성시,22,내국인,5822.23,7857.01,6795.44,10043.95,11017.54,10304.08,12686.46,11272.29,10090.46,7375.2,5664.94,3705.48,1747.42,5289.42,6533.26,6375.56,7836.66,8600.83,8680.1,11118.35,9019.69,8027.14,6125.42,5022.88,3461.86,1888.22,20231208
41590,화성시,20,내국인,6830.61,8236.1,8059.12,10057.53,11330.73,11007.44,13980.17,12031.58,11482.96,8930.47,7253.19,4393.51,2168.9,6360.87,7262.44,7053.55,8624.79,10128.45,10187.84,12836.15,10306.51,9330.72,7260.06,6145.04,4041.65,2147.52,20231216
41590,화성시,9,외국인,7.55,41.09,741.46,1677.19,1823.44,1679.82,1289.47,806.4,922.69,817.46,524.65,189.11,57.25,3.84,29.81,307.56,502.52,695.62,746.39,667.69,522.57,567.28,412.22,282.68,132.83,53.51,20231211
41590,화성시,16,내국인,10085.85,8675.3,6999.17,9451.55,10696.5,10851.19,14633.84,13400.13,13699.0,10941.09,9339.61,6390.65,3290.68,8549.43,8471.54,6321.84,8003.51,9975.26,10522.78,13757.19,11444.67,10580.38,9082.95,8091.74,5639.38,3128.5,20231209
41590,화성시,4,외국인,1.69,41.02,460.79,1067.3,1184.33,915.35,501.67,224.61,227.43,190.97,104.42,58.28,37.23,3.71,18.47,156.72,305.26,358.71,333.24,217.04,180.71,185.92,129.65,86.18,62.44,16.4,20231210
41590,화성시,6,내국인,2962.58,3109.08,4037.65,6191.69,6630.97,6985.39,8817.77,8954.29,9520.51,8110.36,6731.67,4059.5,1960.08,2807.73,2907.18,3425.98,3772.05,4969.84,4908.91,6678.5,5755.81,5692.39,4647.7,4154.03,3055.48,1688.19,20231222
41590,화성시,6,외국인,0.0,32.37,614.85,1139.89,1192.56,1194.86,985.39,596.85,727.34,748.54,514.52,221.57,51.54,6.15,31.71,203.75,296.85,348.55,377.66,346.81,350.1,277.63,224.5,152.84,68.2,25.38,20231227
41590,화성시,16,내국인,9016.16,8589.17,6819.88,9255.71,10919.72,10965.4,14165.45,12522.46,12404.35,9848.22,8475.9,5496.86,2882.63,7947.93,7761.56,6655.75,8367.45,9647.41,10228.09,13309.74,10780.71,10529.27,8500.96,7352.96,5122.53,2772.99,20231203
41590,화성시,14,내국인,9229.56,8177.14,6881.61,9590.98,10767.9,11181.98,14611.28,13640.0,13774.93,10943.25,9614.25,6891.25,3806.85,8211.69,7648.51,6627.39,8702.42,9926.47,11090.99,14218.02,11868.63,11508.98,9786.43,8511.77,6434.77,3550.85,20231210
41590,화성시,21,내국인,6853.16,8225.74,8523.99,9976.71,11209.63,11061.38,13580.78,11683.81,10600.89,7891.09,6486.36,4248.28,2145.44,6463.83,7306.12,7751.29,10037.58,10432.83,10186.06,12774.37,10098.39,8932.85,7135.04,5995.17,4273.39,2348.63,20231224
41590,화성시,5,외국인,0.0,19.49,362.53,746.91,835.38,802.47,564.57,283.86,292.27,277.12,175.79,89.58,47.24,3.78,10.37,169.96,224.29,275.17,278.24,233.29,202.48,190.92,175.51,92.48,60.86,13.9,20231222
