route_id,seq,station_id,updown,acc_m
208000024,63,220000001,F,24400.0
208000024,64,120000671,F,25320.0
208000024,65,121001315,B,26430.0
208000024,66,121001314,B,27650.0
208000024,67,120000672,B,28010.0
208000024,68,120000061,B,28810.0
208000024,69,220000002,B,29720.0
208000024,70,220000009,B,30850.0
208000024,71,220000008,B,31980.0
208000024,72,220000007,B,32410.0
208000024,73,220000006,B,32900.0
208000024,74,220000005,B,33330.0
208000024,75,220000004,B,33610.0
208000024,76,220000003,B,34170.0
208000024,77,220000030,B,35020.0
208000024,78,220000029,B,35310.0
208000024,79,220000082,B,35940.0
208000024,80,209000151,B,36840.0
208000024,81,209000150,B,37100.0
208000024,82,209000185,B,37380.0
208000024,83,226000056,B,37750.0
208000024,84,226000188,B,38180.0
208000024,85,226000054,B,38510.0
208000024,86,226000210,B,38800.0
208000024,87,226000021,B,38930.0
208000024,88,226000020,B,39220.0
208000024,89,226000019,B,39450.0
208000024,90,226000143,B,39650.0
208000024,91,226000239,B,40030.0
208000024,92,226000131,B,40260.0
208000024,93,226000130,B,40550.0
208000024,94,226000140,B,41010.0
208000024,95,226000128,B,41280.0
208000024,96,226000127,B,41580.0
208000024,97,226000126,B,41750.0
208000024,98,209000013,B,42210.0
208000024,99,226000112,B,43160.0
208000024,100,226000111,B,43640.0
208000024,101,226000110,B,43870.0
208000024,102,226000011,B,44300.0
208000024,103,226000010,B,44600.0
208000024,104,226000009,B,45120.0
208000024,105,226000008,B,45440.0
208000024,106,226000031,B,45790.0
208000024,107,226000030,B,46110.0
208000024,108,226000042,B,46580.0
208000024,109,226000089,B,47270.0
208000024,110,226000088,B,47650.0
208000024,111,226000087,B,48210.0
208000024,112,226000086,B,48500.0
208000024,113,226000085,B,48820.0
208000024,114,226000144,B,49410.0
208000024,115,226000202,B,50260.0
208000015,31,209000184,F,11270.0
208000015,32,209000183,F,11570.0
208000015,33,209000182,F,11780.0
208000015,34,209000181,F,12190.0
208000015,35,209000070,F,12650.0
208000015,36,209000084,F,13000.0
208000015,37,209000206,F,13130.0
208000015,38,209000095,F,13600.0
208000015,39,209000082,F,14050.0
208000015,40,209000061,F,14520.0
208000015,41,209000180,F,14730.0
208000015,42,209000179,F,15220.0
208000015,43,209000178,F,15540.0
208000015,44,209000399,F,16230.0
208000015,45,209000003,F,16550.0
208000015,46,208000045,F,17390.0
208000015,47,208000233,F,17960.0
208000015,48,208000043,F,18450.0
208000015,49,208000042,F,18780.0
208000015,50,208000041,F,19290.0
208000015,51,208000129,F,20420.0
208000015,52,208000251,F,20980.0
208000015,53,208000265,F,21180.0
208000015,54,208000284,F,21420.0
208000015,55,208000255,B,22030.0
