grid_id,period,D,S,zD,zS,mi,quadrant,priority,bin_mi,bin_demand,bin_supply,coverage,freq,pop,workers,elderly_ratio,region,mi_raw,mi_naive,nf,bin_flow,action,region_code,region_kind,d_score,s_score,flow_trips_per_day,nearest_stop_id,nearest_stop_m,lon,lat
다바1595,am,0.0,0.011,-1.1968,-1.2149,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0181,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-60113,13496.1,126.54964,37.05427
다바3297,am,0.0,0.04635,-1.1968,-1.0888,-0.0,mid,0.0,3,0,1,0.05,0.309,0.0,0.0,0.0,우정읍,-0.0,-0.108,0.0,0,DRT,31240130,읍,0.0,4.64,0.0,41590-36991,664.2,126.74064,37.07367
다바3298,am,0.0,0.011,-1.1968,-1.2149,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0181,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-36991,1144.8,126.74055,37.08269
다바3299,am,0.0,0.011,-1.1968,-1.2149,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0181,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-36991,2044.1,126.74046,37.0917
다바3393,am,0.355938,0.528432,0.1774,0.6308,-0.4534,mid,0.0,2,3,3,0.653,17.743,326.0,151.0,0.4387,우정읍,-0.4534,-0.4534,0.49111,3,ADD_FREQ,31240130,읍,35.59,52.84,81.5,41590-36589,208.2,126.75224,37.03769
다바3394,am,0.091147,0.227368,-0.8449,-0.4431,-0.202,mid,0.0,3,0,1,0.05,4.197,13.0,3.0,0.3846,우정읍,-0.202,-0.4018,0.11694,0,DRT,31240130,읍,9.11,22.74,3.2,41590-37476,629.7,126.75216,37.04671
다바3396,am,0.0,0.011,-1.1968,-1.2149,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0181,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-37518,1160.2,126.75198,37.06473
다바3397,am,0.0,0.011,-1.1968,-1.2149,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0181,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-36991,1662.2,126.75189,37.07375
다바3398,am,0.0,0.011,-1.1968,-1.2149,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0181,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-37448,1802.9,126.7518,37.08276
다바3399,am,0.0,0.011,-1.1968,-1.2149,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0181,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-37485,1856.6,126.75171,37.09177
다바3493,am,0.267061,0.302409,-0.1657,-0.1754,0.0097,mid,0.0,3,2,2,0.633,2.465,317.0,68.0,0.2744,우정읍,0.0097,0.0097,0.48285,3,ADD_FREQ,31240130,읍,26.71,30.24,79.2,41590-36583,220.2,126.76349,37.03776
다바3494,am,0.301095,0.602818,-0.0343,0.8962,-0.9305,mid,0.0,1,3,4,0.8088,24.439,193.0,62.0,0.4145,우정읍,-0.9305,-0.9305,0.41502,2,ADD_FREQ,31240130,읍,30.11,60.28,48.2,41590-36830,114.7,126.7634,37.04678
다바3495,am,0.247226,0.308138,-0.2423,-0.155,-0.084,mid,0.0,3,2,2,0.508,3.463,233.0,491.0,0.2446,우정읍,-0.084,-0.0873,0.44197,2,ADD_FREQ,31240130,읍,24.72,30.81,58.2,41590-37388,295.2,126.76331,37.05579
다바3496,am,0.0,0.011,-1.1968,-1.2149,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0181,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-37518,1182.8,126.76323,37.0648
다바3497,am,0.043895,0.020739,-1.0274,-1.1802,0.0478,mid,0.0,3,0,1,0.05,0.077,13.0,7.0,0.7692,우정읍,0.0478,0.1528,0.087,0,DRT,31240130,읍,4.39,2.07,3.2,41590-37448,783.4,126.76314,37.07382
다바3498,am,0.024144,0.011,-1.1036,-1.2149,0.0236,mid,0.0,3,0,0,0.05,0.0,5.0,0.0,0.0,우정읍,0.0236,0.1113,0.04829,0,DRT,31240130,읍,2.41,1.1,1.2,41590-37485,900.0,126.76305,37.08283
다바3499,am,0.024144,0.011,-1.1036,-1.2149,0.0236,mid,0.0,3,0,0,0.05,0.0,5.0,3.0,0.0,우정읍,0.0236,0.1113,0.04829,0,DRT,31240130,읍,2.41,1.1,1.2,41590-37485,939.6,126.76297,37.09184
다바3593,am,0.304446,0.486758,-0.0214,0.4822,-0.5036,mid,0.0,2,3,3,0.8858,8.237,284.0,51.0,0.3521,우정읍,-0.5036,-0.5036,0.47017,3,ADD_FREQ,31240130,읍,30.44,48.68,71.0,41590-36582,68.5,126.77473,37.03783
다바3594,am,0.195155,0.31436,-0.4434,-0.1328,-0.2561,mid,0.0,2,1,2,0.0953,8.344,63.0,20.0,0.4444,우정읍,-0.2561,-0.3106,0.28967,1,DRT,31240130,읍,19.52,31.44,15.8,41590-55142,542.8,126.77465,37.04684
다바3595,am,0.223226,0.317522,-0.335,-0.1215,-0.1921,mid,0.0,3,2,2,0.2485,6.405,127.0,420.0,0.4882,우정읍,-0.1921,-0.2135,0.3811,2,NEW_STOP,31240130,읍,22.32,31.75,31.8,41590-36580,450.9,126.77456,37.05586
다바3596,am,0.197021,0.299581,-0.4362,-0.1855,-0.208,mid,0.0,3,1,2,0.545,2.93,128.0,205.0,0.4609,우정읍,-0.208,-0.2506,0.36752,2,ADD_FREQ,31240130,읍,19.7,29.96,32.0,41590-36941,273.0,126.77447,37.06487
다바3597,am,0.209334,0.161084,-0.3886,-0.6795,0.2511,drt,0.0,4,2,1,0.1933,1.467,163.0,8.0,0.5215,우정읍,0.2511,0.2909,0.40095,2,NEW_STOP,31240130,읍,20.93,16.11,40.8,41590-37448,484.0,126.77439,37.07389
다바3598,am,0.233763,0.517534,-0.2943,0.5919,-0.8219,mid,0.0,1,2,3,0.7408,13.889,143.0,27.0,0.4196,우정읍,-0.8219,-0.8862,0.37935,2,ADD_FREQ,31240130,읍,23.38,51.75,35.8,41590-36858,155.5,126.7743,37.0829
다바3599,am,0.199842,0.130564,-0.4253,-0.7884,0.3041,drt,0.0,4,1,1,0.0553,1.464,133.0,79.0,0.4887,우정읍,0.3041,0.3631,0.38251,2,DRT,31240130,읍,19.98,13.06,33.2,41590-37485,566.8,126.77422,37.09191
다바3693,am,0.152463,0.085217,-0.6082,-0.9502,0.2402,mid,0.0,3,1,1,0.05,0.76,53.0,770.0,0.6792,우정읍,0.2402,0.342,0.29048,1,DRT,31240130,읍,15.25,8.52,13.2,41590-36464,636.3,126.78598,37.0379
다바3694,am,0.207785,0.280846,-0.3946,-0.2523,-0.1222,mid,0.0,3,2,2,0.2645,4.452,133.0,33.0,0.2707,우정읍,-0.1222,-0.1423,0.37979,2,NEW_STOP,31240130,읍,20.78,28.08,33.2,41590-36953,441.3,126.78589,37.04691
다바3695,am,0.350533,0.470359,0.1565,0.4237,-0.2671,mid,0.0,2,3,3,0.447,16.008,544.0,196.0,0.1562,우정읍,-0.2671,-0.2671,0.55839,3,NEW_STOP,31240130,읍,35.05,47.04,136.0,41590-37521,331.8,126.78581,37.05593
다바3696,am,0.288546,0.386208,-0.0828,0.1235,-0.2063,mid,0.0,3,3,2,0.2183,12.143,271.0,145.0,0.2841,우정읍,-0.2063,-0.2063,0.46186,3,NEW_STOP,31240130,읍,28.85,38.62,67.8,41590-37525,469.0,126.78572,37.06494
다바3697,am,0.179073,0.170854,-0.5055,-0.6447,0.1086,drt,0.0,3,1,1,0.0723,2.255,98.0,74.0,0.4592,우정읍,0.1086,0.1392,0.34947,1,DRT,31240130,읍,17.91,17.09,24.5,41590-37392,556.6,126.78564,37.07395
다바3698,am,0.242959,0.179055,-0.2588,-0.6154,0.3391,mid,0.0,4,2,1,0.2278,1.67,198.0,159.0,0.2626,우정읍,0.3391,0.3566,0.42227,2,NEW_STOP,31240130,읍,24.3,17.91,49.5,41590-37452,463.3,126.78555,37.08297
다바3699,am,0.17582,0.272954,-0.518,-0.2805,-0.183,mid,0.0,3,1,2,0.4508,2.757,68.0,106.0,0.5294,우정읍,-0.183,-0.2375,0.3126,1,NEW_STOP,31240130,읍,17.58,27.3,17.0,41590-55159,329.5,126.78547,37.09198
다바3791,am,0.0,0.015896,-1.1968,-1.1974,0.0,mid,0.0,3,0,1,0.05,0.038,0.0,0.0,0.0,우정읍,0.0,0.0006,0.0,0,DRT,31240130,읍,0.0,1.59,0.0,41590-37498,793.5,126.79739,37.01994
다바3792,am,0.299013,0.358683,-0.0424,0.0253,-0.0677,mid,0.0,3,3,2,0.5428,5.187,283.0,297.0,0.2756,우정읍,-0.0677,-0.0677,0.46778,3,ADD_FREQ,31240130,읍,29.9,35.87,70.8,41590-37498,274.3,126.7973,37.02895
다바3793,am,0.302565,0.367133,-0.0287,0.0555,-0.0841,mid,0.0,3,3,2,0.3813,7.649,304.0,407.0,0.2993,우정읍,-0.0841,-0.0841,0.47662,3,NEW_STOP,31240130,읍,30.26,36.71,76.0,41590-36461,371.2,126.79722,37.03797
다바3794,am,0.309949,0.427985,-0.0002,0.2725,-0.2727,mid,0.0,2,3,2,0.7135,6.88,299.0,1301.0,0.1672,우정읍,-0.2727,-0.2727,0.47259,3,ADD_FREQ,31240130,읍,30.99,42.8,74.8,41590-36829,171.9,126.79714,37.04698
다바3795,am,0.249724,0.493105,-0.2327,0.5048,-0.7139,mid,0.0,1,2,3,0.7852,10.476,178.0,521.0,0.264,장안면,-0.7139,-0.7375,0.40095,2,ADD_FREQ,31240390,면,24.97,49.31,44.5,41590-36950,128.9,126.79705,37.05599
다바3796,am,0.492489,0.659979,0.7046,1.1001,-0.3954,ok,0.0,2,4,4,0.7938,39.319,917.0,619.0,0.12,우정읍,-0.3954,-0.3954,0.63376,4,ADD_FREQ,31240130,읍,49.25,66.0,229.2,41590-36918,123.7,126.79697,37.06501
다바3797,am,0.190574,0.122668,-0.461,-0.8166,0.2887,drt,0.0,4,1,1,0.05,1.341,138.0,447.0,0.1884,우정읍,0.2887,0.3555,0.37532,2,DRT,31240130,읍,19.06,12.27,34.5,41590-37391,604.7,126.79689,37.07402
다바3798,am,0.226553,0.390626,-0.3221,0.1393,-0.4193,mid,0.0,2,2,2,0.845,3.756,237.0,75.0,0.2278,우정읍,-0.4193,-0.4614,0.44125,2,ADD_FREQ,31240130,읍,22.66,39.06,59.2,41590-36837,93.0,126.7968,37.08303
다바3799,am,0.186853,0.322516,-0.4754,-0.1037,-0.298,mid,0.0,2,1,2,0.3348,5.656,118.0,49.0,0.4322,우정읍,-0.298,-0.3717,0.36278,1,NEW_STOP,31240130,읍,18.69,32.25,29.5,41590-37395,399.1,126.79672,37.09205
다바3891,am,0.0,0.011,-1.1968,-1.2149,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0181,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-37498,1396.6,126.80863,37.02001
다바3892,am,0.1287,0.090481,-0.6999,-0.9314,0.1456,mid,0.0,3,1,1,0.05,0.832,49.0,75.0,0.0,우정읍,0.1456,0.2314,0.23629,1,DRT,31240130,읍,12.87,9.05,12.2,41590-36826,683.8,126.80854,37.02902
다바3893,am,0.225108,0.219896,-0.3277,-0.4697,0.1285,mid,0.0,3,2,1,0.2095,2.758,218.0,278.0,0.0229,우정읍,0.1285,0.142,0.4316,2,NEW_STOP,31240130,읍,22.51,21.99,54.5,41590-36827,474.3,126.80846,37.03803
다바3894,am,0.252758,0.388442,-0.221,0.1315,-0.3439,mid,0.0,2,2,2,0.6442,5.549,285.0,309.0,0.2807,우정읍,-0.3439,-0.3524,0.46454,3,ADD_FREQ,31240130,읍,25.28,38.84,71.2,41590-36913,213.5,126.80838,37.04705
다바3895,am,0.184538,0.251889,-0.4843,-0.3556,-0.1024,drt,0.0,3,1,2,0.3362,2.878,93.0,148.0,0.3333,장안면,-0.1024,-0.1287,0.32794,1,NEW_STOP,31240390,면,18.45,25.19,23.2,41590-36772,398.3,126.8083,37.05606
다바3896,am,0.338061,0.446498,0.1084,0.3386,-0.2302,mid,0.0,3,3,3,0.2755,17.903,441.0,126.0,0.1859,장안면,-0.2302,-0.2302,0.52612,3,NEW_STOP,31240390,면,33.81,44.65,110.2,41590-37434,434.7,126.80822,37.06507
다바3897,am,0.499467,0.531921,0.7315,0.6433,0.0883,ok,0.0,3,4,3,0.178,41.665,1212.0,210.0,0.1576,장안면,0.0883,0.0883,0.67305,4,NEW_STOP,31240390,면,49.95,53.19,303.0,41590-36617,493.2,126.80814,37.07409
다바3898,am,0.478358,0.441533,0.65,0.3208,0.3292,ok,0.0,4,4,3,0.5088,11.311,1408.0,129.0,0.1669,우정읍,0.3292,0.3292,0.69439,4,ADD_FREQ,31240130,읍,47.84,44.15,352.0,41590-37397,294.7,126.80805,37.0831
다바3899,am,0.170356,0.38819,-0.5391,0.1306,-0.5056,mid,0.0,2,1,2,0.7717,4.279,108.0,77.0,0.3426,우정읍,-0.5056,-0.6697,0.33953,1,ADD_FREQ,31240130,읍,17.04,38.82,27.0,41590-36989,137.0,126.80797,37.09211
다바3991,am,0.0,0.011,-1.1968,-1.2149,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,3.0,0.0,장안면,0.0,0.0181,0.0,0,DRT,31240390,면,0.0,1.1,0.0,41590-36881,1573.9,126.81987,37.02007
다바3992,am,0.180716,0.069549,-0.4991,-1.006,0.3977,mid,0.0,4,1,1,0.05,0.562,53.0,23.0,0.5849,장안면,0.3977,0.5069,0.29893,1,DRT,31240390,면,18.07,6.95,13.2,41590-36881,575.2,126.81979,37.02908
다바3993,am,0.254591,0.342071,-0.2139,-0.0339,-0.1764,mid,0.0,3,2,2,0.5195,4.669,178.0,40.0,0.4663,장안면,-0.1764,-0.1799,0.40784,2,ADD_FREQ,31240390,면,25.46,34.21,44.5,41590-36716,288.3,126.81971,37.0381
다바3994,am,0.223349,0.114751,-0.3345,-0.8448,0.4594,mid,0.0,4,2,1,0.05,1.204,208.0,5.0,0.3702,장안면,0.4594,0.5103,0.42808,2,DRT,31240390,면,22.33,11.48,52.0,41590-36769,669.9,126.81963,37.04711
다바3995,am,0.189951,0.131069,-0.4634,-0.7866,0.2619,drt,0.0,4,1,1,0.1013,1.29,108.0,238.0,0.2407,장안면,0.2619,0.3231,0.35321,1,DRT,31240390,면,19.0,13.11,27.0,41590-37430,539.2,126.81955,37.05613
다바3996,am,0.236553,0.292903,-0.2835,-0.2093,-0.0693,mid,0.0,3,2,2,0.3867,3.87,263.0,179.0,0.3612,장안면,-0.0693,-0.0742,0.45958,3,NEW_STOP,31240390,면,23.66,29.29,65.8,41590-36915,368.0,126.81947,37.06514
다바3997,am,0.630036,0.783432,1.2357,1.5404,-0.3048,ok,0.0,2,4,4,0.597,142.597,1675.0,277.0,0.1152,장안면,-0.3048,-0.3048,0.71783,4,ADD_FREQ,31240390,면,63.0,78.34,418.8,41590-37524,241.8,126.81938,37.07415
다바3998,am,0.832209,0.884001,2.0162,1.8991,0.1171,ok,0.0,3,4,4,0.9652,165.683,4856.0,1504.0,0.1606,우정읍,0.1171,0.1171,0.87351,4,ADD_FREQ,31240130,읍,83.22,88.4,1214.0,41590-36022,20.9,126.8193,37.08317
다바3999,am,0.649086,0.631274,1.3092,0.9977,0.3115,ok,0.0,4,4,4,0.5897,44.618,2653.0,379.0,0.1135,우정읍,0.3115,0.3115,0.78346,4,ADD_FREQ,31240130,읍,64.91,63.13,663.2,41590-36821,246.2,126.81922,37.09218
다바4091,am,0.063881,0.011,-0.9502,-1.2149,0.1056,mid,0.0,3,0,0,0.05,0.0,8.0,9.0,0.0,장안면,0.1056,0.2647,0.12776,0,DRT,31240390,면,6.39,1.1,2.0,41590-55148,1726.9,126.83111,37.02013
다바4092,am,0.066295,0.011,-0.9409,-1.2149,0.112,mid,0.0,3,0,0,0.05,0.0,13.0,33.0,0.0,장안면,0.112,0.274,0.13259,0,DRT,31240390,면,6.63,1.1,3.2,41590-55148,950.8,126.83103,37.02915
다바4093,am,0.152501,0.085961,-0.608,-0.9475,0.2385,mid,0.0,3,1,1,0.05,0.77,48.0,5.0,0.6458,장안면,0.2385,0.3395,0.27693,1,DRT,31240390,면,15.25,8.6,12.0,41590-37535,594.6,126.83095,37.03816
다바4094,am,0.138737,0.164172,-0.6612,-0.6685,0.0048,mid,0.0,3,1,1,0.4052,0.771,50.0,86.0,0.2,장안면,0.0048,0.0073,0.27012,1,NEW_STOP,31240390,면,13.87,16.42,12.5,41590-36776,356.9,126.83087,37.04718
다바4095,am,0.155173,0.175625,-0.5977,-0.6277,0.0213,mid,0.0,3,1,1,0.1425,2.001,53.0,42.0,0.5849,장안면,0.0213,0.0299,0.29209,1,DRT,31240390,면,15.52,17.56,13.2,41590-36773,514.5,126.83079,37.05619
다바4096,am,0.174806,0.064755,-0.5219,-1.0231,0.3848,drt,0.0,4,1,1,0.05,0.506,107.0,210.0,0.1402,장안면,0.3848,0.5012,0.34226,1,DRT,31240390,면,17.48,6.48,26.8,41590-37514,768.5,126.83071,37.0652
다바4097,am,0.26656,0.416088,-0.1677,0.2301,-0.3978,mid,0.0,2,2,2,0.48,9.644,178.0,125.0,0.3933,장안면,-0.3978,-0.3978,0.40647,2,NEW_STOP,31240390,면,26.66,41.61,44.5,41590-37129,312.0,126.83063,37.07422
다바4098,am,0.49499,0.599772,0.7143,0.8853,-0.171,ok,0.0,3,4,4,0.5822,35.34,866.0,556.0,0.1409,장안면,-0.171,-0.171,0.62163,4,ADD_FREQ,31240390,면,49.5,59.98,216.5,41590-37125,250.7,126.83055,37.08323
다바4099,am,0.45712,0.70061,0.568,1.245,-0.6769,ok,0.0,2,3,4,0.8387,49.967,474.0,172.0,0.211,장안면,-0.6769,-0.6769,0.53863,3,ADD_FREQ,31240390,면,45.71,70.06,118.5,41590-36835,96.8,126.83048,37.09224
다바4191,am,0.023614,0.011,-1.1057,-1.2149,0.0228,mid,0.0,3,0,0,0.05,0.0,5.0,3.0,0.0,장안면,0.0228,0.1092,0.04723,0,DRT,31240390,면,2.36,1.1,1.2,41590-55148,1553.1,126.84235,37.0202
다바4192,am,0.070979,0.19437,-0.9228,-0.5608,-0.1547,mid,0.0,3,0,1,0.05,3.042,8.0,10.0,1.25,장안면,-0.1547,-0.362,0.11891,0,DRT,31240390,면,7.1,19.44,2.0,41590-55148,580.1,126.84227,37.02921
다바4193,am,0.34659,0.516613,0.1413,0.5887,-0.4473,mid,0.0,2,3,3,0.7247,14.191,378.0,103.0,0.4233,장안면,-0.4473,-0.4473,0.5097,3,ADD_FREQ,31240390,면,34.66,51.66,94.5,41590-36984,165.2,126.84219,37.03822
다바4194,am,0.117559,0.03938,-0.7429,-1.1137,0.2199,mid,0.0,3,0,1,0.179,0.0,38.0,14.0,0.3947,장안면,0.2199,0.3707,0.23512,1,NEW_STOP,31240390,면,11.76,3.94,9.5,41590-36776,492.6,126.84212,37.04724
다바4195,am,0.188517,0.278431,-0.469,-0.261,-0.1678,mid,0.0,3,1,2,0.5537,2.297,118.0,61.0,0.5424,장안면,-0.1678,-0.208,0.3693,2,ADD_FREQ,31240390,면,18.85,27.84,29.5,41590-36942,267.8,126.84204,37.05625
다바4196,am,0.353844,0.469963,0.1693,0.4223,-0.2529,mid,0.0,2,3,3,0.5212,13.975,274.0,364.0,0.3102,장안면,-0.2529,-0.2529,0.46092,3,ADD_FREQ,31240390,면,35.38,47.0,68.5,41590-37132,287.3,126.84196,37.06527
다바4197,am,0.263951,0.19518,-0.1777,-0.5579,0.3802,mid,0.0,4,2,1,0.05,3.067,283.0,155.0,0.4276,장안면,0.3802,0.3802,0.47182,3,DRT,31240390,면,26.4,19.52,70.8,41590-36909,654.3,126.84188,37.07428
다바4198,am,0.161729,0.173783,-0.5724,-0.6342,0.0451,mid,0.0,3,1,1,0.1258,2.043,89.0,265.0,0.1685,장안면,0.0451,0.0618,0.32072,1,DRT,31240390,면,16.17,17.38,22.2,41590-55497,524.5,126.84181,37.08329
다바4199,am,0.272254,0.176775,-0.1457,-0.6236,0.4779,mid,0.0,4,2,1,0.05,2.535,303.0,235.0,0.2145,장안면,0.4779,0.4779,0.47887,3,DRT,31240390,면,27.23,17.68,75.8,41590-37453,751.0,126.84173,37.09231
다바4292,am,0.147728,0.011,-0.6265,-1.2149,0.4049,mid,0.0,4,1,0,0.05,0.0,58.0,18.0,0.2241,장안면,0.4049,0.5884,0.29546,1,DRT,31240390,면,14.77,1.1,14.5,41590-36982,1086.0,126.85351,37.02927
다바4293,am,0.305815,0.301279,-0.0161,-0.1795,0.1633,mid,0.0,3,3,2,0.3565,4.46,358.0,170.0,0.3296,장안면,0.1633,0.1633,0.49961,3,NEW_STOP,31240390,면,30.58,30.13,89.5,41590-36714,386.1,126.85344,37.03829
다바4294,am,0.259358,0.386062,-0.1955,0.123,-0.316,mid,0.0,2,2,2,0.4912,7.311,126.0,288.0,0.2937,장안면,-0.316,-0.3185,0.37001,2,NEW_STOP,31240390,면,25.94,38.61,31.5,41590-36798,305.3,126.85336,37.0473
다바4295,am,0.261739,0.479718,-0.1863,0.4571,-0.6421,mid,0.0,2,2,3,0.6448,12.111,153.0,201.0,0.3595,장안면,-0.6421,-0.6433,0.38761,2,ADD_FREQ,31240390,면,26.17,47.97,38.2,41590-37823,213.1,126.85329,37.05631
다바4296,am,0.323849,0.494426,0.0535,0.5095,-0.456,mid,0.0,2,3,3,0.8808,8.875,252.0,980.0,0.1151,장안면,-0.456,-0.456,0.44954,3,ADD_FREQ,31240390,면,32.38,49.44,63.0,41590-37796,71.5,126.85321,37.06533
다바4297,am,0.396998,0.430732,0.3359,0.2823,0.0536,ok,0.0,3,3,3,0.5453,9.666,436.0,745.0,0.1904,장안면,0.0536,0.0536,0.52652,3,ADD_FREQ,31240390,면,39.7,43.07,109.0,41590-37142,272.8,126.85313,37.07434
다바4298,am,0.24009,0.234041,-0.2699,-0.4193,0.141,mid,0.0,3,2,1,0.05,4.468,167.0,576.0,0.1557,장안면,0.141,0.1494,0.39582,2,DRT,31240390,면,24.01,23.4,41.8,41590-37151,661.4,126.85306,37.08335
다바4299,am,0.219675,0.013985,-0.3487,-1.2042,0.762,mid,0.0,5,2,1,0.05,0.023,232.0,891.0,0.0431,장안면,0.762,0.8555,0.43758,2,DRT,31240390,면,21.97,1.4,58.0,41590-37158,794.0,126.85298,37.09237
다바4393,am,0.070337,0.011,-0.9253,-1.2149,0.123,mid,0.0,3,0,0,0.05,0.0,18.0,3.0,0.0,장안면,0.123,0.2896,0.14067,0,DRT,31240390,면,7.03,1.1,4.5,41590-36714,1175.4,126.86468,37.03835
다바4394,am,0.179858,0.25383,-0.5024,-0.3487,-0.1202,mid,0.0,3,1,2,0.4052,2.506,78.0,21.0,0.4615,장안면,-0.1202,-0.1537,0.3112,1,NEW_STOP,31240390,면,17.99,25.38,19.5,41590-37820,356.9,126.86461,37.04736
다바4395,am,0.179212,0.228133,-0.5049,-0.4404,-0.0504,drt,0.0,3,1,1,0.3515,2.154,98.0,69.0,0.4796,장안면,-0.0504,-0.0645,0.34325,1,NEW_STOP,31240390,면,17.92,22.81,24.5,41590-37819,389.1,126.86453,37.05637
다바4396,am,0.191377,0.113353,-0.4579,-0.8498,0.3191,drt,0.0,4,1,1,0.1055,0.987,110.0,134.0,0.2818,장안면,0.3191,0.3918,0.36041,1,DRT,31240390,면,19.14,11.34,27.5,41590-36727,536.7,126.86446,37.06539
다바4397,am,0.327709,0.383662,0.0684,0.1144,-0.046,mid,0.0,3,3,2,0.2615,10.991,461.0,1229.0,0.1345,장안면,-0.046,-0.046,0.53638,3,NEW_STOP,31240390,면,32.77,38.37,115.2,41590-37942,443.1,126.86438,37.0744
다바4398,am,0.349639,0.505922,0.1531,0.5505,-0.3974,mid,0.0,2,3,3,0.444,21.412,411.0,969.0,0.1582,장안면,-0.3974,-0.3974,0.51752,3,NEW_STOP,31240390,면,34.96,50.59,102.8,41590-37156,333.6,126.86431,37.08342
다바4399,am,0.397616,0.419971,0.3383,0.2439,0.0944,mid,0.0,3,3,2,0.6762,6.892,576.0,684.0,0.2066,장안면,0.0944,0.0944,0.56603,3,ADD_FREQ,31240390,면,39.76,42.0,144.0,41590-37840,194.3,126.86423,37.09243
다바4495,am,0.043061,0.081049,-1.0306,-0.965,-0.0202,mid,0.0,3,0,1,0.05,0.705,8.0,5.0,0.0,장안면,-0.0202,-0.0655,0.08455,0,DRT,31240390,면,4.31,8.1,2.0,41590-37819,611.9,126.87578,37.05643
다바4496,am,0.152711,0.115632,-0.6072,-0.8417,0.1648,mid,0.0,3,1,1,0.1117,1.001,43.0,26.0,0.2326,장안면,0.1648,0.2344,0.27582,1,DRT,31240390,면,15.27,11.56,10.8,41590-36727,533.0,126.8757,37.06545
다바4497,am,0.169699,0.282611,-0.5416,-0.246,-0.2226,mid,0.0,3,1,2,0.312,4.103,38.0,346.0,0.1316,장안면,-0.2226,-0.2956,0.21726,0,NEW_STOP,31240390,면,16.97,28.26,9.5,41590-37613,412.8,126.87563,37.07446
다바4498,am,0.125,0.057036,-0.7142,-1.0507,0.2077,mid,0.0,3,1,1,0.05,0.42,39.0,17.0,0.2564,장안면,0.2077,0.3365,0.23629,1,DRT,31240390,면,12.5,5.7,9.8,41590-37841,731.2,126.87556,37.08348
다바4499,am,0.157847,0.011,-0.5874,-1.2149,0.4508,mid,0.0,4,1,0,0.05,0.0,68.0,117.0,0.4853,장안면,0.4508,0.6275,0.31569,1,DRT,31240390,면,15.78,1.1,17.0,41590-37840,808.9,126.87548,37.09249
다바4597,am,0.215083,0.259579,-0.3664,-0.3282,-0.0336,mid,0.0,3,2,2,0.5285,1.979,108.0,163.0,0.3611,향남읍,-0.0336,-0.0382,0.34865,1,ADD_FREQ,31240140,읍,21.51,25.96,27.0,41590-37814,282.9,126.88688,37.07452
다바4598,am,0.131976,0.011,-0.6873,-1.2149,0.3374,mid,0.0,4,1,0,0.05,0.0,51.0,174.0,0.098,향남읍,0.3374,0.5276,0.26395,1,DRT,31240140,읍,13.2,1.1,12.8,41590-37814,813.5,126.88681,37.08353
다바4599,am,0.244422,0.371692,-0.2531,0.0717,-0.3101,mid,0.0,2,2,2,0.601,5.197,285.0,329.0,0.4982,향남읍,-0.3101,-0.3249,0.4796,3,ADD_FREQ,31240140,읍,24.44,37.17,71.2,41590-37875,239.4,126.88673,37.09255
다바4697,am,0.23709,0.370048,-0.2815,0.0659,-0.3251,mid,0.0,2,2,2,0.5952,5.18,73.0,189.0,0.3836,향남읍,-0.3251,-0.3473,0.32381,1,ADD_FREQ,31240140,읍,23.71,37.0,18.2,41590-36733,242.9,126.89813,37.07458
다바4698,am,0.523007,0.585211,0.8224,0.8333,-0.0109,ok,0.0,3,4,3,0.736,24.134,769.0,3343.0,0.0507,향남읍,-0.0109,-0.0109,0.60457,4,ADD_FREQ,31240140,읍,52.3,58.52,192.2,41590-37759,158.4,126.89806,37.08359
다바4699,am,0.533126,0.543357,0.8615,0.6841,0.1774,ok,0.0,3,4,3,0.3587,33.389,1112.0,1830.0,0.1628,향남읍,0.1774,0.1774,0.65852,4,NEW_STOP,31240140,읍,53.31,54.34,278.0,41590-37876,384.8,126.89799,37.09261
