grid_id,period,daytype,boardings,potential,board_day,freq,coverage,nearest_stop_id,nearest_stop_m,rail_m,stops_n,pop,workers,elderly_ratio
다바4195,pm,we,0.122,14.43,0.82,2.297,0.6653,41590-36942,267.8,22305.5,4,118.0,61.0,0.5424
다바4195,night,we,0.043,10.75,0.82,0.0,0.6653,41590-36942,267.8,22305.5,4,118.0,61.0,0.5424
다바4196,am,wd,5.701,22.35,30.839,13.975,0.6408,41590-37132,287.3,21344.3,6,274.0,364.0,0.3102
다바4196,day,wd,14.004,127.68,30.839,45.998,0.6408,41590-37132,287.3,21344.3,6,274.0,364.0,0.3102
다바4196,pm,wd,4.739,27.78,30.839,13.975,0.6408,41590-37132,287.3,21344.3,6,274.0,364.0,0.3102
다바4196,night,wd,1.194,17.08,30.839,0.0,0.6408,41590-37132,287.3,21344.3,6,274.0,364.0,0.3102
다바4196,am,we,2.342,21.78,31.071,13.975,0.6408,41590-37132,287.3,21344.3,6,274.0,364.0,0.3102
다바4196,day,we,16.973,125.73,31.071,45.998,0.6408,41590-37132,287.3,21344.3,6,274.0,364.0,0.3102
다바4196,pm,we,4.633,28.75,31.071,13.975,0.6408,41590-37132,287.3,21344.3,6,274.0,364.0,0.3102
다바4196,night,we,1.622,21.94,31.071,0.0,0.6408,41590-37132,287.3,21344.3,6,274.0,364.0,0.3102
다바4197,am,wd,0.719,24.09,3.89,3.067,0.1822,41590-36909,654.3,20388.1,4,283.0,155.0,0.4276
다바4197,day,wd,1.766,139.84,3.89,10.096,0.1822,41590-36909,654.3,20388.1,4,283.0,155.0,0.4276
다바4197,pm,wd,0.598,28.28,3.89,3.067,0.1822,41590-36909,654.3,20388.1,4,283.0,155.0,0.4276
다바4197,night,wd,0.151,16.73,3.89,0.0,0.1822,41590-36909,654.3,20388.1,4,283.0,155.0,0.4276
다바4197,am,we,0.627,23.68,8.321,3.067,0.1822,41590-36909,654.3,20388.1,4,283.0,155.0,0.4276
다바4197,day,we,4.546,136.88,8.321,10.096,0.1822,41590-36909,654.3,20388.1,4,283.0,155.0,0.4276
다바4197,pm,we,1.241,29.44,8.321,3.067,0.1822,41590-36909,654.3,20388.1,4,283.0,155.0,0.4276
다바4197,night,we,0.434,21.79,8.321,0.0,0.1822,41590-36909,654.3,20388.1,4,283.0,155.0,0.4276
다바4198,am,wd,0.029,7.99,0.158,2.043,0.3443,41590-55497,524.5,19435.9,2,89.0,265.0,0.1685
다바4198,day,wd,0.072,44.65,0.158,5.029,0.3443,41590-55497,524.5,19435.9,2,89.0,265.0,0.1685
다바4198,pm,wd,0.024,10.31,0.158,2.043,0.3443,41590-55497,524.5,19435.9,2,89.0,265.0,0.1685
다바4198,night,wd,0.006,6.64,0.158,0.0,0.3443,41590-55497,524.5,19435.9,2,89.0,265.0,0.1685
다바4198,am,we,0.012,7.74,0.158,2.043,0.3443,41590-55497,524.5,19435.9,2,89.0,265.0,0.1685
다바4198,day,we,0.086,44.12,0.158,5.029,0.3443,41590-55497,524.5,19435.9,2,89.0,265.0,0.1685
다바4198,pm,we,0.024,10.66,0.158,2.043,0.3443,41590-55497,524.5,19435.9,2,89.0,265.0,0.1685
다바4198,night,we,0.008,8.44,0.158,0.0,0.3443,41590-55497,524.5,19435.9,2,89.0,265.0,0.1685
다바4199,am,wd,0.877,25.4,4.747,2.535,0.0612,41590-37453,751.0,18487.9,6,303.0,235.0,0.2145
다바4199,day,wd,2.156,144.25,4.747,7.098,0.0612,41590-37453,751.0,18487.9,6,303.0,235.0,0.2145
다바4199,pm,wd,0.729,31.38,4.747,2.535,0.0612,41590-37453,751.0,18487.9,6,303.0,235.0,0.2145
다바4199,night,wd,0.184,18.97,4.747,0.541,0.0612,41590-37453,751.0,18487.9,6,303.0,235.0,0.2145
다바4199,am,we,0.585,24.74,7.764,1.479,0.0612,41590-37453,751.0,18487.9,6,303.0,235.0,0.2145
다바4199,day,we,4.241,141.94,7.764,3.299,0.0612,41590-37453,751.0,18487.9,6,303.0,235.0,0.2145
다바4199,pm,we,1.158,32.44,7.764,1.479,0.0612,41590-37453,751.0,18487.9,6,303.0,235.0,0.2145
다바4199,night,we,0.405,24.49,7.764,0.066,0.0612,41590-37453,751.0,18487.9,6,303.0,235.0,0.2145
다바4292,am,wd,0.0,6.56,0.0,0.0,0.05,41590-36982,1086.0,24983.7,0,58.0,18.0,0.2241
다바4292,day,wd,0.0,37.03,0.0,0.0,0.05,41590-36982,1086.0,24983.7,0,58.0,18.0,0.2241
다바4292,pm,wd,0.0,8.37,0.0,0.0,0.05,41590-36982,1086.0,24983.7,0,58.0,18.0,0.2241
다바4292,night,wd,0.0,5.15,0.0,0.0,0.05,41590-36982,1086.0,24983.7,0,58.0,18.0,0.2241
다바4292,am,we,0.0,6.37,0.0,0.0,0.05,41590-36982,1086.0,24983.7,0,58.0,18.0,0.2241
다바4292,day,we,0.0,36.56,0.0,0.0,0.05,41590-36982,1086.0,24983.7,0,58.0,18.0,0.2241
다바4292,pm,we,0.0,8.62,0.0,0.0,0.05,41590-36982,1086.0,24983.7,0,58.0,18.0,0.2241
다바4292,night,we,0.0,6.61,0.0,0.0,0.05,41590-36982,1086.0,24983.7,0,58.0,18.0,0.2241
다바4293,am,wd,1.735,29.39,9.388,4.46,0.5174,41590-36714,386.1,24004.5,4,358.0,170.0,0.3296
다바4293,day,wd,4.263,168.24,9.388,14.273,0.5174,41590-36714,386.1,24004.5,4,358.0,170.0,0.3296
다바4293,pm,wd,1.443,36.27,9.388,4.46,0.5174,41590-36714,386.1,24004.5,4,358.0,170.0,0.3296
다바4293,night,wd,0.363,22.54,9.388,0.0,0.5174,41590-36714,386.1,24004.5,4,358.0,170.0,0.3296
다바4293,am,we,0.69,28.71,9.149,4.46,0.5174,41590-36714,386.1,24004.5,4,358.0,170.0,0.3296
다바4293,day,we,4.998,165.43,9.149,14.273,0.5174,41590-36714,386.1,24004.5,4,358.0,170.0,0.3296
다바4293,pm,we,1.364,37.63,9.149,4.46,0.5174,41590-36714,386.1,24004.5,4,358.0,170.0,0.3296
다바4293,night,we,0.478,28.94,9.149,0.0,0.5174,41590-36714,386.1,24004.5,4,358.0,170.0,0.3296
다바4294,am,wd,2.287,11.55,12.372,7.311,0.6184,41590-36798,305.3,23028.6,8,126.0,288.0,0.2937
다바4294,day,wd,5.618,65.35,12.372,23.395,0.6184,41590-36798,305.3,23028.6,8,126.0,288.0,0.2937
다바4294,pm,wd,1.901,14.18,12.372,7.311,0.6184,41590-36798,305.3,23028.6,8,126.0,288.0,0.2937
다바4294,night,wd,0.479,8.89,12.372,0.0,0.6184,41590-36798,305.3,23028.6,8,126.0,288.0,0.2937
다바4294,am,we,0.949,11.28,12.588,7.311,0.6184,41590-36798,305.3,23028.6,8,126.0,288.0,0.2937
다바4294,day,we,6.876,64.26,12.588,23.395,0.6184,41590-36798,305.3,23028.6,8,126.0,288.0,0.2937
다바4294,pm,we,1.877,14.72,12.588,7.311,0.6184,41590-36798,305.3,23028.6,8,126.0,288.0,0.2937
다바4294,night,we,0.657,11.39,12.588,0.0,0.6184,41590-36798,305.3,23028.6,8,126.0,288.0,0.2937
다바4295,am,wd,2.147,13.16,11.615,12.111,0.7337,41590-37823,213.1,22054.5,10,153.0,201.0,0.3595
다바4295,day,wd,5.274,75.69,11.615,38.755,0.7337,41590-37823,213.1,22054.5,10,153.0,201.0,0.3595
다바4295,pm,wd,1.785,16.44,11.615,12.111,0.7337,41590-37823,213.1,22054.5,10,153.0,201.0,0.3595
다바4295,night,wd,0.45,10.19,11.615,0.0,0.7337,41590-37823,213.1,22054.5,10,153.0,201.0,0.3595
다바4295,am,we,1.369,12.84,18.162,12.111,0.7337,41590-37823,213.1,22054.5,10,153.0,201.0,0.3595
다바4295,day,we,9.921,74.5,18.162,38.755,0.7337,41590-37823,213.1,22054.5,10,153.0,201.0,0.3595
다바4295,pm,we,2.708,17.04,18.162,12.111,0.7337,41590-37823,213.1,22054.5,10,153.0,201.0,0.3595
다바4295,night,we,0.948,13.09,18.162,0.0,0.7337,41590-37823,213.1,22054.5,10,153.0,201.0,0.3595
다바4296,am,wd,3.945,20.64,21.341,8.875,0.9106,41590-37796,71.5,21081.9,9,252.0,980.0,0.1151
다바4296,day,wd,9.691,114.16,21.341,28.83,0.9106,41590-37796,71.5,21081.9,9,252.0,980.0,0.1151
다바4296,pm,wd,3.279,26.46,21.341,8.875,0.9106,41590-37796,71.5,21081.9,9,252.0,980.0,0.1151
다바4296,night,wd,0.826,17.29,21.341,0.0,0.9106,41590-37796,71.5,21081.9,9,252.0,980.0,0.1151
다바4296,am,we,2.0,20.02,26.533,8.875,0.9106,41590-37796,71.5,21081.9,9,252.0,980.0,0.1151
다바4296,day,we,14.494,112.7,26.533,28.83,0.9106,41590-37796,71.5,21081.9,9,252.0,980.0,0.1151
다바4296,pm,we,3.956,27.36,26.533,8.875,0.9106,41590-37796,71.5,21081.9,9,252.0,980.0,0.1151
다바4296,night,we,1.385,21.93,26.533,0.0,0.9106,41590-37796,71.5,21081.9,9,252.0,980.0,0.1151
다바4297,am,wd,6.589,35.58,35.646,9.666,0.659,41590-37142,272.8,20113.2,8,436.0,745.0,0.1904
다바4297,day,wd,16.187,199.36,35.646,32.73,0.659,41590-37142,272.8,20113.2,8,436.0,745.0,0.1904
다바4297,pm,wd,5.477,45.48,35.646,9.666,0.659,41590-37142,272.8,20113.2,8,436.0,745.0,0.1904
다바4297,night,wd,1.38,29.13,35.646,0.0,0.659,41590-37142,272.8,20113.2,8,436.0,745.0,0.1904
다바4297,am,we,5.059,34.53,67.127,9.666,0.659,41590-37142,272.8,20113.2,8,436.0,745.0,0.1904
다바4297,day,we,36.67,196.76,67.127,32.73,0.659,41590-37142,272.8,20113.2,8,436.0,745.0,0.1904
다바4297,pm,we,10.009,47.01,67.127,9.666,0.659,41590-37142,272.8,20113.2,8,436.0,745.0,0.1904
다바4297,night,we,3.504,37.07,67.127,0.0,0.659,41590-37142,272.8,20113.2,8,436.0,745.0,0.1904
다바4298,am,wd,1.189,14.01,6.431,4.468,0.1733,41590-37151,661.4,19147.4,6,167.0,576.0,0.1557
다바4298,day,wd,2.92,78.2,6.431,12.304,0.1733,41590-37151,661.4,19147.4,6,167.0,576.0,0.1557
다바4298,pm,wd,0.988,18.08,6.431,4.468,0.1733,41590-37151,661.4,19147.4,6,167.0,576.0,0.1557
다바4298,night,wd,0.249,11.63,6.431,0.0,0.1733,41590-37151,661.4,19147.4,6,167.0,576.0,0.1557
다바4298,am,we,1.087,13.57,14.424,4.468,0.1733,41590-37151,661.4,19147.4,6,167.0,576.0,0.1557
다바4298,day,we,7.879,77.22,14.424,12.304,0.1733,41590-37151,661.4,19147.4,6,167.0,576.0,0.1557
다바4298,pm,we,2.151,18.66,14.424,4.468,0.1733,41590-37151,661.4,19147.4,6,167.0,576.0,0.1557
다바4298,night,we,0.753,14.79,14.424,0.0,0.1733,41590-37151,661.4,19147.4,6,167.0,576.0,0.1557
다바4299,am,wd,0.021,18.97,0.111,0.023,0.05,41590-37158,794.0,18184.4,2,232.0,891.0,0.0431
다바4299,day,wd,0.05,103.37,0.111,0.078,0.05,41590-37158,794.0,18184.4,2,232.0,891.0,0.0431
다바4299,pm,wd,0.017,25.16,0.111,0.023,0.05,41590-37158,794.0,18184.4,2,232.0,891.0,0.0431
다바4299,night,wd,0.004,17.01,0.111,0.0,0.05,41590-37158,794.0,18184.4,2,232.0,891.0,0.0431
다바4299,am,we,0.024,18.3,0.322,0.023,0.05,41590-37158,794.0,18184.4,2,232.0,891.0,0.0431
다바4299,day,we,0.176,102.44,0.322,0.078,0.05,41590-37158,794.0,18184.4,2,232.0,891.0,0.0431
다바4299,pm,we,0.048,25.98,0.322,0.023,0.05,41590-37158,794.0,18184.4,2,232.0,891.0,0.0431
다바4299,night,we,0.017,21.4,0.322,0.0,0.05,41590-37158,794.0,18184.4,2,232.0,891.0,0.0431
다바4393,am,wd,0.0,1.62,0.0,0.0,0.05,41590-36714,1175.4,23813.5,0,18.0,3.0,0.0
다바4393,day,wd,0.0,8.9,0.0,0.0,0.05,41590-36714,1175.4,23813.5,0,18.0,3.0,0.0
다바4393,pm,wd,0.0,2.03,0.0,0.0,0.05,41590-36714,1175.4,23813.5,0,18.0,3.0,0.0
다바4393,night,wd,0.0,1.29,0.0,0.0,0.05,41590-36714,1175.4,23813.5,0,18.0,3.0,0.0
다바4393,am,we,0.0,1.58,0.0,0.0,0.05,41590-36714,1175.4,23813.5,0,18.0,3.0,0.0
다바4393,day,we,0.0,8.81,0.0,0.0,0.05,41590-36714,1175.4,23813.5,0,18.0,3.0,0.0
다바4393,pm,we,0.0,2.1,0.0,0.0,0.05,41590-36714,1175.4,23813.5,0,18.0,3.0,0.0
다바4393,night,we,0.0,1.64,0.0,0.0,0.05,41590-36714,1175.4,23813.5,0,18.0,3.0,0.0
다바4394,am,wd,0.547,7.39,2.957,2.506,0.5539,41590-37820,356.9,22829.2,3,78.0,21.0,0.4615
다바4394,day,wd,1.343,42.63,2.957,8.019,0.5539,41590-37820,356.9,22829.2,3,78.0,21.0,0.4615
다바4394,pm,wd,0.454,8.71,2.957,2.506,0.5539,41590-37820,356.9,22829.2,3,78.0,21.0,0.4615
다바4394,night,wd,0.114,5.22,2.957,0.0,0.5539,41590-37820,356.9,22829.2,3,78.0,21.0,0.4615
다바4394,am,we,0.099,7.26,1.312,2.506,0.5539,41590-37820,356.9,22829.2,3,78.0,21.0,0.4615
다바4394,day,we,0.717,41.72,1.312,8.019,0.5539,41590-37820,356.9,22829.2,3,78.0,21.0,0.4615
다바4394,pm,we,0.196,9.06,1.312,2.506,0.5539,41590-37820,356.9,22829.2,3,78.0,21.0,0.4615
다바4394,night,we,0.068,6.78,1.312,0.0,0.5539,41590-37820,356.9,22829.2,3,78.0,21.0,0.4615
다바4395,am,wd,0.155,9.46,0.837,2.154,0.5137,41590-37819,389.1,21846.5,5,98.0,69.0,0.4796
다바4395,day,wd,0.38,55.13,0.837,6.892,0.5137,41590-37819,389.1,21846.5,5,98.0,69.0,0.4796
다바4395,pm,wd,0.129,11.59,0.837,2.154,0.5137,41590-37819,389.1,21846.5,5,98.0,69.0,0.4796
다바4395,night,wd,0.032,6.83,0.837,0.0,0.5137,41590-37819,389.1,21846.5,5,98.0,69.0,0.4796
다바4395,am,we,0.078,9.24,1.039,2.154,0.5137,41590-37819,389.1,21846.5,5,98.0,69.0,0.4796
다바4395,day,we,0.568,54.19,1.039,6.892,0.5137,41590-37819,389.1,21846.5,5,98.0,69.0,0.4796
다바4395,pm,we,0.155,12.0,1.039,2.154,0.5137,41590-37819,389.1,21846.5,5,98.0,69.0,0.4796
다바4395,night,we,0.054,8.87,1.039,0.0,0.5137,41590-37819,389.1,21846.5,5,98.0,69.0,0.4796
다바4396,am,wd,0.228,10.76,1.236,0.987,0.3291,41590-36727,536.7,20864.1,1,110.0,134.0,0.2818
다바4396,day,wd,0.561,61.14,1.236,3.159,0.3291,41590-36727,536.7,20864.1,1,110.0,134.0,0.2818
다바4396,pm,wd,0.19,13.06,1.236,0.987,0.3291,41590-36727,536.7,20864.1,1,110.0,134.0,0.2818
다바4396,night,wd,0.048,7.97,1.236,0.0,0.3291,41590-36727,536.7,20864.1,1,110.0,134.0,0.2818
다바4396,am,we,0.049,10.51,0.655,0.987,0.3291,41590-36727,536.7,20864.1,1,110.0,134.0,0.2818
다바4396,day,we,0.358,60.02,0.655,3.159,0.3291,41590-36727,536.7,20864.1,1,110.0,134.0,0.2818
다바4396,pm,we,0.098,13.54,0.655,0.987,0.3291,41590-36727,536.7,20864.1,1,110.0,134.0,0.2818
다바4396,night,we,0.034,10.29,0.655,0.0,0.3291,41590-36727,536.7,20864.1,1,110.0,134.0,0.2818
다바4397,am,wd,1.87,38.14,10.114,10.991,0.4461,41590-37942,443.1,19884.7,13,461.0,1229.0,0.1345
다바4397,day,wd,4.593,211.97,10.114,30.557,0.4461,41590-37942,443.1,19884.7,13,461.0,1229.0,0.1345
다바4397,pm,wd,1.554,49.21,10.114,10.991,0.4461,41590-37942,443.1,19884.7,13,461.0,1229.0,0.1345
다바4397,night,wd,0.391,31.98,10.114,0.0,0.4461,41590-37942,443.1,19884.7,13,461.0,1229.0,0.1345
다바4397,am,we,2.522,36.96,33.457,10.991,0.4461,41590-37942,443.1,19884.7,13,461.0,1229.0,0.1345
다바4397,day,we,18.277,209.48,33.457,30.557,0.4461,41590-37942,443.1,19884.7,13,461.0,1229.0,0.1345
다바4397,pm,we,4.989,50.86,33.457,10.991,0.4461,41590-37942,443.1,19884.7,13,461.0,1229.0,0.1345
다바4397,night,we,1.746,40.56,33.457,0.0,0.4461,41590-37942,443.1,19884.7,13,461.0,1229.0,0.1345
다바4398,am,wd,3.476,33.4,18.802,21.412,0.5829,41590-37156,333.6,18906.2,11,411.0,969.0,0.1582
다바4398,day,wd,8.538,186.97,18.802,57.972,0.5829,41590-37156,333.6,18906.2,11,411.0,969.0,0.1582
다바4398,pm,wd,2.889,42.36,18.802,21.412,0.5829,41590-37156,333.6,18906.2,11,411.0,969.0,0.1582
다바4398,night,wd,0.728,26.89,18.802,0.0,0.5829,41590-37156,333.6,18906.2,11,411.0,969.0,0.1582
다바4398,am,we,3.39,32.42,44.973,21.412,0.5829,41590-37156,333.6,18906.2,11,411.0,969.0,0.1582
다바4398,day,we,24.568,184.43,44.973,57.972,0.5829,41590-37156,333.6,18906.2,11,411.0,969.0,0.1582
다바4398,pm,we,6.706,43.77,44.973,21.412,0.5829,41590-37156,333.6,18906.2,11,411.0,969.0,0.1582
다바4398,night,we,2.347,34.3,44.973,0.0,0.5829,41590-37156,333.6,18906.2,11,411.0,969.0,0.1582
다바4399,am,wd,5.035,46.88,27.24,6.892,0.7571,41590-37840,194.3,17931.5,5,576.0,684.0,0.2066
다바4399,day,wd,12.37,264.06,27.24,23.11,0.7571,41590-37840,194.3,17931.5,5,576.0,684.0,0.2066
다바4399,pm,wd,4.186,59.4,27.24,6.892,0.7571,41590-37840,194.3,17931.5,5,576.0,684.0,0.2066
다바4399,night,wd,1.054,37.39,27.24,0.0,0.7571,41590-37840,194.3,17931.5,5,576.0,684.0,0.2066
다바4399,am,we,5.428,45.53,72.02,6.892,0.7571,41590-37840,194.3,17931.5,5,576.0,684.0,0.2066
다바4399,day,we,39.343,260.26,72.02,23.11,0.7571,41590-37840,194.3,17931.5,5,576.0,684.0,0.2066
다바4399,pm,we,10.739,61.38,72.02,6.892,0.7571,41590-37840,194.3,17931.5,5,576.0,684.0,0.2066
다바4399,night,we,3.759,47.79,72.02,0.0,0.7571,41590-37840,194.3,17931.5,5,576.0,684.0,0.2066
다바4495,am,wd,0.016,0.78,0.085,0.705,0.2352,41590-37819,611.9,21682.3,1,8.0,5.0,0.0
다바4495,day,wd,0.039,4.29,0.085,2.258,0.2352,41590-37819,611.9,21682.3,1,8.0,5.0,0.0
다바4495,pm,wd,0.013,1.04,0.085,0.705,0.2352,41590-37819,611.9,21682.3,1,8.0,5.0,0.0
다바4495,night,wd,0.003,0.69,0.085,0.0,0.2352,41590-37819,611.9,21682.3,1,8.0,5.0,0.0
다바4495,am,we,0.026,0.76,0.342,0.705,0.2352,41590-37819,611.9,21682.3,1,8.0,5.0,0.0
다바4495,day,we,0.187,4.28,0.342,2.258,0.2352,41590-37819,611.9,21682.3,1,8.0,5.0,0.0
다바4495,pm,we,0.051,1.07,0.342,0.705,0.2352,41590-37819,611.9,21682.3,1,8.0,5.0,0.0
다바4495,night,we,0.018,0.86,0.342,0.0,0.2352,41590-37819,611.9,21682.3,1,8.0,5.0,0.0
다바4496,am,wd,0.232,5.61,1.254,1.001,0.3338,41590-36727,533.0,20692.3,1,43.0,26.0,0.2326
다바4496,day,wd,0.569,31.6,1.254,3.204,0.3338,41590-36727,533.0,20692.3,1,43.0,26.0,0.2326
다바4496,pm,wd,0.193,7.01,1.254,1.001,0.3338,41590-36727,533.0,20692.3,1,43.0,26.0,0.2326
다바4496,night,wd,0.049,4.21,1.254,0.0,0.3338,41590-36727,533.0,20692.3,1,43.0,26.0,0.2326
다바4496,am,we,0.05,5.44,0.665,1.001,0.3338,41590-36727,533.0,20692.3,1,43.0,26.0,0.2326
다바4496,day,we,0.363,31.15,0.665,3.204,0.3338,41590-36727,533.0,20692.3,1,43.0,26.0,0.2326
다바4496,pm,we,0.099,7.22,0.665,1.001,0.3338,41590-36727,533.0,20692.3,1,43.0,26.0,0.2326
다바4496,night,we,0.035,5.43,0.665,0.0,0.3338,41590-36727,533.0,20692.3,1,43.0,26.0,0.2326
다바4497,am,wd,1.773,3.43,9.591,4.103,0.484,41590-37613,412.8,19704.3,3,38.0,346.0,0.1316
다바4497,day,wd,4.355,19.01,9.591,12.831,0.484,41590-37613,412.8,19704.3,3,38.0,346.0,0.1316
다바4497,pm,wd,1.474,4.36,9.591,4.103,0.484,41590-37613,412.8,19704.3,3,38.0,346.0,0.1316
다바4497,night,wd,0.371,2.83,9.591,0.0,0.484,41590-37613,412.8,19704.3,3,38.0,346.0,0.1316
다바4497,am,we,2.013,3.33,26.709,4.103,0.484,41590-37613,412.8,19704.3,3,38.0,346.0,0.1316
다바4497,day,we,14.59,18.77,26.709,12.831,0.484,41590-37613,412.8,19704.3,3,38.0,346.0,0.1316
다바4497,pm,we,3.982,4.51,26.709,4.103,0.484,41590-37613,412.8,19704.3,3,38.0,346.0,0.1316
다바4497,night,we,1.394,3.59,26.709,0.0,0.484,41590-37613,412.8,19704.3,3,38.0,346.0,0.1316
다바4498,am,wd,0.129,4.05,0.696,0.42,0.086,41590-37841,731.2,18716.4,2,39.0,17.0,0.2564
다바4498,day,wd,0.316,22.63,0.696,1.38,0.086,41590-37841,731.2,18716.4,2,39.0,17.0,0.2564
다바4498,pm,wd,0.107,5.15,0.696,0.42,0.086,41590-37841,731.2,18716.4,2,39.0,17.0,0.2564
다바4498,night,wd,0.027,3.34,0.696,0.0,0.086,41590-37841,731.2,18716.4,2,39.0,17.0,0.2564
다바4498,am,we,0.083,3.93,1.104,0.42,0.086,41590-37841,731.2,18716.4,2,39.0,17.0,0.2564
다바4498,day,we,0.603,22.33,1.104,1.38,0.086,41590-37841,731.2,18716.4,2,39.0,17.0,0.2564
다바4498,pm,we,0.165,5.33,1.104,0.42,0.086,41590-37841,731.2,18716.4,2,39.0,17.0,0.2564
다바4498,night,we,0.058,4.25,1.104,0.0,0.086,41590-37841,731.2,18716.4,2,39.0,17.0,0.2564
다바4499,am,wd,0.0,7.67,0.0,0.0,0.05,41590-37840,808.9,17731.2,0,68.0,117.0,0.4853
다바4499,day,wd,0.0,44.41,0.0,0.0,0.05,41590-37840,808.9,17731.2,0,68.0,117.0,0.4853
다바4499,pm,wd,0.0,9.43,0.0,0.0,0.05,41590-37840,808.9,17731.2,0,68.0,117.0,0.4853
다바4499,night,wd,0.0,5.63,0.0,0.0,0.05,41590-37840,808.9,17731.2,0,68.0,117.0,0.4853
다바4499,am,we,0.0,7.48,0.0,0.0,0.05,41590-37840,808.9,17731.2,0,68.0,117.0,0.4853
다바4499,day,we,0.0,43.64,0.0,0.0,0.05,41590-37840,808.9,17731.2,0,68.0,117.0,0.4853
다바4499,pm,we,0.0,9.75,0.0,0.0,0.05,41590-37840,808.9,17731.2,0,68.0,117.0,0.4853
다바4499,night,we,0.0,7.29,0.0,0.0,0.05,41590-37840,808.9,17731.2,0,68.0,117.0,0.4853
다바4597,am,wd,1.044,9.86,5.65,1.979,0.6464,41590-37814,282.9,19573.3,4,108.0,163.0,0.3611
다바4597,day,wd,2.566,57.04,5.65,7.452,0.6464,41590-37814,282.9,19573.3,4,108.0,163.0,0.3611
다바4597,pm,wd,0.868,12.16,5.65,1.979,0.6464,41590-37814,282.9,19573.3,4,108.0,163.0,0.3611
다바4597,night,wd,0.219,7.21,5.65,0.0,0.6464,41590-37814,282.9,19573.3,4,108.0,163.0,0.3611
다바4597,am,we,0.531,9.62,7.041,1.979,0.6464,41590-37814,282.9,19573.3,4,108.0,163.0,0.3611
다바4597,day,we,3.846,56.1,7.041,7.452,0.6464,41590-37814,282.9,19573.3,4,108.0,163.0,0.3611
다바4597,pm,we,1.05,12.58,7.041,1.979,0.6464,41590-37814,282.9,19573.3,4,108.0,163.0,0.3611
다바4597,night,we,0.367,9.35,7.041,0.0,0.6464,41590-37814,282.9,19573.3,4,108.0,163.0,0.3611
다바4598,am,wd,0.0,5.1,0.0,0.0,0.05,41590-37814,813.5,18579.6,0,51.0,174.0,0.098
다바4598,day,wd,0.0,28.06,0.0,0.0,0.05,41590-37814,813.5,18579.6,0,51.0,174.0,0.098
다바4598,pm,wd,0.0,6.52,0.0,0.0,0.05,41590-37814,813.5,18579.6,0,51.0,174.0,0.098
다바4598,night,wd,0.0,4.27,0.0,0.0,0.05,41590-37814,813.5,18579.6,0,51.0,174.0,0.098
다바4598,am,we,0.0,4.94,0.0,0.0,0.05,41590-37814,813.5,18579.6,0,51.0,174.0,0.098
다바4598,day,we,0.0,27.7,0.0,0.0,0.05,41590-37814,813.5,18579.6,0,51.0,174.0,0.098
다바4598,pm,we,0.0,6.74,0.0,0.0,0.05,41590-37814,813.5,18579.6,0,51.0,174.0,0.098
다바4598,night,we,0.0,5.41,0.0,0.0,0.05,41590-37814,813.5,18579.6,0,51.0,174.0,0.098
다바4599,am,wd,0.103,25.49,0.538,5.197,0.7007,41590-37875,239.4,17585.5,6,285.0,329.0,0.4982
다바4599,day,wd,0.244,148.62,0.538,14.827,0.7007,41590-37875,239.4,17585.5,6,285.0,329.0,0.4982
다바4599,pm,wd,0.082,31.25,0.538,5.228,0.7007,41590-37875,239.4,17585.5,6,285.0,329.0,0.4982
다바4599,night,wd,0.02,18.76,0.538,0.166,0.7007,41590-37875,239.4,17585.5,6,285.0,329.0,0.4982
다바4599,am,we,0.066,24.95,0.866,2.969,0.7007,41590-37875,239.4,17585.5,6,285.0,329.0,0.4982
다바4599,day,we,0.476,145.98,0.866,7.172,0.7007,41590-37875,239.4,17585.5,6,285.0,329.0,0.4982
다바4599,pm,we,0.128,32.41,0.866,3.302,0.7007,41590-37875,239.4,17585.5,6,285.0,329.0,0.4982
다바4599,night,we,0.045,24.28,0.866,0.0,0.7007,41590-37875,239.4,17585.5,6,285.0,329.0,0.4982
다바4697,am,wd,1.906,8.16,10.312,5.196,0.6964,41590-36733,242.9,18954.7,10,73.0,189.0,0.3836
다바4697,day,wd,4.683,46.7,10.312,19.465,0.6964,41590-36733,242.9,18954.7,10,73.0,189.0,0.3836
다바4697,pm,wd,1.585,10.04,10.312,5.196,0.6964,41590-36733,242.9,18954.7,10,73.0,189.0,0.3836
다바4697,night,wd,0.399,6.12,10.312,0.0,0.6964,41590-36733,242.9,18954.7,10,73.0,189.0,0.3836
다바4697,am,we,1.218,7.97,16.158,5.165,0.6964,41590-36733,242.9,18954.7,10,73.0,189.0,0.3836
다바4697,day,we,8.827,45.9,16.158,19.439,0.6964,41590-36733,242.9,18954.7,10,73.0,189.0,0.3836
다바4697,pm,we,2.409,10.4,16.158,5.165,0.6964,41590-36733,242.9,18954.7,10,73.0,189.0,0.3836
다바4697,night,we,0.843,7.9,16.158,0.0,0.6964,41590-36733,242.9,18954.7,10,73.0,189.0,0.3836
다바4698,am,wd,19.72,61.42,106.143,24.134,0.802,41590-37759,158.4,18195.7,13,769.0,3343.0,0.0507
다바4698,day,wd,48.182,336.39,106.143,66.229,0.802,41590-37759,158.4,18195.7,13,769.0,3343.0,0.0507
다바4698,pm,wd,16.301,82.2,106.143,24.262,0.802,41590-37759,158.4,18195.7,13,769.0,3343.0,0.0507
다바4698,night,wd,4.072,55.22,106.143,1.122,0.802,41590-37759,158.4,18195.7,13,769.0,3343.0,0.0507
