grid_id,period,D,S,zD,zS,mi,quadrant,priority,bin_mi,bin_demand,bin_supply,coverage,freq,pop,workers,elderly_ratio,region,mi_raw,mi_naive,nf,bin_flow,action,region_code,region_kind,d_score,s_score,flow_trips_per_day,nearest_stop_id,nearest_stop_m,lon,lat
다바1595,am,0.0,0.011,-1.2137,-1.214,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0003,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-60113,13496.1,126.54964,37.05427
다바3297,am,0.006021,0.054074,-1.1902,-1.065,-0.0105,mid,0.0,3,0,1,0.05,0.309,0.0,0.0,0.0,우정읍,-0.0105,-0.1252,0.0,0,DRT,31240130,읍,0.6,5.41,0.0,41590-36991,664.2,126.74064,37.07367
다바3298,am,0.0,0.011,-1.2137,-1.214,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0003,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-36991,1144.8,126.74055,37.08269
다바3299,am,0.0,0.011,-1.2137,-1.214,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0003,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-36991,2044.1,126.74046,37.0917
다바3393,am,0.331459,0.612507,0.0785,0.866,-0.7875,mid,0.0,1,3,3,0.653,17.743,326.0,151.0,0.4387,우정읍,-0.7875,-0.7875,0.49114,3,ADD_FREQ,31240130,읍,33.15,61.25,81.5,41590-36589,208.2,126.75224,37.03769
다바3394,am,0.091283,0.274646,-0.8578,-0.3023,-0.2732,mid,0.0,2,0,2,0.05,4.197,13.0,3.0,0.3846,우정읍,-0.2732,-0.5555,0.11609,0,DRT,31240130,읍,9.13,27.46,3.2,41590-37476,629.7,126.75216,37.04671
다바3396,am,0.0,0.011,-1.2137,-1.214,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0003,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-37518,1160.2,126.75198,37.06473
다바3397,am,0.0,0.011,-1.2137,-1.214,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0003,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-36991,1662.2,126.75189,37.07375
다바3398,am,0.0,0.011,-1.2137,-1.214,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0003,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-37448,1802.9,126.7518,37.08276
다바3399,am,0.0,0.011,-1.2137,-1.214,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0003,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-37485,1856.6,126.75171,37.09177
다바3493,am,0.277146,0.338058,-0.1332,-0.083,-0.0502,mid,0.0,3,2,2,0.633,2.465,317.0,68.0,0.2744,우정읍,-0.0502,-0.0502,0.48229,3,ADD_FREQ,31240130,읍,27.71,33.81,79.2,41590-36583,220.2,126.76349,37.03776
다바3494,am,0.309583,0.695656,-0.0067,1.1535,-1.1603,mid,0.0,1,3,4,0.8088,24.439,193.0,62.0,0.4145,우정읍,-1.1603,-1.1603,0.41479,2,ADD_FREQ,31240130,읍,30.96,69.57,48.2,41590-36830,114.7,126.7634,37.04678
다바3495,am,0.264726,0.351048,-0.1816,-0.0381,-0.141,mid,0.0,3,2,2,0.508,3.463,233.0,491.0,0.2446,우정읍,-0.141,-0.1435,0.44137,2,ADD_FREQ,31240130,읍,26.47,35.1,58.2,41590-37388,295.2,126.76331,37.05579
다바3496,am,0.0,0.011,-1.2137,-1.214,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0003,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-37518,1182.8,126.76323,37.0648
다바3497,am,0.043896,0.022867,-1.0426,-1.173,0.0398,mid,0.0,3,0,1,0.05,0.077,13.0,7.0,0.7692,우정읍,0.0398,0.1304,0.08736,0,DRT,31240130,읍,4.39,2.29,3.2,41590-37448,783.4,126.76314,37.07382
다바3498,am,0.023711,0.011,-1.1213,-1.214,0.019,mid,0.0,3,0,0,0.05,0.0,5.0,0.0,0.0,우정읍,0.019,0.0927,0.04742,0,DRT,31240130,읍,2.37,1.1,1.2,41590-37485,900.0,126.76305,37.08283
다바3499,am,0.023711,0.011,-1.1213,-1.214,0.019,mid,0.0,3,0,0,0.05,0.0,5.0,3.0,0.0,우정읍,0.019,0.0927,0.04742,0,DRT,31240130,읍,2.37,1.1,1.2,41590-37485,939.6,126.76297,37.09184
다바3593,am,0.291057,0.550534,-0.079,0.6517,-0.7307,mid,0.0,1,3,3,0.8858,8.237,284.0,51.0,0.3521,우정읍,-0.7307,-0.7307,0.46993,3,ADD_FREQ,31240130,읍,29.11,55.05,71.0,41590-36582,68.5,126.77473,37.03783
다바3594,am,0.189698,0.378467,-0.4741,0.0567,-0.4199,mid,0.0,2,1,2,0.0953,8.344,63.0,20.0,0.4444,우정읍,-0.4199,-0.5308,0.28901,1,DRT,31240130,읍,18.97,37.85,15.8,41590-55142,542.8,126.77465,37.04684
다바3595,am,0.206666,0.374957,-0.408,0.0446,-0.3785,mid,0.0,2,2,2,0.2485,6.405,127.0,420.0,0.4882,우정읍,-0.3785,-0.4526,0.38034,2,NEW_STOP,31240130,읍,20.67,37.5,31.8,41590-36580,450.9,126.77456,37.05586
다바3596,am,0.192526,0.338843,-0.4631,-0.0803,-0.3057,mid,0.0,2,1,2,0.545,2.93,128.0,205.0,0.4609,우정읍,-0.3057,-0.3828,0.36733,2,ADD_FREQ,31240130,읍,19.25,33.88,32.0,41590-36941,273.0,126.77447,37.06487
다바3597,am,0.205316,0.186988,-0.4133,-0.6054,0.16,drt,0.0,3,2,1,0.1933,1.467,163.0,8.0,0.5215,우정읍,0.16,0.1922,0.40086,2,NEW_STOP,31240130,읍,20.53,18.7,40.8,41590-37448,484.0,126.77439,37.07389
다바3598,am,0.234664,0.595005,-0.2988,0.8055,-1.0031,mid,0.0,1,2,3,0.7408,13.889,143.0,27.0,0.4196,우정읍,-1.0031,-1.1043,0.37923,2,ADD_FREQ,31240130,읍,23.47,59.5,35.8,41590-36858,155.5,126.7743,37.0829
다바3599,am,0.201857,0.156433,-0.4267,-0.7111,0.2342,drt,0.0,3,1,1,0.0553,1.464,133.0,79.0,0.4887,우정읍,0.2342,0.2843,0.38222,2,DRT,31240130,읍,20.19,15.64,33.2,41590-37485,566.8,126.77422,37.09191
다바3693,am,0.146957,0.101434,-0.6408,-0.9013,0.1745,mid,0.0,3,1,1,0.05,0.76,53.0,770.0,0.6792,우정읍,0.1745,0.2605,0.29004,1,DRT,31240130,읍,14.7,10.14,13.2,41590-36464,636.3,126.78598,37.0379
다바3694,am,0.196951,0.329498,-0.4459,-0.1126,-0.2701,mid,0.0,2,1,2,0.2645,4.452,133.0,33.0,0.2707,우정읍,-0.2701,-0.3332,0.379,2,NEW_STOP,31240130,읍,19.7,32.95,33.2,41590-36953,441.3,126.78589,37.04691
다바3695,am,0.346172,0.551648,0.1359,0.6556,-0.5197,mid,0.0,2,3,3,0.447,16.008,544.0,196.0,0.1562,우정읍,-0.5197,-0.5197,0.55776,3,NEW_STOP,31240130,읍,34.62,55.16,136.0,41590-37521,331.8,126.78581,37.05593
다바3696,am,0.288622,0.460102,-0.0885,0.339,-0.4275,mid,0.0,2,2,3,0.2183,12.143,271.0,145.0,0.2841,우정읍,-0.4275,-0.4275,0.46133,3,NEW_STOP,31240130,읍,28.86,46.01,67.8,41590-37525,469.0,126.78572,37.06494
다바3697,am,0.17558,0.20471,-0.5292,-0.5441,0.0112,drt,0.0,3,1,1,0.0723,2.255,98.0,74.0,0.4592,우정읍,0.0112,0.015,0.34857,1,DRT,31240130,읍,17.56,20.47,24.5,41590-37392,556.6,126.78564,37.07395
다바3698,am,0.258548,0.207228,-0.2057,-0.5354,0.319,mid,0.0,4,2,1,0.2278,1.67,198.0,159.0,0.2626,우정읍,0.319,0.3297,0.42133,2,NEW_STOP,31240130,읍,25.85,20.72,49.5,41590-37452,463.3,126.78555,37.08297
다바3699,am,0.186038,0.310925,-0.4884,-0.1769,-0.2433,mid,0.0,3,1,2,0.4508,2.757,68.0,106.0,0.5294,우정읍,-0.2433,-0.3116,0.31176,1,NEW_STOP,31240130,읍,18.6,31.09,17.0,41590-55159,329.5,126.78547,37.09198
다바3791,am,0.00065,0.016966,-1.2112,-1.1934,-0.0004,mid,0.0,3,0,1,0.05,0.038,0.0,0.0,0.0,우정읍,-0.0004,-0.0178,0.0,0,DRT,31240130,읍,0.06,1.7,0.0,41590-37498,793.5,126.79739,37.01994
다바3792,am,0.339437,0.410963,0.1097,0.1691,-0.0594,mid,0.0,3,3,2,0.5428,5.187,283.0,297.0,0.2756,우정읍,-0.0594,-0.0594,0.467,3,ADD_FREQ,31240130,읍,33.94,41.1,70.8,41590-37498,274.3,126.7973,37.02895
다바3793,am,0.32104,0.429022,0.0379,0.2315,-0.1936,mid,0.0,3,3,2,0.3813,7.649,304.0,407.0,0.2993,우정읍,-0.1936,-0.1936,0.47609,3,NEW_STOP,31240130,읍,32.1,42.9,76.0,41590-36461,371.2,126.79722,37.03797
다바3794,am,0.376946,0.487203,0.2559,0.4327,-0.1768,ok,0.0,3,3,3,0.7135,6.88,299.0,1301.0,0.1672,우정읍,-0.1768,-0.1768,0.47167,3,ADD_FREQ,31240130,읍,37.69,48.72,74.8,41590-36829,171.9,126.79714,37.04698
다바3795,am,0.252407,0.563108,-0.2297,0.6952,-0.8808,mid,0.0,1,2,3,0.7852,10.476,178.0,521.0,0.264,장안면,-0.8808,-0.9249,0.40028,2,ADD_FREQ,31240390,면,25.24,56.31,44.5,41590-36950,128.9,126.79705,37.05599
다바3796,am,0.490031,0.766029,0.6968,1.3969,-0.7001,ok,0.0,1,4,4,0.7938,39.319,917.0,619.0,0.12,우정읍,-0.7001,-0.7001,0.63327,4,ADD_FREQ,31240130,읍,49.0,76.6,229.2,41590-36918,123.7,126.79697,37.06501
다바3797,am,0.188186,0.147068,-0.48,-0.7435,0.2073,drt,0.0,3,1,1,0.05,1.341,138.0,447.0,0.1884,우정읍,0.2073,0.2634,0.37421,2,DRT,31240130,읍,18.82,14.71,34.5,41590-37391,604.7,126.79689,37.07402
다바3798,am,0.235784,0.43536,-0.2945,0.2534,-0.4992,mid,0.0,2,2,2,0.845,3.756,237.0,75.0,0.2278,우정읍,-0.4992,-0.5479,0.44026,2,ADD_FREQ,31240130,읍,23.58,43.54,59.2,41590-36837,93.0,126.7968,37.08303
다바3799,am,0.183726,0.376892,-0.4974,0.0513,-0.4251,mid,0.0,2,1,2,0.3348,5.656,118.0,49.0,0.4322,우정읍,-0.4251,-0.5487,0.36251,1,NEW_STOP,31240130,읍,18.37,37.69,29.5,41590-37395,399.1,126.79672,37.09205
다바3891,am,0.0,0.011,-1.2137,-1.214,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,0.0,0.0,우정읍,0.0,0.0003,0.0,0,DRT,31240130,읍,0.0,1.1,0.0,41590-37498,1396.6,126.80863,37.02001
다바3892,am,0.169076,0.107848,-0.5545,-0.8791,0.2382,mid,0.0,3,1,1,0.05,0.832,49.0,75.0,0.0,우정읍,0.2382,0.3245,0.23429,1,DRT,31240130,읍,16.91,10.78,12.2,41590-36826,683.8,126.80854,37.02902
다바3893,am,0.239108,0.257874,-0.2815,-0.3603,0.0724,mid,0.0,3,2,2,0.2095,2.758,218.0,278.0,0.0229,우정읍,0.0724,0.0788,0.42991,2,NEW_STOP,31240130,읍,23.91,25.79,54.5,41590-36827,474.3,126.80846,37.03803
다바3894,am,0.262568,0.442353,-0.19,0.2776,-0.457,mid,0.0,2,2,2,0.6442,5.549,285.0,309.0,0.2807,우정읍,-0.457,-0.4677,0.464,3,ADD_FREQ,31240130,읍,26.26,44.24,71.2,41590-36913,213.5,126.80838,37.04705
다바3895,am,0.204185,0.290769,-0.4177,-0.2465,-0.142,mid,0.0,3,1,2,0.3362,2.878,93.0,148.0,0.3333,장안면,-0.142,-0.1711,0.3269,1,NEW_STOP,31240390,면,20.42,29.08,23.2,41590-36772,398.3,126.8083,37.05606
다바3896,am,0.35141,0.530817,0.1563,0.5835,-0.4272,mid,0.0,2,3,3,0.2755,17.903,441.0,126.0,0.1859,장안면,-0.4272,-0.4272,0.52502,3,NEW_STOP,31240390,면,35.14,53.08,110.2,41590-37434,434.7,126.80822,37.06507
다바3897,am,0.520278,0.62025,0.8147,0.8928,-0.0781,ok,0.0,3,4,4,0.178,36.806,1212.0,210.0,0.1576,장안면,-0.0781,-0.0781,0.67272,4,NEW_STOP,31240390,면,52.03,62.03,303.0,41590-36617,493.2,126.80814,37.07409
다바3898,am,0.484466,0.497575,0.6751,0.4686,0.2065,ok,0.0,3,4,3,0.5088,10.141,1408.0,129.0,0.1669,우정읍,0.2065,0.2065,0.69425,4,ADD_FREQ,31240130,읍,48.45,49.76,352.0,41590-37397,294.7,126.80805,37.0831
다바3899,am,0.170052,0.435917,-0.5507,0.2554,-0.5939,mid,0.0,2,1,2,0.7717,4.279,108.0,77.0,0.3426,우정읍,-0.5939,-0.8061,0.33902,1,ADD_FREQ,31240130,읍,17.01,43.59,27.0,41590-36989,137.0,126.80797,37.09211
다바3991,am,0.0,0.011,-1.2137,-1.214,0.0,mid,0.0,3,0,0,0.05,0.0,0.0,3.0,0.0,장안면,0.0,0.0003,0.0,0,DRT,31240390,면,0.0,1.1,0.0,41590-36881,1573.9,126.81987,37.02007
다바3992,am,0.162579,0.082342,-0.5799,-0.9673,0.2772,mid,0.0,4,1,1,0.05,0.562,53.0,23.0,0.5849,장안면,0.2772,0.3874,0.29803,1,DRT,31240390,면,16.26,8.23,13.2,41590-36881,575.2,126.81979,37.02908
다바3993,am,0.257262,0.391842,-0.2107,0.103,-0.3025,mid,0.0,2,2,2,0.5195,4.669,178.0,40.0,0.4663,장안면,-0.3025,-0.3137,0.40785,2,ADD_FREQ,31240390,면,25.73,39.18,44.5,41590-36716,288.3,126.81971,37.0381
다바3994,am,0.222617,0.137421,-0.3458,-0.7768,0.3783,mid,0.0,4,2,1,0.05,1.204,208.0,5.0,0.3702,장안면,0.3783,0.431,0.42751,2,DRT,31240390,면,22.26,13.74,52.0,41590-36769,669.9,126.81963,37.04711
다바3995,am,0.186342,0.154838,-0.4872,-0.7166,0.1793,drt,0.0,3,1,1,0.1013,1.29,108.0,238.0,0.2407,장안면,0.1793,0.2294,0.35198,1,DRT,31240390,면,18.63,15.48,27.0,41590-37430,539.2,126.81955,37.05613
다바3996,am,0.236509,0.338316,-0.2916,-0.0821,-0.1913,mid,0.0,3,2,2,0.3867,3.87,263.0,179.0,0.3612,장안면,-0.1913,-0.2095,0.45913,3,NEW_STOP,31240390,면,23.65,33.83,65.8,41590-36915,368.0,126.81947,37.06514
다바3997,am,0.648871,0.895508,1.3161,1.8446,-0.5286,ok,0.0,2,4,4,0.597,117.737,1675.0,277.0,0.1152,장안면,-0.5286,-0.5286,0.71744,4,ADD_FREQ,31240390,면,64.89,89.55,418.8,41590-37524,241.8,126.81938,37.07415
다바3998,am,0.872817,0.991524,2.1892,2.1767,0.0125,ok,0.0,3,4,4,0.9652,129.425,4856.0,1504.0,0.1606,우정읍,0.0125,0.0125,0.87396,4,ADD_FREQ,31240130,읍,87.28,99.15,1214.0,41590-36022,20.9,126.8193,37.08317
다바3999,am,0.646931,0.72507,1.3085,1.2553,0.0532,ok,0.0,3,4,4,0.5897,40.329,2653.0,379.0,0.1135,우정읍,0.0532,0.0532,0.78321,4,ADD_FREQ,31240130,읍,64.69,72.51,663.2,41590-36821,246.2,126.81922,37.09218
다바4091,am,0.063212,0.011,-0.9673,-1.214,0.0955,mid,0.0,3,0,0,0.05,0.0,8.0,9.0,0.0,장안면,0.0955,0.2467,0.12642,0,DRT,31240390,면,6.32,1.1,2.0,41590-55148,1726.9,126.83111,37.02013
다바4092,am,0.064756,0.011,-0.9613,-1.214,0.0994,mid,0.0,3,0,0,0.05,0.0,13.0,33.0,0.0,장안면,0.0994,0.2527,0.12951,0,DRT,31240390,면,6.48,1.1,3.2,41590-55148,950.8,126.83103,37.02915
다바4093,am,0.142605,0.10234,-0.6577,-0.8981,0.158,mid,0.0,3,1,1,0.05,0.77,48.0,5.0,0.6458,장안면,0.158,0.2404,0.27627,1,DRT,31240390,면,14.26,10.23,12.0,41590-37535,594.6,126.83095,37.03816
다바4094,am,0.136268,0.180567,-0.6825,-0.6276,-0.035,mid,0.0,3,1,1,0.4052,0.771,50.0,86.0,0.2,장안면,-0.035,-0.0548,0.26887,1,NEW_STOP,31240390,면,13.63,18.06,12.5,41590-36776,356.9,126.83087,37.04718
다바4095,am,0.149175,0.20715,-0.6321,-0.5357,-0.0652,mid,0.0,3,1,1,0.1425,2.001,53.0,42.0,0.5849,장안면,-0.0652,-0.0964,0.29004,1,DRT,31240390,면,14.92,20.71,13.2,41590-36773,514.5,126.83079,37.05619
다바4096,am,0.180219,0.076501,-0.5111,-0.9875,0.3645,drt,0.0,4,1,1,0.05,0.506,107.0,210.0,0.1402,장안면,0.3645,0.4764,0.34092,1,DRT,31240390,면,18.02,7.65,26.8,41590-37514,768.5,126.83071,37.0652
다바4097,am,0.255311,0.483931,-0.2183,0.4214,-0.6138,mid,0.0,2,2,3,0.48,9.644,178.0,125.0,0.3933,장안면,-0.6138,-0.6397,0.40609,2,NEW_STOP,31240390,면,25.53,48.39,44.5,41590-37129,312.0,126.83063,37.07422
다바4098,am,0.51355,0.65209,0.7885,1.0029,-0.2144,ok,0.0,3,4,4,0.5822,25.461,866.0,556.0,0.1409,장안면,-0.2144,-0.2144,0.62117,4,ADD_FREQ,31240390,면,51.35,65.21,216.5,41590-37125,250.7,126.83055,37.08323
다바4099,am,0.486918,0.625603,0.6846,0.9113,-0.2267,ok,0.0,3,4,4,0.8387,14.758,474.0,172.0,0.211,장안면,-0.2267,-0.2267,0.53804,3,ADD_FREQ,31240390,면,48.69,62.56,118.5,41590-36835,96.8,126.83048,37.09224
다바4191,am,0.022636,0.011,-1.1255,-1.214,0.0176,mid,0.0,3,0,0,0.05,0.0,5.0,3.0,0.0,장안면,0.0176,0.0885,0.04527,0,DRT,31240390,면,2.26,1.1,1.2,41590-55148,1553.1,126.84235,37.0202
다바4192,am,0.059804,0.234438,-0.9806,-0.4413,-0.2014,mid,0.0,3,0,1,0.05,3.042,8.0,10.0,1.25,장안면,-0.2014,-0.5392,0.11874,0,DRT,31240390,면,5.98,23.44,2.0,41590-55148,580.1,126.84227,37.02921
다바4193,am,0.318701,0.594661,0.0288,0.8043,-0.7755,mid,0.0,1,3,3,0.7247,14.191,378.0,103.0,0.4233,장안면,-0.7755,-0.7755,0.50995,3,ADD_FREQ,31240390,면,31.87,59.47,94.5,41590-36984,165.2,126.84219,37.03822
다바4194,am,0.116802,0.03938,-0.7583,-1.1159,0.2063,mid,0.0,3,0,1,0.179,0.0,38.0,14.0,0.3947,장안면,0.2063,0.3575,0.23339,0,NEW_STOP,31240390,면,11.68,3.94,9.5,41590-36776,492.6,126.84212,37.04724
다바4195,am,0.190881,0.312654,-0.4695,-0.1709,-0.2372,mid,0.0,3,1,2,0.5537,2.297,118.0,61.0,0.5424,장안면,-0.2372,-0.2987,0.3689,2,ADD_FREQ,31240390,면,19.09,31.27,29.5,41590-36942,267.8,126.84204,37.05625
다바4196,am,0.360132,0.5476,0.1903,0.6416,-0.4512,mid,0.0,2,3,3,0.5212,13.975,274.0,364.0,0.3102,장안면,-0.4512,-0.4512,0.46024,3,ADD_FREQ,31240390,면,36.01,54.76,68.5,41590-37132,287.3,126.84196,37.06527
다바4197,am,0.28835,0.235425,-0.0895,-0.4379,0.3484,mid,0.0,4,2,1,0.05,3.067,283.0,155.0,0.4276,장안면,0.3484,0.3484,0.47203,3,DRT,31240390,면,28.84,23.54,70.8,41590-36909,654.3,126.84188,37.07428
다바4198,am,0.160891,0.205706,-0.5865,-0.5407,-0.0325,mid,0.0,3,1,1,0.1258,2.043,89.0,265.0,0.1685,장안면,-0.0325,-0.0458,0.31919,1,DRT,31240390,면,16.09,20.57,22.2,41590-55497,524.5,126.84181,37.08329
다바4199,am,0.288591,0.156231,-0.0886,-0.7118,0.6232,mid,0.0,4,2,1,0.05,1.479,303.0,235.0,0.2145,장안면,0.6232,0.6232,0.47822,3,DRT,31240390,면,28.86,15.62,75.8,41590-37453,751.0,126.84173,37.09231
다바4292,am,0.147044,0.011,-0.6404,-1.214,0.3845,mid,0.0,4,1,0,0.05,0.0,58.0,18.0,0.2241,장안면,0.3845,0.5736,0.29409,1,DRT,31240390,면,14.7,1.1,14.5,41590-36982,1086.0,126.85351,37.02927
다바4293,am,0.306023,0.349973,-0.0206,-0.0418,0.0212,mid,0.0,3,3,2,0.3565,4.46,358.0,170.0,0.3296,장안면,0.0212,0.0212,0.49934,3,NEW_STOP,31240390,면,30.6,35.0,89.5,41590-36714,386.1,126.85344,37.03829
다바4294,am,0.256387,0.446809,-0.2141,0.293,-0.488,mid,0.0,2,2,2,0.4912,7.311,126.0,288.0,0.2937,장안면,-0.488,-0.5072,0.36926,2,NEW_STOP,31240390,면,25.64,44.68,31.5,41590-36798,305.3,126.85336,37.0473
다바4295,am,0.286241,0.553542,-0.0977,0.6621,-0.7599,mid,0.0,1,2,3,0.6448,12.111,153.0,201.0,0.3595,장안면,-0.7599,-0.7599,0.38687,2,ADD_FREQ,31240390,면,28.62,55.35,38.2,41590-37823,213.1,126.85329,37.05631
다바4296,am,0.342513,0.560118,0.1216,0.6849,-0.5632,mid,0.0,2,3,3,0.8808,8.875,252.0,980.0,0.1151,장안면,-0.5632,-0.5632,0.4484,3,ADD_FREQ,31240390,면,34.25,56.01,63.0,41590-37796,71.5,126.85321,37.06533
다바4297,am,0.457282,0.498635,0.5691,0.4723,0.0968,ok,0.0,3,3,3,0.5453,9.666,436.0,745.0,0.1904,장안면,0.0968,0.0968,0.52568,3,ADD_FREQ,31240390,면,45.73,49.86,109.0,41590-37142,272.8,126.85313,37.07434
다바4298,am,0.276349,0.282777,-0.1363,-0.2742,0.1379,mid,0.0,3,2,2,0.05,4.468,167.0,576.0,0.1557,장안면,0.1379,0.1379,0.39444,2,DRT,31240390,면,27.63,28.28,41.8,41590-37151,661.4,126.85306,37.08335
다바4299,am,0.220491,0.014638,-0.3541,-1.2014,0.7391,drt,0.0,5,2,1,0.05,0.023,232.0,891.0,0.0431,장안면,0.7391,0.8473,0.43583,2,DRT,31240390,면,22.05,1.46,58.0,41590-37158,794.0,126.85298,37.09237
다바4393,am,0.069774,0.011,-0.9417,-1.214,0.1124,mid,0.0,3,0,0,0.05,0.0,18.0,3.0,0.0,장안면,0.1124,0.2723,0.13955,0,DRT,31240390,면,6.98,1.1,4.5,41590-36714,1175.4,126.86468,37.03835
다바4394,am,0.165592,0.289817,-0.5681,-0.2498,-0.2305,mid,0.0,3,1,2,0.4052,2.506,78.0,21.0,0.4615,장안면,-0.2305,-0.3183,0.31087,1,NEW_STOP,31240390,면,16.56,28.98,19.5,41590-37820,356.9,126.86461,37.04736
다바4395,am,0.179313,0.261084,-0.5146,-0.3492,-0.1262,mid,0.0,3,1,2,0.3515,2.154,98.0,69.0,0.4796,장안면,-0.1262,-0.1654,0.34251,1,NEW_STOP,31240390,면,17.93,26.11,24.5,41590-37819,389.1,126.86453,37.05637
다바4396,am,0.185059,0.13305,-0.4922,-0.7919,0.2333,drt,0.0,3,1,1,0.1055,0.987,110.0,134.0,0.2818,장안면,0.2333,0.2997,0.35973,1,DRT,31240390,면,18.51,13.31,27.5,41590-36727,536.7,126.86446,37.06539
다바4397,am,0.403383,0.454924,0.359,0.3211,0.0379,ok,0.0,3,3,3,0.2615,10.991,461.0,1229.0,0.1345,장안면,0.0379,0.0379,0.53542,3,NEW_STOP,31240390,면,40.34,45.49,115.2,41590-37942,443.1,126.86438,37.0744
다바4398,am,0.41785,0.595126,0.4154,0.8059,-0.3905,ok,0.0,2,3,3,0.444,21.412,411.0,969.0,0.1582,장안면,-0.3905,-0.3905,0.51667,3,NEW_STOP,31240390,면,41.79,59.51,102.8,41590-37156,333.6,126.86431,37.08342
다바4399,am,0.483529,0.479233,0.6714,0.4052,0.2663,ok,0.0,4,4,3,0.6762,6.892,576.0,684.0,0.2066,장안면,0.2663,0.2663,0.56539,3,ADD_FREQ,31240390,면,48.35,47.92,144.0,41590-37840,194.3,126.86423,37.09243
다바4495,am,0.044299,0.096355,-1.041,-0.9188,-0.0376,mid,0.0,3,0,1,0.05,0.705,8.0,5.0,0.0,장안면,-0.0376,-0.1222,0.08323,0,DRT,31240390,면,4.43,9.64,2.0,41590-37819,611.9,126.87578,37.05643
다바4496,am,0.14231,0.13553,-0.6589,-0.7834,0.0817,mid,0.0,3,1,1,0.1117,1.001,43.0,26.0,0.2326,장안면,0.0817,0.1245,0.27423,1,DRT,31240390,면,14.23,13.55,10.8,41590-36727,533.0,126.8757,37.06545
다바4497,am,0.226678,0.329366,-0.33,-0.1131,-0.1926,mid,0.0,3,2,2,0.312,4.103,38.0,346.0,0.1316,장안면,-0.1926,-0.2169,0.21578,0,NEW_STOP,31240390,면,22.67,32.94,9.5,41590-37613,412.8,126.87563,37.07446
다바4498,am,0.126005,0.067095,-0.7225,-1.02,0.1804,mid,0.0,3,1,1,0.05,0.42,39.0,17.0,0.2564,장안면,0.1804,0.2975,0.23489,1,DRT,31240390,면,12.6,6.71,9.8,41590-37841,731.2,126.87556,37.08348
다바4499,am,0.157372,0.011,-0.6002,-1.214,0.43,mid,0.0,4,1,0,0.05,0.0,68.0,117.0,0.4853,장안면,0.43,0.6138,0.31474,1,DRT,31240390,면,15.74,1.1,17.0,41590-37840,808.9,126.87548,37.09249
다바4597,am,0.219633,0.290893,-0.3574,-0.2461,-0.0968,mid,0.0,3,2,2,0.5285,1.979,108.0,163.0,0.3611,향남읍,-0.0968,-0.1113,0.34788,1,ADD_FREQ,31240140,읍,21.96,29.09,27.0,41590-37814,282.9,126.88688,37.07452
다바4598,am,0.131164,0.011,-0.7023,-1.214,0.3184,mid,0.0,4,1,0,0.05,0.0,51.0,174.0,0.098,향남읍,0.3184,0.5116,0.26233,1,DRT,31240140,읍,13.12,1.1,12.8,41590-37814,813.5,126.88681,37.08353
다바4599,am,0.24655,0.352743,-0.2525,-0.0322,-0.2066,mid,0.0,3,2,2,0.601,2.969,285.0,329.0,0.4982,향남읍,-0.2066,-0.2202,0.47942,3,ADD_FREQ,31240140,읍,24.66,35.27,71.2,41590-37875,239.4,126.88673,37.09255
다바4697,am,0.2472,0.421906,-0.25,0.2069,-0.4293,mid,0.0,2,2,2,0.5952,5.165,73.0,189.0,0.3836,향남읍,-0.4293,-0.4569,0.32302,1,ADD_FREQ,31240140,읍,24.72,42.19,18.2,41590-36733,242.9,126.89813,37.07458
다바4698,am,0.544826,0.580896,0.9104,0.7567,0.1537,ok,0.0,3,4,3,0.736,12.723,769.0,3343.0,0.0507,향남읍,0.1537,0.1537,0.60332,4,ADD_FREQ,31240140,읍,54.48,58.09,192.2,41590-37759,158.4,126.89806,37.08359
다바4699,am,0.521995,0.583813,0.8214,0.7668,0.0546,ok,0.0,3,4,3,0.3587,22.482,1112.0,1830.0,0.1628,향남읍,0.0546,0.0546,0.65818,4,NEW_STOP,31240140,읍,52.2,58.38,278.0,41590-37876,384.8,126.89799,37.09261
